,train_index,train_sentence,geraint_sentence,train_label
1706,snips-train-11532,What is Dear Old Girl Cooper Foundation,WHAT IS DO YEAR OLD GIRL COOPER FOUNDATION,SearchScreeningEvent
1707,snips-train-11533,Find time for Trouble for Two in one minute at Landmark Theatres,FIND TIME FOR TROUBLE FOR TWO IN ONE MINUTE AT LAMDMARK THEATRES,SearchScreeningEvent
1708,snips-train-11534,what time is The Rocketeer showing,WHAT TIME IS THE ROCKETEER SHOWING,SearchScreeningEvent
1709,snips-train-11535,What films and movie schedules are in the neighborhood,WHAT FILMS AND MOVY SHAGELS SUR IN THE NEIGHBORHOOD,SearchScreeningEvent
1710,snips-train-11536,What is the AMC Theaters movie schedule ?,WHAT AS THE A AM C THEATRE'S MOVI CHADEU,SearchScreeningEvent
1711,snips-train-11537,what time is Company Men showing,WHAT TIME HAS COMPANY MAN SHOWING,SearchScreeningEvent
1712,snips-train-11538,List all the movies playing in the area now .,LIST ALL THE MUVIS PLAYING IN THE AREA NOW,SearchScreeningEvent
1713,snips-train-11539,Where Can I watch Chaos and Desire ?,WHERE CAN I WATCH CHAOS AND DESIRE,SearchScreeningEvent
1714,snips-train-1154,add the artist joseph meyer to my mad cool festival 2017 playlist,ADD THE ARTIST JOSEPH MI TO MY MAD COOL FESTIVAL TWENTY SEVENTEEN PLAYLIST,AddToPlaylist
1715,snips-train-11540,where is My Song Goes Forth playing,WHEREAS MY SONG GOES FORTH PLAYING,SearchScreeningEvent
1716,snips-train-11541,Is The Kiss playing,IS THE KISS PLAYING,SearchScreeningEvent
1717,snips-train-11542,What animated movies are playing now in the neighborhood,WHAT ANIMATED MOVIES ARE PLAYING NOW IN THE NEIGHBOURHOOD,SearchScreeningEvent
1718,snips-train-11543,Find the movie schedule for 204524 .,FIND RE MOVE I CHADU FOR TWO HUNDRED AND FOUR THOUSAND FIVE HUNDRED AND TWENTY FOUR,SearchScreeningEvent
1719,snips-train-11544,Find the schedule for The Pearl of Cleopatra .,FIND THE SHADEW FOR THE PEARL OF CLEOPATIA,SearchScreeningEvent
1720,snips-train-11545,find The Good Girl at a movie house,FIND A GOOD GIRL OUT TO MOVE E HOUSE,SearchScreeningEvent
1721,snips-train-11546,what films are showing in the neighbourhood,WHAT FILMS ARE SHOWING IN THE NEIGHBOURHOOD,SearchScreeningEvent
1722,snips-train-11547,What are the movie times for Megaplex Theatres,WHAT ARE THE MURIE TIMES FROM TEIR GUPLEX THEATRES,SearchScreeningEvent
1723,snips-train-11548,Can I go see Cash and Curry at a movie theatre ?,CAN I GOSI CUSH AND CURRIER TO MOVE THE THEATRE,SearchScreeningEvent
1724,snips-train-11549,I'd like a movie schedule for a close by movies,I'D LIKE A MOVI SHADOW FOR A CLOSE BY MOVIES,SearchScreeningEvent
1725,snips-train-1155,put Framed onto my ntc studio sounds playlist,PUT FRAMED ONTO MY ANTICE STTUDIO SONS PLAYLIST,AddToPlaylist
1726,snips-train-11550,find Chained Heat,FINE CHAINED HEAT,SearchScreeningEvent
1727,snips-train-11551,Which movies are playing at the closest cinema ?,WHICH MOVIES ARE PLAYING AT THE CLOSEST SINEMA,SearchScreeningEvent
1728,snips-train-11552,CAn I get the the showtimes for The Jade Faced Assassin cinema ?,CAN I GET AT THE SHOW TIMES FOR THE JADE FACE TO SAS IN SINEMA,SearchScreeningEvent
1729,snips-train-11553,What movies are playing at AMC Theatres ?,WHAT MUVISAR PLAYING AT AM C THEATRES,SearchScreeningEvent
1730,snips-train-11554,Can I see the movie times for the Great Escape Theatres,COME I SEE THE MOVIE TIMES FOR THE GREAT ESCAPE THEATRES,SearchScreeningEvent
1731,snips-train-11555,What time is AMC Theaters playing Unnikrishnante Adyathe Christmas,WHAT TIME IS ZE AM S THEATRES PLAYING UNLY CHRISTIAN TO DIOLTH CHRISTMAS,SearchScreeningEvent
1732,snips-train-11556,What is the movies playing at North American Cinemas,WHAT IS THEMOV IS PLAYING AT NORTH AMERICAN SYNIMAS,SearchScreeningEvent
1733,snips-train-11557,what is the movie schedule of animated movies in the area,WHAT IS THE MOVISHADULE OF ALIMATED MOVIES IN THE AREA,SearchScreeningEvent
1734,snips-train-11558,I'd like to watch animated movies at National Amusements,HAD LIKE TO WATCH HANIMATED MOVIES OF NATIONAL AMUSEMENTS,SearchScreeningEvent
1735,snips-train-11559,find a movie house showing Cage Without a Key,FIND A MOVING HOUSE SHOWING CADES WITHOUT A KEY,SearchScreeningEvent
1736,snips-train-1156,add track to Indie Electronics playlist,ADTUCTA INDIALECTONICS PLAILIST,AddToPlaylist
1737,snips-train-11560,When's Fools for Luck showing?,ONE'S FULS FOR LOCK SHOWING,SearchScreeningEvent
1738,snips-train-11561,What movies are playing in the neighborhood,WARK MUVIES ARE PLAYING IN THE NEIGHBOURHOOD,SearchScreeningEvent
1739,snips-train-11562,where is The Cycle playing,WHERE IS THE CYCLE PLAYING,SearchScreeningEvent
1740,snips-train-11563,where is Ennarukil Nee Irunthal playing,WHERE IS EMERUCANEIRON FOR PLAYING,SearchScreeningEvent
1741,snips-train-11564,List movies for nearest movie house at brunch time,LIST MOVEES FOR NEAREST MOVE HOUSE AT BRANCH TIME,SearchScreeningEvent
1742,snips-train-11565,When is Lake City playing at Dipson Theatres ?,ONE IS LAKE CITY PLAYING OF DIPS AND THEATRES,SearchScreeningEvent
1743,snips-train-11566,What are the movie times for movies premiering in the neighbourhood,WHAT ARE THE MOVI TIMES FOR MOVIES PRAMEERING IN THE NEIGHBOURHOOD,SearchScreeningEvent
1744,snips-train-11567,What movies are going to be screened at Caribbean Cinemas at fourteen o'clock ?,WHAT MOVEIS ARE GOING TO BE SCREENED AT CARABEAND CINIMES AT FOURTEEN O'CLOCK,SearchScreeningEvent
1745,snips-train-11568,Find movies playing at the closest movie theatre,FIND MAURIE'S PLAYING AT THE CLOSEST MOVIE THEATRE,SearchScreeningEvent
1746,snips-train-11569,find a movie schedule,FAR INDE MUVI CHADIEU,SearchScreeningEvent
1747,snips-train-1157,add this artist to disco fever playlist,AB BESOTIST TO DISCO FEVER PLAILEST,AddToPlaylist
1748,snips-train-11570,Does Pacific Theatres have animated movies starting in 1 minute ?,DOES PROCIFIC THEATRES OF VANEMATED MOVIES STARTING IN ONE MINUTE,SearchScreeningEvent
1749,snips-train-11571,Find the schedule for for films at Star Theatres .,FIND THE CHADU FOR THE FIAMS AT STAR THEATRES,SearchScreeningEvent
1750,snips-train-11572,tell me the movie schedule,TELL ME THE MUVI SHADOU,SearchScreeningEvent
1751,snips-train-11573,find Plitt Theatres movie schedules,FIND BLIT THEATRES MOVI SHAGELS,SearchScreeningEvent
1752,snips-train-11574,Where is the nearest cinema showing horror films today?,WHERE IS THE NEAREST SINE MASSURING HORRIR FILMS TO DAY,SearchScreeningEvent
1753,snips-train-11575,When is Watchman Vadivel playing?,WHEN HIS WATCHMEN VAR DIVOU PLAYING,SearchScreeningEvent
1754,snips-train-11576,Where is the nearest cinema that is playing The Kid Brother,WHERE IS THE NEAREST CINAMA THAT IS PLAYING THE KID BROTHER,SearchScreeningEvent
1755,snips-train-11577,Is Flow For Love of Water playing at Southern Theatres at 2 am,HIS FLOW FUL OF OF WATER PLAYING AT SOUTHERN THEATREAS A TRUE A M,SearchScreeningEvent
1756,snips-train-11578,Find the schedule for The Tooth Will Out at sunrise .,FIND THE SHADUL FOR THE TRUTHFUL OUTED SUNRISE,SearchScreeningEvent
1757,snips-train-11579,find a cinema nearest for films,FINE E CINEMO NEREST FOR FILMS,SearchScreeningEvent
1758,snips-train-1158,I would like this song added to my princesas indie playlist.,I WOULD LIKE THIS SONG ADDED TO MY PRINCESSUS INDIPLAILIST,AddToPlaylist
1759,snips-train-11580,Is The Little Irish Girl playing,IS THE LITTLE IRISH GIRL PLAYING,SearchScreeningEvent
1760,snips-train-11581,Is F.I.S.T. at Malco Theatres,ISA PHIOSTID MALCUTHEATRES,SearchScreeningEvent
1761,snips-train-11582,Find the movie schedule for B&B Theatres .,FIND A MOVI SHAGULE FOR BIAN BE THEATRES,SearchScreeningEvent
1762,snips-train-11583,show the movie schedules at United Paramount Theatres,SHOW THE MOUVI SHADULS OF TUNITED PARAMANT THEATRES,SearchScreeningEvent
1763,snips-train-11584,Show me movie times at Cooper Foundation .,SHOW ME MURI TIMES A TROOPER FOUNDATION,SearchScreeningEvent
1764,snips-train-11585,Find the schedule for Rare Birds at the nearest movie theatre at Noon .,WHILING THE SHADOW FER RAY BIRDS AT THE NEAREST MOVI FEATRE AT NOON,SearchScreeningEvent
1765,snips-train-11586,show me the schedule of films close by,SHOW ME THE CHADUL OF FIAMS CLOSE BY,SearchScreeningEvent
1766,snips-train-11587,Is Holy Matrimony playing at National Amusements ?,IS WHOLLY MATRIMONY PLAYING AT NATIONAL AMUSEMENTS,SearchScreeningEvent
1767,snips-train-11588,What are the movies scheduled to play at General Cinema Corporation,WHAT ARE THE MOVIS SHADUL TO PLAY OF GENERAL SYMAN THE CORPORATION,SearchScreeningEvent
1768,snips-train-11589,I'm wondering if you can give me the movie times for films in the neighborhood .,I'M WONDERING IF YOU CAN GIVE ME THE MOVIE TIMES FOR FILMS IN THE NEIGHBOURHOOD,SearchScreeningEvent
1769,snips-train-1159,Add the name the magnificent tree to playlist this is Rosana,OWD THE NAME THE MAGNIFICENT CHEAT OF PLAY LYSTUS HIS ROSANA,AddToPlaylist
1770,snips-train-11590,Show me the movie schedule for Loews Cineplex .,SHOW ME THE MOVI CHADU FOR LO SINOPLEX,SearchScreeningEvent
1771,snips-train-11591,What films are being shown at the National Amusements,WHAT FILMS ARE BEING SHOWN AT THE NATIONAL AMUSEMENTS,SearchScreeningEvent
1772,snips-train-11592,show me the schedule of Dead Snow,SHOW ME THE SHADULOF DEAD SNOW,SearchScreeningEvent
1773,snips-train-11593,find the nearest movies at a movie theatre,FIND THE NEAREST MOVIS A TOMOVE TE THEATRE,SearchScreeningEvent
1774,snips-train-11594,What are the current movie schedules ?,YET OTHER CURRENT MOVE E SHAGULES,SearchScreeningEvent
1775,snips-train-11595,Showtimes for Medal for the General,SHOW TIMES FORMILABLY FOR THE GENERAL,SearchScreeningEvent
1776,snips-train-11596,what animated movies are playing at the closest movie house,WHAT ANIMATED MOVIES ARE PLAYING AT THE CLOSEST MOVIE HOUSE,SearchScreeningEvent
1777,snips-train-11597,Is The Happy Hooker Goes Hollywood at the movie house nearest me,IS THE HAPPY HOOKA GOES HOLLYWOD TAMOVI HOUSE NEAREST ME,SearchScreeningEvent
1778,snips-train-11598,what films are showing in the neighborhood,WHAT FILMS ARE SHOWING IN THE NEIGHBOURHOOD,SearchScreeningEvent
1779,snips-train-11599,Show me the movies at the closest cinema,SHOW ME THE MOVIERS OF THE CLOSEST CINEMO,SearchScreeningEvent
1780,snips-train-116,add Halfway Between Here and There to my canadian country playlist,ADD HALF THEWAY BETWEEN HERE AND MET AND MY CANADIAN COUNTRY PLAYLIST,AddToPlaylist
1781,snips-train-1160,The Get Going playlist needs another song .,THE GAT GOING PLAILEST NEEDS SONERFA SONG,AddToPlaylist
1782,snips-train-11600,Can I get the showtimes for The Scarlet and the Black at 12 pm .,CAN I GET THE SHIRT TIMES FOR THE SCARLET AND THE BLACK AT TWELVE P M,SearchScreeningEvent
1783,snips-train-11601,what film to see at ArcLight Hollywood,WHAT FOAMD TO SEE A TARK RIGHT HOLLY WOOD,SearchScreeningEvent
1784,snips-train-11602,find movies around here with movie schedules,FIND MOVIES AROUND HERE WITH MOOVY SHAGELS,SearchScreeningEvent
1785,snips-train-11603,What is the closest movie house playing What the Swedish Butler Saw,WHAT IS THE CLOSEST MOVY HOUSE PLAYING WHAT THE SWEDISBURTLER SAW,SearchScreeningEvent
1786,snips-train-11604,What is the movie schedule right now for movies around here,WHAT IS THE MOVE E SHADY RIGHT NOW FOR MOVE IS ROUND HERE,SearchScreeningEvent
1787,snips-train-11605,What time is Kickboxer showing at Cobb Theatres,WHAT TIME IS KICK BOX WARE SHOWING AT COD THEATRES,SearchScreeningEvent
1788,snips-train-11606,What is the movie schedules for the Harkins Theatres,WHAT IS THE MOVE E SHADUMS FOR THE HARKINS THEATRES,SearchScreeningEvent
1789,snips-train-11607,Can i get the showtimes for Man in Blues ?,COME I GET A SHORT TIMES FROM MAN IN BLUES,SearchScreeningEvent
1790,snips-train-11608,I'd like to see the movie schedule for movies in the area,I'D LIKE TO SEE THE MOVI SHADUF THE MOVIES IN THE AREA,SearchScreeningEvent
1791,snips-train-11609,Can I see the movie schedules ?,CAN I SEE THE MOVYES SHADDELS,SearchScreeningEvent
1792,snips-train-1161,Add another album to my this is pavarotti playlist.,ADAMAVER ALGUM TO MAIVIS AS PAVEROTI PLAILIST,AddToPlaylist
1793,snips-train-11610,Let me know what animated movies are playing around here .,LET ME KNOW WHAT UNREMATED MOVIES OF PLAYING AROUND HERE,SearchScreeningEvent
1794,snips-train-11611,I need movie times for movies playing in the area,I NEED MOVI TIMES FOR MOVIES PLAYING IN THE AREA,SearchScreeningEvent
1795,snips-train-11612,can i have the movie schedule for right now,CAM I HAVE THE MOVI SHAGU FOR RIGHT NOW,SearchScreeningEvent
1796,snips-train-11613,Let me see the movie schedule for Seed of Chucky,LET ME SEE THE MOVY SHAGUL FORSEED OF CHUKY,SearchScreeningEvent
1797,snips-train-11614,find films at Showcase Cinemas,FINE FRILMS AT CHOUCES CINAMUS,SearchScreeningEvent
1798,snips-train-11615,around here find movie schedule for films,AROUND HERE FINE MOVY SHADUEL FOR FILMS,SearchScreeningEvent
1799,snips-train-11616,What movie times are there for 5 p.m. ?,WHAT MOVE E TIMES ARE THERE FOR FIVE P M,SearchScreeningEvent
1800,snips-train-11617,Is Arthur 2 – On the Rocks playing at 2044 ?,IS ARTHUR TWO ON THE ROCKS PLAYING AT TWENTY FORTY FOUR,SearchScreeningEvent
1801,snips-train-11618,Show me the closest cinema playing movies .,SHOW ME THE CLOSEST CINA MACLAYING MOVIES,SearchScreeningEvent
1802,snips-train-11619,What are the movie schedules for animated movies close by,WHAT ARE THE MOUVI SHAGELES FOR ANIMATED MOVIES CLOSE BY,SearchScreeningEvent
1803,snips-train-1162,add apathy to my electro sur playlist,AD APITHETE TO MY ELECTROSUA PLALIST,AddToPlaylist
1804,snips-train-11620,What is the nearest cinema playing Romance of the Limberlost,WHAT IS THE NEAREST INAMER PLAYING ROMANCE OF VILIMBER LOST,SearchScreeningEvent
1805,snips-train-11621,What theater is showing From Paris with Love and when?,WHAT FEATRE IS SHOWING FROM PARIS WITH LOVE AND WHEN,SearchScreeningEvent
1806,snips-train-11622,Find the schedule for films at Century Theatres .,FIND THE CHADEU FOR THROMS ANT CENTURY THEATRES,SearchScreeningEvent
1807,snips-train-11623,What is the movie schedule for movies close by,WHAT IS THE MOVI SHADOW FOR MOVI IS CLOSE BY,SearchScreeningEvent
1808,snips-train-11624,When is The Prince Who Was a Thief playing at the cinema ?,WHEN AS THE PRINCE WHO WAS A THIEF PLAYING AT THE CINEMA,SearchScreeningEvent
1809,snips-train-11625,What time is Dive Bomber playing,WHAT TIME IS DIVEBOMA PLAYING,SearchScreeningEvent
1810,snips-train-11626,Find the schedule for movies at Star Theatres .,FIND THE SSHADUF FEMOVIS AT STAR THEATRES,SearchScreeningEvent
1811,snips-train-11627,Show me movie schedules,SHOW ME MOVI SHAGGELS,SearchScreeningEvent
1812,snips-train-11628,What is the movie schedule at the Fox Theatres,WHAT IS THE MOVEE SHADU OF THE FOX THEATRES,SearchScreeningEvent
1813,snips-train-11629,I'd like to watch movies close by,I'D LIKE TO WATCH MOVIERS CLOSE BY,SearchScreeningEvent
1814,snips-train-1163,Add a track to my hands up playlist.,AR THE CHACK TO MY HANDS A PLAYLIST,AddToPlaylist
1815,snips-train-11630,Can you pull up showings for Pop Goes the Easel at the local movie theatre ?,CAN YOU PULL UP SHURINGS FOR POP GOS THE EASIL ITTHE LOCAL MOVY THEATRE,SearchScreeningEvent
1816,snips-train-11631,Where is Walt The Man Behind the Myth playing,WHERE IS ONE OF THE MAN BEHIND THE MYTH PLAYING,SearchScreeningEvent
1817,snips-train-11632,Is Unsettled Land playing at the movie theatre,HIS UNSETTLED LAMP PLAYING AT THE MOVIE THEATRE,SearchScreeningEvent
1818,snips-train-11633,find Dickinson Theatres showing From Bondage to Freedom,FIND DICKINSON FEATRS SHOWING FROM BONDAGE TO FREEDOM,SearchScreeningEvent
1819,snips-train-11634,What animated movies are there nearby ?,WHAT ARMIMACTED MOVE YO SA VER NEAR BY,SearchScreeningEvent
1820,snips-train-11635,What's the closest cinema playing Chuckys Baby now ?,WHAT'S THE CLOSEST  IN THE MOPLAYIN CHUCKI'S BABY NOW,SearchScreeningEvent
1821,snips-train-11636,What are the movie schedules for movies showing in the neighbourhood ?,WHAT ARE THE MOVI SHADUS FOR MOVIES SHOWING IN THE NEIGHBOURHOOD,SearchScreeningEvent
1822,snips-train-11637,What movie theatre is palying The Hurricane five hours from now,WHAT MOVING THEATRE IS PALLYING THE HARRICANE FIVE HOURS FROM NOW,SearchScreeningEvent
1823,snips-train-11638,What are the movie schedules,YET AREMOVE HI SHAGELS,SearchScreeningEvent
1824,snips-train-11639,Can you tell me the movies that are going to be scheduled at the closest movie house ?,CAN YOU TELL ME THE MOVIES THAT ARE GOING TO BE SHADOWED AT THE CLOSEST MOVIE HOUSE,SearchScreeningEvent
1825,snips-train-1164,add potje met vet to my electronic gaming playlis,APOTIER METRETO MY ALECATONIC GAMING PLAINLES,AddToPlaylist
1826,snips-train-11640,What animated movies are playing in the area and what is the movie schedule,WHAT ARNIMATED MOVIES AR PLAYING IN THE AREA AND WHAT IS THE MOVI SHADO,SearchScreeningEvent
1827,snips-train-11641,What movie theatre has A Matter of Wife... And Death,WHAT MOVITH THEATRE HAS E MATTER OF WIFE AND DEATH,SearchScreeningEvent
1828,snips-train-11642,Where is The Wilderness Trail playing,WHERE IS THE WILDERNESS CHILD PLAYING,SearchScreeningEvent
1829,snips-train-11643,What is the local movie schedule,WHAT IS THE LOCO MU VICHADIEU,SearchScreeningEvent
1830,snips-train-11644,List films at Pacific Theatres,LIST FRILMS OF PACIFIC THEATRES,SearchScreeningEvent
1831,snips-train-11645,find movie times,FIND MOVEI TIMES,SearchScreeningEvent
1832,snips-train-11646,find the closest cinema with animated movies,FIND THE CLOSEST CYNIMA WITH ANIMATED MOVIES,SearchScreeningEvent
1833,snips-train-11647,Can you let me know when Talk of the Devil is playing at the movie theatre ?,CAN YOUOU LET ME KNOW ANE TALK OF THE DEVIL AS PLAYING AT THE MOVI THEATRE,SearchScreeningEvent
1834,snips-train-11648,find the closest movie theatre for films,FIND THE CLOSEST MOVI THEATRE PER FILMS,SearchScreeningEvent
1835,snips-train-11649,show me movie times for Southern Theatres,SHOW ME MOUVIE TIMES FOR SEVEN THEATRES,SearchScreeningEvent
1836,snips-train-1165,Add song to top 100 country tracks on spotify,AT SON TO TOP ONE HUNDRED COUNTRY CHAK ON SPOTIFY,AddToPlaylist
1837,snips-train-11650,What is the closest movie house playing films,WHAT IS THE COSEST MOVEE HOUSE PLAYING FILMS,SearchScreeningEvent
1838,snips-train-11651,What time is Tommy and Quadrophenia Live playing at Marcus Corporation,WHAT TIME IS TOMIUM QUANTRFEMALE IF PLAYING AT MARCUS CORPORATION,SearchScreeningEvent
