,train_index,train_sentence,matthew_sentence,train_label
1995,snips-train-11793,Is The Belles of St. Clements playing at Star Theatres in 8 minutes ?,IS THE BELLS OF SAINT CLAMENT'S PLAYING AT STAR THEATERES IN EIGHT MINUTES,SearchScreeningEvent
1996,snips-train-11794,show me the movie schedule in the area near my home at seven AM for animated movies,SHOW ME THE MOVI SCUDDEL IN THE AREA NEAR MY HOME AT SEVEN A M FOR ANIMATED MOVIES,SearchScreeningEvent
1997,snips-train-11795,Show me the current movie times,SHOW ME THE CURRENT MOVIE TIMES,SearchScreeningEvent
1998,snips-train-11796,What are the movie schedules,WHAT ARE THE MOVI SCEDULS,SearchScreeningEvent
1999,snips-train-11797,Please give me the movie schedules .,PLEASE GIVE ME THE MOVI SCEDULES,SearchScreeningEvent
2000,snips-train-11798,Find movie times for Great Escape Theatres,FIND MOVING TIMES FOR GREAT ESCAPE THEATERS,SearchScreeningEvent
2001,snips-train-11799,When is For One Night playing at Loews Cineplex Entertainment ?,WHENT IS FOR ONE NIGHT PLAYING OF MOST CENIPLAX CENTERTAINMENT,SearchScreeningEvent
2002,snips-train-118,add Split the Difference to my Women's Lit playlist,AD SPLIT THE DIFERENCE TO MY WOMEN'S LATE PLAYLIST,AddToPlaylist
2003,snips-train-1180,add a mina caputo album to my after hours party,ATAMINA COPINA WABUM TO MY AFTER ROUR'S PARTY,AddToPlaylist
2004,snips-train-11800,find Mann Theatres movie schedule,FINE MAN THEATRES MOVI SCHEDULE,SearchScreeningEvent
2005,snips-train-11801,What movie times,WHAT MOVE YEU TARMS,SearchScreeningEvent
2006,snips-train-11802,Can I get showtimes for films in the neighborhood .,CAN I GET SHOW TIMES FOR FILMS IN THE NEIGHBOURHOOD,SearchScreeningEvent
2007,snips-train-11803,What time will the movie house be showing On the Beat,WHAT TIME WILL THE MOVIE HOUSE BE SURING ON THE BEA,SearchScreeningEvent
2008,snips-train-11804,find movie schedules with animated movies close by,FINE MOVIE SCARDULES WITH ANIMATED MOVIES CLOSE BY,SearchScreeningEvent
2009,snips-train-11805,movie schedule for animated movies in the neighborhood,MEVI SCUDUL FORANIMATED MOVIES IN THE NEIGHBOURHOOD,SearchScreeningEvent
2010,snips-train-11806,Where is the closest cinema that is playing The Honeymoon Killers,WERES THE CLOSEST SYNTIMEN THAT IS PLAYING THE HONEYMOON KILLERS,SearchScreeningEvent
2011,snips-train-11807,what time can i see The Conflicts of Life,WHAT TIME CAN I SEE THE CONFLICTS OF LIFE,SearchScreeningEvent
2012,snips-train-11808,I'm wondering if I can watch Heyy Babyy at a cinema .,I'M WONDERING IF I COULD WATCH HABYBY AT A CINEMA,SearchScreeningEvent
2013,snips-train-11809,Show me movie times,SHOW ME MOVIE TARMES,SearchScreeningEvent
2014,snips-train-1181,put Ron Grainer on my disco fever playlist,PUT RON GRAINOR ON MY DISCAL FEVER PLAYLIST,AddToPlaylist
2015,snips-train-11810,Find the movie schedules for Great Escape Theatres .,FIND THE MOVISH SCHEDULES FOR GREAT ESCAPE THEATERS,SearchScreeningEvent
2016,snips-train-11811,Find time for films at the North American Cinemas,FIND TIME FOR FILMS AT THE  NORTH AMERICAN CINNAMAS,SearchScreeningEvent
2017,snips-train-11812,Find the schedule for Blood Orgy of the Leather Girls at a movie house .,FINE A SCIDUL FOR BLOOD ARGY OF THE LEATHER GIRLS AT A MOOVI HOUSE,SearchScreeningEvent
2018,snips-train-11813,i want to see Return to Yesterday,I WANT TO SEE YOU RETURN TO YESTERDAY,SearchScreeningEvent
2019,snips-train-11814,find Careless Love,FOG CURELES LOVE,SearchScreeningEvent
2020,snips-train-11815,Tell me where I can watch Common Law Cabin,TELL ME WHERE I CAN WATCH COMMAN MAL CABIN,SearchScreeningEvent
2021,snips-train-11816,What films are playing around here,WHAT FILMS ARE PLYING AROUND HERE,SearchScreeningEvent
2022,snips-train-11817,Show me the new showings for animated movies in the neighborhood,SHOW ME THE NEW SHOWINGS FOR ANIMATED MOVIES IN THE NEIGHBORHOOD,SearchScreeningEvent
2023,snips-train-11818,List films at the nearest movie house,LIST FILMS AT THE NEAREST MOVIE HOUSE,SearchScreeningEvent
2024,snips-train-11819,Need the closest movie house playing The Flamingo Rising,NER THE CLOSEST MOVI HOUSE PLAYING THE FLAMANGO RISING,SearchScreeningEvent
2025,snips-train-1182,add Sara Carter to my Nothing But A Party R&B,ADD SIRA CARTER TO MY NOTHING BUT A PARYAN BE,AddToPlaylist
2026,snips-train-11820,Show me the movie times for animated movies that are in theaters close by,SHOW ME THE MOVI TIMES FOR ANIMATED MOVIES THAT ARE IN THEATERS CLOSE BY,SearchScreeningEvent
2027,snips-train-11821,When is Dead Birds playing?,WHEN HIS DAIRY BIRDS PLAYING,SearchScreeningEvent
2028,snips-train-11822,what's the nearest movie theatre showing movies,WHAT'S THE NEAREST MOVING THEATRE SHARING MEVIES,SearchScreeningEvent
2029,snips-train-11823,What cinema is playing The Strongest Instinct now ?,WHAT SINIMAS PLAYING THE STRONGEST INSTINCT NOW,SearchScreeningEvent
2030,snips-train-11824,What is the movie schedule at Loews Cineplex Entertainment,WHAT IS THE MOVI SCEDULE AT LOCENIPLAX ENTERTAINMENT,SearchScreeningEvent
2031,snips-train-11825,What cinema has the closest movies,WHAT SINAMA HAS THE CLOSEST MOVIES,SearchScreeningEvent
2032,snips-train-11826,Show me the movie schedule for Star Theatres,SHOW ME THE MOVI SCUDULE FOR STAR THEATRS,SearchScreeningEvent
2033,snips-train-11827,Is The Angel of Vengeance – The Female Hamlet playing at the cinema at 6 am,IS THE ANGEL OF VENGEANCE THE FEMALE HAMLET PLAYING AT THE CINIMA AT SIX A M,SearchScreeningEvent
2034,snips-train-11828,What time will In the Name of the Son be playing?,WHAT TIME WILL THAN THE NAME OF HES SON BE PLAYING,SearchScreeningEvent
2035,snips-train-11829,find the closest movie theatre with films,FIND THE CLOSEST MOVI THEATRE WITH FILMS,SearchScreeningEvent
2036,snips-train-1183,Add from the ashes to my rock gaming playlist,ADD FROM THE ASHES TO MY ROCK GAMING PLAYLIST,AddToPlaylist
2037,snips-train-11830,Find movie times .,FINE MOVIE TIMES,SearchScreeningEvent
2038,snips-train-11831,What is the movie schedules for films in the neighborhood,WHAT IS THE MOVIN SCEDULS FOR FILMS IN THE NEIGHBORHOOD,SearchScreeningEvent
2039,snips-train-11832,List films in the neighborhood .,LIST FILMS IN THE NEIGHBORHOOD,SearchScreeningEvent
2040,snips-train-11833,What movie schedule ?,WHAT MOVE SCOURDUL,SearchScreeningEvent
2041,snips-train-11834,I'd like to watch movies at the closest movie theatre,I'D LIKE TO WATCH MOVIES AT THE CLOSEST MOVING THEATR,SearchScreeningEvent
2042,snips-train-11835,What time is Too Young to Marry showing,WHAT TIME WAS TOO YOUNG TO MARRY SHOWWIN,SearchScreeningEvent
2043,snips-train-11836,What are the movie times for films playing in the area ?,WHAT ARE THE MOVING TIMES FOR FILMS PLAYING IN THE AREA,SearchScreeningEvent
2044,snips-train-11837,What animated movies are playing at Dipson Theatres ?,WHAT ANIMATED MOVIES ARE PLAYING AT DIPS AND THEATRS,SearchScreeningEvent
2045,snips-train-11838,show movie schedules for Fox Theatres,SHOW MEVISH SCEDULES FOR FOSE VEATRS,SearchScreeningEvent
2046,snips-train-11839,can i have the movie schedule for IMAX Corporation,CAN A HIVE THE MOVI SCIDUL FOR ARMAT'S CORPORATION,SearchScreeningEvent
2047,snips-train-1184,add agua y sal in Classic Jazz Funk,ABAGNA WYSAL AN CLOSSIC JAS FONG,AddToPlaylist
2048,snips-train-11840,What are the animated movies in the neighbourhood for the recent movie times,WATER THE ANIMATED MOVIES IN THE NEIGHBOURHOOD FOR THE RECENT MOVIN TIMES,SearchScreeningEvent
2049,snips-train-11841,Find the schedule for movie times .,FIND THE SCIDUL FOR MOVI TIMES,SearchScreeningEvent
2050,snips-train-11842,What is the movie schedule at Caribbean Cinemas,WHAT IS THE MOVI SCEDULA CORIBBIAN CINNIMAS,SearchScreeningEvent
2051,snips-train-11843,Is Redacted playing at the closest cinema ?,IS REDACTED PLAYING AT THE CLOSEST CINEMAL,SearchScreeningEvent
2052,snips-train-11844,I'd like to watch In High Places,I'D LIKE TO WANT YOU IN HIGH PLACE,SearchScreeningEvent
2053,snips-train-11845,find The World Is Ours at a movie theatre,FIND THE WORLD AS OURS AN A MOVING THEATRE,SearchScreeningEvent
2054,snips-train-11846,Please show me the movies playing at Amco Entertainment .,PLEASE SHOW ME THE MOVIES PLAYING AT AMCROL ENTERTAINMENT,SearchScreeningEvent
2055,snips-train-11847,where is Puthri playing,WERIS PUFFERYPLURN,SearchScreeningEvent
2056,snips-train-11848,Can I get the movie times for the newest movies around here ?,CAN I GET THE MOVING TIMES FOR THE NEWEST MOVIES AROUND HERE,SearchScreeningEvent
2057,snips-train-11849,show me movie schedules,SHOW ME MOVI SCUDDULES,SearchScreeningEvent
2058,snips-train-1185,Can you add a eviatar banai album to my tgif playlist,CAN YOU ADO EVITARBAN MY ALBUM TO MY TEGIAF PLOYWIST,AddToPlaylist
2059,snips-train-11850,Find time for the movie schedule at Cineplex Odeon Corporation,FONG TIME FOR THE MOVING SCHEDULE AT SYNOPLAXSODIAN CORPORATION,SearchScreeningEvent
2060,snips-train-11851,What movie times are at Bow Tie Cinemas ?,WHAT MOVI TIMES ARE WITH BOTH HI CINNAMES,SearchScreeningEvent
2061,snips-train-11852,when is Hefner Unauthorized showing at Magic Johnson Theatres,ONE IS HALFANARON AUTHORIZED SHOWING OF MAGIC JOHNSON THEATERS,SearchScreeningEvent
2062,snips-train-11853,List movie times at Cinemark Theatres,LIST MOVI TIMES AT CENAMARC THEATRES,SearchScreeningEvent
2063,snips-train-11854,Which animated movies are being screened at Marcus Corporation ?,WHICH ANIMATED MOVIES ARE BEING SCREENED OF MARCA'S CORPORATION,SearchScreeningEvent
2064,snips-train-11855,find animated movies close by with a movie schedule,FINE ANIMATED MOVIES CLOSE BY WITH A MOVIE SCHEDULE,SearchScreeningEvent
2065,snips-train-11856,what are the movietimes for films in the neighbourhood,WHATARE THE MOVITIMES FOR FILMS IN THE NEIGHBOURHOOD,SearchScreeningEvent
2066,snips-train-11857,find movie times nearby for animated movies,FIND MOVIE TIMES NEAR BY FOR ENIMATED MOVIES,SearchScreeningEvent
2067,snips-train-11858,What time is Three Cuckoo Clocks playing?,WHAT TIME IS THREE CUCUQUATS PLAYING,SearchScreeningEvent
2068,snips-train-11859,what movies are showing in the neighborhood,WHAT MOVIES ARE SHOWING IN THE NEIGHBOURHOOD,SearchScreeningEvent
2069,snips-train-1186,put this tune playing into my La Mejor Música Dance 2017 playlist,PUT THIS TUNE PLAYING INTO MY LAWMAY HORME MOOZY CONDANCE TWENTY SEVENTEEN PLAYLIST,AddToPlaylist
2070,snips-train-11860,What movies are playing at Cobb Theatres,WHAT MOVIES ARE PLAYING AT CROB THEATERS,SearchScreeningEvent
2071,snips-train-11861,Can I get the movie schedule for the Bow Tie Cinemas .,CAN I GET THE MOOVI SCIDULE FOR THE BOLT HIGH CINNIMERS,SearchScreeningEvent
2072,snips-train-11862,What is the movie schedules at for Douglas Theatre Company at 0 p.m. ?,WHAT IS THE MOVI SCEDULES THAT FOR DOUGLAS THEATRE COMPANY AT CYRO P M,SearchScreeningEvent
2073,snips-train-11863,What time is Living Is Easy with Eyes Closed playing,WHAT TIME IS LOAVING IS EASY WITH ARS CLOSED PLAYING,SearchScreeningEvent
2074,snips-train-11864,I'd like to watch Take This Waltz,I'D LIKE TO WANCH TAKETIS WALTZ,SearchScreeningEvent
2075,snips-train-11865,Show me the films currently playing at the nearest movie theatre,SHOW ME THE FILMS CURRENTLY PLAYING AP THE NEAREST MOVING THEATRE,SearchScreeningEvent
2076,snips-train-11866,What are the movie times at Goodrich Quality Theaters,WHAT WERE THE MOVI TIMES AT GERDRICH'S QUALITY THEATRS,SearchScreeningEvent
2077,snips-train-11867,find animated movies movie schedule in the neighborhood,FINE ANIMATED MOVIES MOVIE SCHEDULE IN THE NEIGHBORHOOD,SearchScreeningEvent
2078,snips-train-11868,What is the movie schedule at Douglas Theatre Company,WHAT IS THE MOVY SCADUL AT DOUGLAS THEATRE COMPANY,SearchScreeningEvent
2079,snips-train-11869,Find the movie times at Consolidated Theatres .,FIND THE MOVI TIMES AT CONSOLIDATED THEATRS,SearchScreeningEvent
2080,snips-train-1187,Add this tune to my Indie Reflection Playlist,ADD THIS TUNE TO MY INDY REFLECTION PLAYLIST,AddToPlaylist
2081,snips-train-11870,Find the movie schedule for the Cineplex Odeon Corporation .,FIND THE MOVIE SCHEDULE FOR THE SENATEPLAXSODIAN CORPORATION,SearchScreeningEvent
2082,snips-train-11871,show me the schedule of movie Thirty Two Short Films About Glenn Gould in 14 minutes,SHOW ME THE SCHEDULE OF MOVI THIRTY TWO SHORT FILMS ABOUT GLUDGOULD IN FOURTEEN MINUTES,SearchScreeningEvent
2083,snips-train-11872,Can i get the movie times for Fox Theatres ?,CAN I GET THE MOVY TIMES FOR FOX THEATRS,SearchScreeningEvent
2084,snips-train-11873,showings for animated movies in the area,SHOINS FOR ANIMATED MOVIES IN THE AREA,SearchScreeningEvent
2085,snips-train-11874,find the nearest movie house for The Mystery of Picasso,FIND THE NEAREST MOVING HOUSE FOR THE MYSTERY OF PERCASO,SearchScreeningEvent
2086,snips-train-11875,What is the movie schedule like,WHAT IS THE MOVI SCEDUL LIKE,SearchScreeningEvent
2087,snips-train-11876,in the neighborhood find movie times for movies,IN THEIR NEIGHBORHOOD FIND MOVI TIMES FOR MOVIES,SearchScreeningEvent
2088,snips-train-11877,What movies are showing at the nearest movie theatre in 8 minutes ?,WHAT MOVIES ARE SHOWING AT THE NEAREST MOVI THEATRE IN EIGHT MINUTES,SearchScreeningEvent
2089,snips-train-11878,Are there any animated movies playing at the Mann Theatres ?,ARE THE RENEANIMATED MOVIES PLAYING AT THE MAN THEATERS,SearchScreeningEvent
2090,snips-train-11879,What is the movie schedule for films that are playing nearby in 15 minutes,WHAT IS THE MOVIE SCHEDULE FOR FILMS THAT ARE PLAYING NEAR BY IN FIFTEEN MINUTES,SearchScreeningEvent
2091,snips-train-1188,put this album on my conexiones list,PUT THIS ALBUM ON MY CONEXCHIONEST LIST,AddToPlaylist
2092,snips-train-11880,When can I see Journey to the End of the Night ?,ONE CANNOT SEE JOURNEY TO THE END OF THE NIGHT,SearchScreeningEvent
2093,snips-train-11881,What time is 30 Days of Night playing?,WHAT TIME IS THIRTY DAYS OF NIGHT PLAYING,SearchScreeningEvent
2094,snips-train-11882,Show the movie schedule at Regal Entertainment Group,SHOW THE MOOVY SCUDUL AT WE GLINER TAMER GROUP,SearchScreeningEvent
2095,snips-train-11883,show me the schedule of movie The Da Vinci Code,SHOW ME THE SCUDDULE OF MOVI THE DEVENT HO CRONE,SearchScreeningEvent
2096,snips-train-11884,where is The Yellow Star The Persecution of the Jews in Europe 1933-45 playing,WHERE IS THE YELLOW STAR THE PERSECUTION OF TE JUSIN EUROPE NINETEEN THIRTY THREE FORTY FIVE PLAYING,SearchScreeningEvent
2097,snips-train-11885,When will Third Person Singular Number be playing?,ONE WILL THIRD PERSON SINGULAR NUMBER BE PLAYING,SearchScreeningEvent
2098,snips-train-11886,find animated movies close by with a movie schedule,FINE ANIMATED MOVIES CLOSE BY WITH A MOVIE SCHEDULE,SearchScreeningEvent
2099,snips-train-11887,What is the movie schedule for the movies that are playing nearby ?,WHAT IS THE MOONI SCIDUL FOR THE MOONVIAS THAT ARE PLAYING NEAR BY,SearchScreeningEvent
2100,snips-train-11888,Is The Matinee Idol 0630 cinema sold out?,IS THE MOTTIN A IDLE O SIX THREE O SENIM A SOLD OUT,SearchScreeningEvent
2101,snips-train-11889,I want the movie schedule for animated movies in the area,I WANT THE MOOVI SKIRDUL FOR ENIMATED MOVIES IN THE AREA,SearchScreeningEvent
2102,snips-train-1189,add hold tight to my throwback party,OUTHOLD TIED TO MY THRUDUCK PARTY,AddToPlaylist
2103,snips-train-11890,Find the schedule for Screen Souvenirs at Cinemark Theatres .,FIND THE SCHEDULE FOR SCREEN SOOTHAND EARS AT CINEMARKED THEATRS,SearchScreeningEvent
2104,snips-train-11891,Where can I see animated movies that's nearby ?,WHERE CAN I SEEANIMATED MOVE HIS THOUTS NEAR BY,SearchScreeningEvent
2105,snips-train-11892,What is the movie schedule for films in the neighbourhood,WHAT IS THE MOVI SCEDUL FOR FILMS IN THE NEIGHBOURHOOD,SearchScreeningEvent
2106,snips-train-11893,I'd like to watch Demolition Man at 1109 PM,I'D LIKE TO WATCH DEMOLITION MAB AT ONE THOUSAND ONE HUNDRED NINE P M,SearchScreeningEvent
2107,snips-train-11894,Tell me the movie schedules for Loews Cineplex Entertainment,TELL ME THE MOVI SCHEDULES FOR LO SENIPLAX ENTERTAINMENT,SearchScreeningEvent
2108,snips-train-11895,What time is Wild and Wooly playing,MORE TARMROUS WILE THAN MULLY PLAN,SearchScreeningEvent
2109,snips-train-11896,Show me schedules to see A Film with Me in It .,SHOW ME SCHEDULES TO SEE A FILM WITH ME IN IT,SearchScreeningEvent
2110,snips-train-11897,Find the schedule for movies at Southern Theatres .,FIND E SCADULE FOR MOVIES AT SOUTHERN THEATRES,SearchScreeningEvent
2111,snips-train-11898,Show me the movie schedules for any animated movies playing close by ?,SHOW ME THE MOVI SCHUDDULES FOR ANY ANIMATED MOVIES PLAYING CLOSE BY,SearchScreeningEvent
2112,snips-train-11899,movie schedule at Speakeasy Theaters,MOVI SCUDULUT SPEAK EASY THEATRES,SearchScreeningEvent
2113,snips-train-119,put Joseph Utsler on All Out 70s,PORT JOSEPHUZLER ON ALL OUT SEVENTIES,AddToPlaylist
2114,snips-train-1190,Put Conway Twitty in the This Is Tchaikovsky playlist.,PUT CONY TOWARD HIM AT THIS IS TCHAKOWSKI PLAYLIST,AddToPlaylist
2115,snips-train-11900,Is The Wash playing at the cinema in one minute,IS THE WASH PLAYING OF THE CENEMINE ONE MINUTE,SearchScreeningEvent
2116,snips-train-11901,What films are playing at Pacific Theatres,WHAT FILMS ARE PLAYING AT PACIFIC THEATRES,SearchScreeningEvent
2117,snips-train-11902,What is the movie schedule for General Cinema Corporation ?,WHAT IS THE MOVI SCHEDUL FOR GENERAL SYNUM CORPORATION,SearchScreeningEvent
2118,snips-train-11903,find On Dress Parade,FIND ON DRESS PARID,SearchScreeningEvent
2119,snips-train-11904,What time is The Message playing at Loews Cineplex ?,WHAT TOM IS THE MESSAGE PLAYING AT LOS CENOPLAX,SearchScreeningEvent
2120,snips-train-11905,Find the schedule for Across the Line at the closest movie house .,FIVE A SCEDULE FOR ACROSS THE LINE AT THE CLOSEST MOVY HOUSE,SearchScreeningEvent
2121,snips-train-11906,She me that movie schedule,SHE ME THAT MOVI SCURGULE,SearchScreeningEvent
2122,snips-train-11907,find a movie schedule,FIND A MOVIE SCURDULE,SearchScreeningEvent
2123,snips-train-11908,What time is Exploits of a Young Don Juan playing?,WHAT TIME IS EXPLOITS OF A YOUNG DON ONE PLAYING,SearchScreeningEvent
2124,snips-train-11909,show me the movie schedule in the neighbourhood movies,SHOW ME THE MOVIE SCUDGEL IN THE NEIGHBOURHOOD MOVIES,SearchScreeningEvent
2125,snips-train-1191,I want to add Broken Hearted Melody to the playlist Post Garage Wave Revival,AND ONE A LAV BROKEN HEARTED MELODY TO THE PLAYULUST POST GERAGE WAY REVIVAL,AddToPlaylist
2126,snips-train-11910,What animated movies are in the neighbourhood,WHAT ANIMATED MOVIES ARE IN THE NEIGHBOURHOOD,SearchScreeningEvent
