,train_index,train_sentence,kendra_sentence,train_label
2934,snips-train-12638,Find movie times .,FINED MOVIE TIMES,SearchScreeningEvent
2935,snips-train-12639,What are the movie times for animated movies nearby ?,WHAT ARE THE MOVIE TIMES FOR ANIMATED MOVIES NEAR BY,SearchScreeningEvent
2936,snips-train-1264,I want another artist on my atmospheric black metal playlist,I WANT ANOTHER ARTIST ON MY ATMOSPHERIC BLACK METAL PLAOLEST,AddToPlaylist
2937,snips-train-12640,Find the movie schedule for ArcLight Hollywood .,FIND THEM MOVIE SCHEDULE FOR OUR QUIET HOLLY WOOD,SearchScreeningEvent
2938,snips-train-12641,what movie theatre is showing Manorama Six Feet Under,WHAT MOVI THEATRE IS SHOWING MONORAMA SIX FEET UNDER,SearchScreeningEvent
2939,snips-train-12642,find close by films with a movie schedule,FINED CLOSE BY FILMS WITH A MOVI SCHEDREL,SearchScreeningEvent
2940,snips-train-12643,What films are going to be shown at the nearest movie house ?,WHAT FILMS ARE GOING TO BE SHOWN AT THE NEAREST MOVIE HOUSE,SearchScreeningEvent
2941,snips-train-12644,Show me a movie theatre where Screamplay is playing,SHOW ME A MOVY THEATRE WHERE SCREEN PLAY IS PLAYING,SearchScreeningEvent
2942,snips-train-12645,Give me the schedule for animated movies at the nearest cinema,GIVE ME THE SCHEDULE ERANIMATED MOVIES AT THE NEAREST CENEMA,SearchScreeningEvent
2943,snips-train-12646,Find the movie schedule for Century Theatres .,FIND THEM MOVIE SCHEDULE FOR CENTURY THEATRES,SearchScreeningEvent
2944,snips-train-12647,What movies are showing at the nearest movie house ?,WHAT MOVIES ARE SHOWING AT THE NEAREST MOVIE HOUSE,SearchScreeningEvent
2945,snips-train-12648,find animated movies in the area,FIND ANIMATED MOVIES IN THE AREA,SearchScreeningEvent
2946,snips-train-12649,Can I get the showings for Mysterious Crossing ?,AN I GET THE SHOWINGS FOR MYSTERIOUS CROSSING,SearchScreeningEvent
2947,snips-train-1265,Add Nothing Can Stop Us to my Lazy Chill Afternoon playlist.,ADD NOTHING CAN STOP US TO MY LAZY CHILL AFTERNOON PLAY ALEST,AddToPlaylist
2948,snips-train-12650,Find the movie schedule for animated movies in the neighborhood .,FIND THE MOVIE SCHEDULE FOR ANIMATED MOVIES IN THE NEIGHBOURHOOD,SearchScreeningEvent
2949,snips-train-12651,Find the closest cinema playing The St. Francisville Experiment .,FIND THE CLOSEST SENEME PLAYING THE SAINT FRANCIS VILLE EXPERIMENT,SearchScreeningEvent
2950,snips-train-12652,show me the schedule of movie times in Dipson Theatres,SHOW ME THE SCHEDULE OF MOVI TIMES IN DIPS AND THEATRES,SearchScreeningEvent
2951,snips-train-12653,What are the selections of films that are being shown at Cinemark Theatres ?,WHAT ARE THE SELECTIONS OF FILMS THAT ARE BEING SHOWN AT CINEMARCH THEATRES,SearchScreeningEvent
2952,snips-train-12654,What is the nearest movie theatre playing Stray Cat Rock Wild Jumbo in 7 seconds,WHAT IS THE NEAREST MOVIE THEATRE PLAYING STRAY CAT RACK WUILD JUMBO IN SEVEN SECONDS,SearchScreeningEvent
2953,snips-train-12655,Show the movie schedule,SHOW THE MOVIE SCHADRAL,SearchScreeningEvent
2954,snips-train-12656,Let me know the movie times for films in the area .,LET ME KNOW THE MOVI TIMES OR FILMS IN THE AREA,SearchScreeningEvent
2955,snips-train-12657,Is Storm Warning playing,IS STORM WARNING PLAYING,SearchScreeningEvent
2956,snips-train-12658,find the movie schedule,FINE THE MOVIE SCADREL,SearchScreeningEvent
2957,snips-train-12659,when can i see Red Hot Tires,WHEN CAN I SEE RED HOT TIRES,SearchScreeningEvent
2958,snips-train-1266,add this MakSim tune to Trad Folk,ADD THIS MOCK SOMETUNE TO TRIED FOLK,AddToPlaylist
2959,snips-train-12660,Where can I watch Gaddar The Traitor ?,WHERE CAN I WATCH GATTER THE TRATOR,SearchScreeningEvent
2960,snips-train-12661,What time will the closest movie house be playing Mark Shoots First,WHAT TIME WILL THE CLOSEST MOVIE HOUSE BE PLAYING MARK SHOOTS FIRST,SearchScreeningEvent
2961,snips-train-12662,show movie schedules for animated movies playing close by now,SHOW MOVIE SCHADULS FOR ANIMATED MOVIES PLAYING CLOSE BY NOW,SearchScreeningEvent
2962,snips-train-12663,Please find me the nearest cinema playing Foreign Intrigue .,PLEASE FIND ME THE NEAREST ENAME PLAYING FOREIGN INTRAGUE,SearchScreeningEvent
2963,snips-train-12664,are there any movies playing around here,ARE THERE ANY MOVIES PLAYING AROUND HERE,SearchScreeningEvent
2964,snips-train-12665,Where is Shake Your Powder Puff playing,WHERE IS SHAKE YOUR POWDER POFFH PLAYING,SearchScreeningEvent
2965,snips-train-12666,find Manthra Mothiram at Century Theatres,FIND MONTREMATHYRAM AT CENTURY THEATRES,SearchScreeningEvent
2966,snips-train-12667,What films are at Century Theatres in twelve hours,WHAT FILMS ARE AT CENTURY THEATRES IN TWELVE HOURS,SearchScreeningEvent
2967,snips-train-12668,Find me the movie times for the Alamo Drafthouse Cinema,FIND ME THE MOVIE TIMES FOR THE ALAMO DRAFT HOUSE CENEMA,SearchScreeningEvent
2968,snips-train-12669,What are the movie schedules for Speakeasy Theaters,WHAT ARE THE MOVI SCADULS FOR SPEAK EASY THEATRES,SearchScreeningEvent
2969,snips-train-1267,add track Nature Noise to my playlist,AD TRACK NATURE NOISE TO MY PLAY ALEST,AddToPlaylist
2970,snips-train-12670,Find me the showtimes for Until Death at the nearest movie house .,FIND ME THE SHOW TIMES FOR UNTIL DEATH AT THE NEAREST MOVIE HOUSE,SearchScreeningEvent
2971,snips-train-12671,show the animated movies playing at Consolidated Theatres,SHOW THE ANIMATED MOVIES PLAYING AT CONSOLIDATED THEATRES,SearchScreeningEvent
2972,snips-train-12672,Find time for Ace of the Saddle,FIND TIME FOR US OF THE SADDLE,SearchScreeningEvent
2973,snips-train-12673,What time is American Gun playing,WHAT TIME IS AMERICAN GUN PLAYING,SearchScreeningEvent
2974,snips-train-12674,where is The Chief Cook playing,WHERE IS THE CHIEF COOK PLAYING,SearchScreeningEvent
2975,snips-train-12675,What is the movie schedule at Cineplex Odeon Corporation 12 hours from now,WHAT IS THE MOVI SCHEDULE AT CYNOPLEXSODIA INCORPORATION TWELVE HOURS FROM NOW,SearchScreeningEvent
2976,snips-train-12676,Find the schedule for the closest films at a cinema at meal time.,FIND THE SCHEDULE FOR THE CLOSEST FILMS AT A CINEMA AT MEAL TIME,SearchScreeningEvent
2977,snips-train-12677,What time is Holiday Heart showing at the movie house,WHAT TIME IS HOLIDAY HEART SHOWING AT THE MOVIE HOUSE,SearchScreeningEvent
2978,snips-train-12678,show me the schedule of The Loves of Letty in cinema closest,SHOW ME THE SCHEDULE OF THE LOVES OF LETTY IN SENAMICLOSEST,SearchScreeningEvent
2979,snips-train-12679,show me the schedule of movie Warning from Space closest to movie house,SHOW ME THE SCHEDULE OF MOVIE WARNING FROM SPACE CLOSEST TO MOVIE HOUSE,SearchScreeningEvent
2980,snips-train-1268,Add Tobias Sammet to my bring back the 90s list,ADD TOBIAS SALMOT TO MY BRING BACK THE NINETI'S LEST,AddToPlaylist
2981,snips-train-12680,What movies will be showing around here ?,WHAT MOVIES WILL BE SHOWING AROUND HERE,SearchScreeningEvent
2982,snips-train-12681,Is the film Goodrich Quality Theaters playing at 1226 AM ?,IS THE FILM GODREAGE QUALITY THEATRS PLAYING AT ONE THOUSAND TWO HUNDRED TWENTY SIX C M,SearchScreeningEvent
2983,snips-train-12682,Shoe the movie showings for the closest cinema showing international movies,SHOE THE MOVIE SHOWINGS FOR THE CLOSEST SYNIMU SHOWING INTERNATIONAL MOVIES,SearchScreeningEvent
2984,snips-train-12683,I need the closest movie theatre playing Incense for the Damned .,I NEED THE CLOSEST MOVI THEATRE PLAYING INCENSE FOR THE DAMNED,SearchScreeningEvent
2985,snips-train-12684,What is the movie schedule for movies in the neighbourhood,WHAT IS THE MOVIE SCHEDULE FOR MOVIES IN THE NEIGHBORHOOD,SearchScreeningEvent
2986,snips-train-12685,movie times at Cooper Foundation for sunset,MOVIE TIMES AT COOPER FOUNDATION FOR SUNSET,SearchScreeningEvent
2987,snips-train-12686,What movie theatre is playing The Deaths of Ian Stone,WHAT MOVI THEATR IS PLAYING THE DEPTHS OF E EN STONE,SearchScreeningEvent
2988,snips-train-12687,When is The Blood Stain playing at the movie house ?,WHEN IS THE BLOOD STAINED PLAYING AT THE MOVIE HOUSE,SearchScreeningEvent
2989,snips-train-12688,What time is Return from Hell playing at the nearest movie house,WHAT TIME IS RETURN FROM HILL PLAYING AT THE NEAREST MOVIE HOUSE,SearchScreeningEvent
2990,snips-train-12689,give me the movie times for Fox Theatres,GIVE ME THE MOVIE TIMES FOR FOX THEATRES,SearchScreeningEvent
2991,snips-train-1269,Can you put dj kay slay onto the 2010 Decade playlist?,CAN YOU PUT D JACK HASTE LAY ON TO THE TWENTY TEN DECADE PLAYALIST,AddToPlaylist
2992,snips-train-12690,List movie schedule,LIST MOVI SCHADUEL,SearchScreeningEvent
2993,snips-train-12691,I'd like to watch Army at Wanda Group,I'D LIKE TO WATCH ARMIE AT WANDA GROUP,SearchScreeningEvent
2994,snips-train-12692,Show me the closest movie house playing animated movies please.,SHOW ME THE CLOSEST MOVIE HOUSE PLAYING ANIMATED MOVIES PLEASE,SearchScreeningEvent
2995,snips-train-12693,Find the schedule for Grand Canyon Trail .,FIND THE SCHEDULE FOR GRAND CANYON TRAIL,SearchScreeningEvent
2996,snips-train-12694,What is the movie schedule today at Neighborhood Cinema Group ?,WHAT IS THE MOVI SCHEDULE TO DAY AT NEIGHBORHOOD SENAMUGROUP,SearchScreeningEvent
2997,snips-train-12695,find Endless Horizons,FIND ENDLESS HERISONS,SearchScreeningEvent
2998,snips-train-12696,List movie times at Megaplex Theatres,LIST MOVI TIMES AT MAGOPLEX THEATRES,SearchScreeningEvent
2999,snips-train-12697,Where and when is Polish Economy playing?,WHEREUN WHEN IS POLISH ECONOMY PLAYING,SearchScreeningEvent
3000,snips-train-12698,Show me the nearest movies at movie theatre for twenty one o'clock,SHOW ME THE NEAREST MOVE YOS AT MOVI THEATRE FOR TWENTY ONE O'CLOCK,SearchScreeningEvent
3001,snips-train-12699,When will Hard Time Romance be showing at the cinema ?,WHEND WILL HARD TIME ROMANCE BE SHOWING AT THE SENEMA,SearchScreeningEvent
3002,snips-train-127,put this tune on my your favorite coffeehouse playlist,PUT THIS TUNE ON MY YOUR FAVOURITE COFFEE HOUSE PLAY ALEST,AddToPlaylist
3003,snips-train-1270,Add my favorite artist to the focus now playlist,AD MY FAVOURITE HARDEST TO THE FOCUST NOW PLAY ALEST,AddToPlaylist
3004,snips-train-12700,movie schedules for Neighborhood Cinema Group,MOVI SCHADULES FOR NEIGHBORHOOD SENOMA GROUP,SearchScreeningEvent
3005,snips-train-12701,I'm looking for movie schedule for films playing in the neighborhood .,I AM LOOKING FOR MOVI SCHEDULE OR FILMS PLAYING IN THE NEIGHBORHOOD,SearchScreeningEvent
3006,snips-train-12702,i want to watch Mr. and Mrs. Bridge at a nearest cinema,I WANT TO WATCH MISTER AND MISSUS BRIDGE AT A NEAREST SENAMA,SearchScreeningEvent
3007,snips-train-12703,Where is the nearest movie house that is playing Sirivantha,WHERE IS THE NEAREST MOVIE HOUSE THAT IS PLAYING SIRE VANTHA,SearchScreeningEvent
3008,snips-train-12704,Can I see the movie schedules nineteen minutes from now ?,CAN I SEE THE MOVI SCHEDRULS NINETEEN MINUTES FROM NOW,SearchScreeningEvent
3009,snips-train-12705,I'm looking to watch Savage Grace at Showcase Cinemas at thirteen o'clock .,I AM LOOKING TO WATCH SAVAGE GRACE AT CHOKEI SENNAMIS AT THIRTEEN O'CLOCK,SearchScreeningEvent
3010,snips-train-12706,Find the movie schedule for films in the area .,FIND THE MOVIE SCHEDULE FOR FILMS IN THE AREA,SearchScreeningEvent
3011,snips-train-12707,What time is The Count playing,WHAT TIME IS THE COUNT PLAYING,SearchScreeningEvent
3012,snips-train-12708,What are the movie schedules for the Caribbean Cinemas,WHAT ARE THE MOVIE SCHADULS FOR THE CYRIBIAN SENEMUS,SearchScreeningEvent
3013,snips-train-12709,What time is a movie in the neighbourhood,WHAT TIME IS A MOVIE IN THE NEIGHBORHOOD,SearchScreeningEvent
3014,snips-train-1271,add this track to my playlist named Trabajo Relax,ADD THIS TRACT TO MY PLAALIST NAMED DRABAHO RELAX,AddToPlaylist
3015,snips-train-12710,What time is the Wanda Group playing The Honor of an Outlaw,WHAT TIME IS THE WANDEGROUP  PLAYING THE HONOR OF AN OUTLAW,SearchScreeningEvent
3016,snips-train-12711,"When is Fine, Totally Fine playing?",ONE IS FINE TOTALLY FINE PLAYING,SearchScreeningEvent
3017,snips-train-12712,what films are at Kerasotes Theatres,WHAT FILMS ARE AT CARISOTAS THEATRES,SearchScreeningEvent
3018,snips-train-12713,movie schedules at AMC Theaters,MOVI SCHADULS ATTAUM C THEATRES,SearchScreeningEvent
3019,snips-train-12714,Is Sheikh Chilli playing,IS SHEK CHILLY PLAYING,SearchScreeningEvent
3020,snips-train-12715,Find movie schedules for Star Theatres .,FINE MOVI SCHADULES FOR STAR THEATRES,SearchScreeningEvent
3021,snips-train-12716,i want to watch animated movies at Showcase Cinemas,I WANT TO WATCH ANIMATED MOVIES AT CHOKET SENEMUS,SearchScreeningEvent
3022,snips-train-12717,I want to see Dead Calm at the closest cinema,I WANT TO SEE DEAD COME AT THE CLOSEST SENEMA,SearchScreeningEvent
3023,snips-train-12718,When is Harassed being played at Plitt Theatres ?,WHEN ISHERASSED BEING PLAYED AT PLIT THEATRES,SearchScreeningEvent
3024,snips-train-12719,What movies are playing at the nearest movie house,WHAT MOVIES ARE PLAYING AT THE NEAREST MOVIE HOUSE,SearchScreeningEvent
3025,snips-train-1272,Add there is nothing like a dame to my playlist Guest List TaKe,ADD THERE IS NOTHING LIKE A DAME TO MY PLAYLIST GUESTLEST TAL HAY,AddToPlaylist
3026,snips-train-12720,What is the movie schedules for movies in the neighbourhood,WHAT IS THE MOVI SCHADULS FOR MOVIES IN THE NEIGHBORHOOD,SearchScreeningEvent
3027,snips-train-12721,Can I get the movie times for in the neighbourhood movies,CAN I GET THE MOVIE TIMES FOR IN THE NEIGHBORHOOD MOVIES,SearchScreeningEvent
3028,snips-train-12722,what movies are at the nearest movie house,WHAT MOVIES ARE AT THE NEAREST MOVIE HOUSE,SearchScreeningEvent
3029,snips-train-12723,Find the movie schedules for Cineplex Odeon Corporation .,FIND THEM MOVI SCHADUULS FOR CYNOPLEXODIA INCORPORATION,SearchScreeningEvent
3030,snips-train-12724,Please show me the films playing at Loews Cineplex Entertainment .,PLEASE SHOW ME THE FILMS PLAYING AT LOW'S CINIPLEX ENTERTAINMENT,SearchScreeningEvent
3031,snips-train-12725,Please tell me the movie schedules,PLEASE TELL ME THE MOVI SCHEDRILS,SearchScreeningEvent
3032,snips-train-12726,What is the nearest movie theatre playing Kate y Leopold ?,WHAT IS THE NEAREST MOVI THEATRE PLAYING KATE LEOPOLD,SearchScreeningEvent
3033,snips-train-12727,Where is the closest cinema playing Good Night Good Morning,WHERE IS THE CLOSEST SENEMER PLAYING GOOD NIGHT GOOD MORNING,SearchScreeningEvent
3034,snips-train-12728,Is The Tender Years at the nearest movie theatre,IS THE TENDER YEARS AT THE NEAREST MOVIE THEATRE,SearchScreeningEvent
3035,snips-train-12729,What animated movies can I see at AMC Theatres ?,WHHAT ANIMATED MOVIES CAN I SEE AT HAAM SEE THEATRES,SearchScreeningEvent
3036,snips-train-1273,Add a track to my playlist funk outta here,ADD AD TRACKT TO MY PLAYLIST FUNK OUTA HERE,AddToPlaylist
3037,snips-train-12730,find movie times,FINED MOVIE TIMES,SearchScreeningEvent
3038,snips-train-12731,what animated movies are in the area,WHAT ANIMATED MOVIES ARE IN THE AREA,SearchScreeningEvent
3039,snips-train-12732,whats the closest movie house showing Home Room,WHAT'S THE CLOSEST MOVIE HOUSE SHOWING HOME ROOM,SearchScreeningEvent
3040,snips-train-12733,where is The Incite Mill playing,WHERE IS THE ENCITE MILL PLAYING,SearchScreeningEvent
3041,snips-train-12734,show animated movie at Century Theatres,SHOW ANIMATED MOVIET CENTURY THEATRES,SearchScreeningEvent
3042,snips-train-12735,Can you let me know when Troopers Three is scheduled?,CAN YOU LET ME KNOW WHEN TROOPERS THREE IS SCHADULED,SearchScreeningEvent
3043,snips-train-12736,Find the movie schedules at Magic Johnson Theatres,FIND THEM MOVI SCHEDULS AT MAGIC JONS AND THEATRES,SearchScreeningEvent
3044,snips-train-12737,Find films available at Cooper Foundation,FIND FILMS AVAILABLE AT COOPER FOUNDATION,SearchScreeningEvent
3045,snips-train-12738,Show the movie schedule,SHOW THE MOVIE SCHADRAL,SearchScreeningEvent
3046,snips-train-12739,what's the nearest cinema showing The Death of Stalinism in Bohemia 1 second from now,WHAT'S THE NEAREST SYNOM SHOWING THE DEATH OF STALLANISM IN BOHEMIA ONE SECOND FROM NOW,SearchScreeningEvent
3047,snips-train-1274,add that was only yesterday the last ep to my Afternoon Train Ride playlist,ADD THAT WAS NLY YESTERDAY THE LAST T P TO MY AFTERNOON TRAIN RIDE PLAYOLIST,AddToPlaylist
3048,snips-train-12740,Whens the next showing of The Game of Their Lives,WHENS THE NEXT SHOWING OF THE GAME OF THEIR LIVES,SearchScreeningEvent
3049,snips-train-12741,Show me the movie schedule for nearby movies .,SHOW ME THE MOVIE SCHEDUL FOR NEARBY MOVIES,SearchScreeningEvent
3050,snips-train-12742,what time can i see Older Office Lady Using Her Seductive Tongue at Star Theatres,WHAT TIME CAN I SEE OLDER OFFICE LADY USING HER SEDUCTIVE TONGUE AT STAR THEATRES,SearchScreeningEvent
3051,snips-train-12743,Can I get the showtimes for Fit for a King ?,CAN I GET THE SHOW TIMES OR FIT FOR A KING,SearchScreeningEvent
3052,snips-train-12744,Please give me information on when Prisoner of Zenda will be shown.,PLEASE GIVE ME INFORMATION ON WHEN PRISONER OFZANDA WILL BE SHOWN,SearchScreeningEvent
3053,snips-train-12745,find me the nearest movie theatre that's showing The Spell of the Yukon,FIND ME THE NEAREST MOVIE THEATERE THAT'S SHOWING THE SPELL OF THE UCHON,SearchScreeningEvent
3054,snips-train-12746,I want to see the local movie times,I WANT TO SEE THE LOCAL MOVIE TIMES,SearchScreeningEvent
3055,snips-train-12747,show the schedule of movie The Statue,SHOW THE SCHEDULE OF MOVIE THE STATUE,SearchScreeningEvent
3056,snips-train-12748,Where is the nearest cinema that is playing films,WHERE IS THE NEAREST CENIME THAT IS PLAYING FILMS,SearchScreeningEvent
3057,snips-train-12749,Find the movie schedule for Dipson Theatres .,FIND THEM MOVIES SCHEDULE FOR DIPS AND THEATRES,SearchScreeningEvent
3058,snips-train-1275,Add I Messed Up to Hit Rewind,ADD I MASSED UP TO HETREWIND,AddToPlaylist
3059,snips-train-12750,Is The Man Who Won playing at 6 P.M. ?,IS THE MAN WHO ON PLAYING AT SIX P M,SearchScreeningEvent
3060,snips-train-12751,What animated movies are playing at IMAX Corporation ?,WHAT ANIMATED MOVIES ARE PLAYING AT I MAX CORPORATION,SearchScreeningEvent
3061,snips-train-12752,Can i get the movie schedules for Speakeasy Theaters ?,AN I GET THE MOVI SCHADULES FOR SPEAK EASY THEATRES,SearchScreeningEvent
3062,snips-train-12753,what's the movie schedules for in the neighborhood at the movies,WHAT'S THE MOVI SCHEDRULS FOR IN THE NEIGHBOURHOOD AT THE MOVIES,SearchScreeningEvent
3063,snips-train-12754,give me the showtimes for Down Where The Buffalo Go at Amco Entertainment,GIVE ME THE SHOW TIMES FOR DOWN WHERE THE BUFFALO GO AT AMCO ENTERTAINMENT,SearchScreeningEvent
