,train_index,train_sentence,kimberly_sentence,train_label
1074,snips-train-10964,Look for the High Noon TV show,OK OR THE HIGH NOON T V SHOW,SearchCreativeWork
1075,snips-train-10965,I'm looking for the CineExport painting .,I'M LOOKING FOR THE SENEEXPORT PAINTING,SearchCreativeWork
1076,snips-train-10966,"find Bullet and a Target , a television show",FINE BULLET AND A TARGET A TELEVISION SHOW,SearchCreativeWork
1077,snips-train-10967,Find Spirit of the Bush .,FINE SPIRIT OF THE BUSH,SearchCreativeWork
1078,snips-train-10968,Download The Red Eagle TV show,DOWNLO THE RED EAGLE T V SHOW,SearchCreativeWork
1079,snips-train-10969,Find Clash of the Codes .,FINE CLASH OF THE CODES,SearchCreativeWork
1080,snips-train-1097,Add big generator to my Country Icon playlist,AD BIG GENERATOR TO MY COUNTRY ICONPLAYLIST,AddToPlaylist
1081,snips-train-10970,Find a game called An Aerial Joy Ride .,FIND A GAME CALLED AN AERIAL JOY RIDE,SearchCreativeWork
1082,snips-train-10971,Please find me The Purple Vigilantes book .,PLEASE FIND ME THE PURPLE VIGILANDES BOOK,SearchCreativeWork
1083,snips-train-10972,find a TV show called Shake Hands with Beef,FIND A TI V SHOW CALLED SHAKE HANDS WITH BEEF,SearchCreativeWork
1084,snips-train-10973,Find me the song 2 Fast 2 Furious,FIND ME THE SONG TOO FAST TOO FURIOUS,SearchCreativeWork
1085,snips-train-10974,Can you find the book Beatmania IIDX 10th Style,CAN YOU FIND THE BOOK BEAT MANIA EG'S TENTH STYLE,SearchCreativeWork
1086,snips-train-10975,Pull up the trailer for 2000 Years – The Millennium Concert,PULL UP THE TRAILER FOR TWO THOUSAND YEARS THE MELLENNIUM CONCERT,SearchCreativeWork
1087,snips-train-10976,Find Darker than black .,FINE DARKER THAN BLACK,SearchCreativeWork
1088,snips-train-10977,Play The News Virginian song,PLAY THE NEWS VIRGINIAN SONG,SearchCreativeWork
1089,snips-train-10978,Show the Chemdex.com photograph,SHOW THE SHOMDEC STOT CALM PHOTOGRAPH,SearchCreativeWork
1090,snips-train-10979,find The Inspector for me,FIND THE INSPECTOR FOR ME,SearchCreativeWork
1091,snips-train-1098,add Fred Knoblock to my lo-fi love playlist,ADD FRED KNOBLOCK TO MY LOAF I LOVE PLAY LEST,AddToPlaylist
1092,snips-train-10980,Find the show We Chase the Waves,FIND THE SHOW WE CHASE THE WAVES,SearchCreativeWork
1093,snips-train-10981,"Can you find me the work titled, A Little Curious ?",CAN YOU FIND ME THE WORK TITLED A LITTLE CURIOUS,SearchCreativeWork
1094,snips-train-10982,find the game titled IParty with Victorious,FIND THE GAME TITLED NY PARTY WITH VICTORIUS,SearchCreativeWork
1095,snips-train-10983,Show me the photograph Johnny Cash The Complete Columbia Album Collection,SHOW ME THE PHOTOGRAPH JOHN E CASH THE COMPLETE COLUMBIA ALBUM COLLECTION,SearchCreativeWork
1096,snips-train-10984,where can I watch the TV show Terrorists The Kids They Sentenced,WHERE CAN I WATCH THE T VECIO TERRASTS THE KIDS THEY SENTENCED,SearchCreativeWork
1097,snips-train-10985,Where can I purchase Paradise Tonight online?,WHERE CAN I PURCHASE PARADISE TO NIGHT ON LINE,SearchCreativeWork
1098,snips-train-10986,Can you find me The Real McCoy novel ?,CAN YOU FIND ME THE REAL MECOY NOVEL,SearchCreativeWork
1099,snips-train-10987,show me God Bless the Child photograph,SHOW ME GOD BLESS THE CHILD PHOTOGRAPH,SearchCreativeWork
1100,snips-train-10988,"Please find the movie , A Jingle with Jillian .",PLEASE FIND THE MOVIE A JINGLE WITH GILION,SearchCreativeWork
1101,snips-train-10989,show creativity of Night of the Hunter,SHOW CREATIVITY OF NIROF THE HUNTER,SearchCreativeWork
1102,snips-train-1099,Add tune to this is trey songz,ADD TUNE TO THIS IS TRAY SONGS,AddToPlaylist
1103,snips-train-10990,Play the Seamus Heaney Collected Poems song,PLAY THE SHAMOUS HENY COLLECTED POEM SONG,SearchCreativeWork
1104,snips-train-10991,Look for the album called The Tale of Mr. Jeremy Fisher,LOK OR THE ALBUM CALL  TALE  MIST JERRYMY FISHER,SearchCreativeWork
1105,snips-train-10992,find the Putrid Death Sorcery soundtrack,FIND THE PUTRID DEATH SORCERY SOUND TRACK,SearchCreativeWork
1106,snips-train-10993,Find me the show Krypto the Superdog,FIND ME THE SHOW CRIPTO THE SUPER DOG,SearchCreativeWork
1107,snips-train-10994,Find a show called The Inheritors,FIND A SHOW CALLED THE INHERITERS,SearchCreativeWork
1108,snips-train-10995,find the show The Best of The Township Idols,FIND THE SHOW THE BEST OF THE TOWN SHIP IDOLS,SearchCreativeWork
1109,snips-train-10996,Find a soundtrack called I Still Believe in You .,FIND A SOUND TRACK CALLED I STILL BELIEVE IN YOU,SearchCreativeWork
1110,snips-train-10997,Buy novel Brokeback Mountain,MY NOVEL BROKE BACK MOUNTAIN,SearchCreativeWork
1111,snips-train-10998,find a soundtrack called Fast as You,FIND A SOUND TRACK CALLED FAST AGIO,SearchCreativeWork
1112,snips-train-10999,Please search the Abby saga .,PLEASE SEARCH THE ABBE SAGA,SearchCreativeWork
1113,snips-train-11,add this album to the playlist called dishwashing,ADD THISALBUM TO THE PLAYLIST CALLED DICHOI SCHENG,AddToPlaylist
1114,snips-train-110,Add Guy Warren to my bossa nova dinner playlist.,ADGA WARRAN TO MY BOSSON O'ER DINNER PLAYLEST,AddToPlaylist
1115,snips-train-1100,Add this track to the playlist Korean OSTs,ADD THIS TRACK TO THE PLAYLEST CORIANO ESTES,AddToPlaylist
1116,snips-train-11000,Show me the album Til the Morning,SHOW ME THE ALBUM TILL THE MORNING,SearchCreativeWork
1117,snips-train-11001,Please locate Sad Love Story novel for me.,PLEASE LOCATE SAD LOVE STORY NOVEL FOR ME,SearchCreativeWork
1118,snips-train-11002,Look for the Thorns saga,LOOK FOR THE THORIN SALGA,SearchCreativeWork
1119,snips-train-11003,I'm looking for the show called The Origin of the Milky Way,I AM LOOKING FOR THE SHO CALLED THE ORIGIN OF THE MILKY WAY,SearchCreativeWork
1120,snips-train-11004,Get me a Johnny Cool photograph,GET ME A JAHNY COOL PHOTOGRAPH,SearchCreativeWork
1121,snips-train-11005,Look up the Fair Warning saga,LOOK UP THE FAIR WARNING SAGA,SearchCreativeWork
1122,snips-train-11006,can you get me the trailer of The Multiversity ?,CAN YOU GET ME THE TRAILER OF THE MALTIVER CITY,SearchCreativeWork
1123,snips-train-11007,show creative album Heredity,SHOW CREATIVE ALBUM HEREDITY,SearchCreativeWork
1124,snips-train-11008,"Can you find me the work, Frisbee The Life and Death of a Hippie Preacher ?",CAN YOU FIND ME THE WORK FRISBE THE LIFE AND DEATH OF A HIPPY PREACHER,SearchCreativeWork
1125,snips-train-11009,search for the painting Smart Money,SEARCH FOR THE PAINTING SMART MONEY,SearchCreativeWork
1126,snips-train-1101,Add this album to sheri's playlist journey,ADD THIS ALBUM TO SHERRY'S BLAYLESS JOURNEY,AddToPlaylist
1127,snips-train-11010,Please look up the Falls Church News-Press album .,PLEASE LOOK UP THE FALL'S CHURCH NEWSPRESS ALBUM,SearchCreativeWork
1128,snips-train-11011,Look for the Girl in Mirror movie,LOOK FOR THE GIRL AND MIROR MOVI,SearchCreativeWork
1129,snips-train-11012,What is the TV show Comfort ?,WHAT IS THE TI VISHO COMFIRT,SearchCreativeWork
1130,snips-train-11013,search for television show Windows Live TV,SEARCH FOR TELAVISION SHOW WINDOWS LIVE T V,SearchCreativeWork
1131,snips-train-11014,I want to watch the TV show Tales from Space About a Blob,I WANT TO WATCH THE T V SHO TALES FROM SPACE ABOUT A BLOB,SearchCreativeWork
1132,snips-train-11015,Play me the soundtrack for Nothing Personal .,CLAY ME THE SOUND TRACK FOR NOTHING PERSONAL,SearchCreativeWork
1133,snips-train-11016,Find Beavis and Butt-head,FINE BEAVES AND BOTHEAD,SearchCreativeWork
1134,snips-train-11017,I want to see the trailer for No One,I WANT TO SEE THE TRAILER FOR NO ONE,SearchCreativeWork
1135,snips-train-11018,Find Reverence for me,FIND REVERENCE FOR ME,SearchCreativeWork
1136,snips-train-11019,Show me the Caribbean Blue television show,SHOW ME THE CORIBIAN BLUE TELAVISION SHOW,SearchCreativeWork
1137,snips-train-1102,add adele onto funtime activity playlist,ADDADEL ON TO FONTIME ACTIVITY PLAY LEST,AddToPlaylist
1138,snips-train-11020,Show The Kindness of Women picture,SHOW THE KINDNESS OF WOMEN PICTURE,SearchCreativeWork
1139,snips-train-11021,Find Family Feud novel,FIND FAMILY FEWD NOVEL,SearchCreativeWork
1140,snips-train-11022,Look up the Rock the Blind photograph,LOOK UP THE ROCK THE BLIND PHOTOGRAPH,SearchCreativeWork
1141,snips-train-11023,Go to BioRuby,GO TO BYO RUBY,SearchCreativeWork
1142,snips-train-11024,Please search the Irv Gotti Presents The Murderers picture .,PLEASE SEARCH THE HERVE GAUDY PRESENTS THE MURDERER'S PICTURE,SearchCreativeWork
1143,snips-train-11025,find a saga called Shame on You,FIND A SAGA CALLED SHAME ON YOU,SearchCreativeWork
1144,snips-train-11026,I'm looking for you to get me Jack of Shadows .,I'M LOOKING FOR YOU TO GET ME JACK OF SHADOWS,SearchCreativeWork
1145,snips-train-11027,I want to view the picture In Old Monterey .,I WANT TO VIEW THE PICTURE AND OLD MONTERES,SearchCreativeWork
1146,snips-train-11028,Find a show called Star Trek Starfleet Academy Starship Bridge Simulator .,FINED IS SHO CALLED STAR TRACKS STARFLY ACADEMY STARSHIP BRIDGE SIMULATOR,SearchCreativeWork
1147,snips-train-11029,Where to buy Unarchigal,WHERE TO BUY UNARKEGUL,SearchCreativeWork
1148,snips-train-1103,add dark days in paradise to my gym playlist,ADD DARK DAYS IN PARADISE TO MY GEMPLAY LIST,AddToPlaylist
1149,snips-train-11030,Show me the trailer A Self Made Hero,SHOW ME THE TRAILERY SELF MADE HERO,SearchCreativeWork
1150,snips-train-11031,"I want to see the book , The Mailroom Hollywood History from the Bottom Up",I WANT TO SEE THE BOOK THE MAIL ROOM HOLLYWOOD HISTORY FROM THE BOTTOM UP,SearchCreativeWork
1151,snips-train-11032,Find a song called In Your Eyes .,FIND A SONG CALLED IN YOUR EYES,SearchCreativeWork
1152,snips-train-11033,Please search for the Microsoft Safety Scanner television show .,PLEASE SEARCH FOR THE MICROSOFT SAFETY SCANNER TELEVISIAN CHOW,SearchCreativeWork
1153,snips-train-11034,Show me the Only the Strong Survive photograph,SHOW ME THE ONLY THE STRONG SURVIVED PHOTOGRAPH,SearchCreativeWork
1154,snips-train-11035,I'd like hear the song Sit Down and Talk to Me,IBLICK HEAR THE SONG SIT DOWN AND TALK TO ME,SearchCreativeWork
1155,snips-train-11036,Would like to find the trailer for An Experiment with Time,WOULD LIKE TO FIND THE TRAILER FOR AN EXPERIMENT WITH TIME,SearchCreativeWork
1156,snips-train-11037,Find a soundtrack called The Woman Warrior .,FIND A SOUND TRACK CALLED THE WOMAN WARRIOR,SearchCreativeWork
1157,snips-train-11038,Where can I find the novel The Great Irish Bake Off,WHERE CAN I FIND THE NOVEL THE GREAT YRISH BAKE OFF,SearchCreativeWork
1158,snips-train-11039,find the video game The Sims 3 Generations,FIND THE VIDIO GAME THE SUMS THREE GENERATIONS,SearchCreativeWork
1159,snips-train-1104,add this Michael V track to my Folk & Americana,ADD THIS MICHAEL THE FIFTH TRACK TO MY FOLK AND MERACANA,AddToPlaylist
1160,snips-train-11040,fimd Glory,FIM GLORY,SearchCreativeWork
1161,snips-train-11041,show creativity of What Is Dead May Never Die,SHOW CREATIVITY OF WHAT IS DEAD MAY NEVER DIE,SearchCreativeWork
1162,snips-train-11042,"Can you please look up the game , The Islanders ?",CAN YOU PLEASE LOOK UP THE GAME THE ISLANDERS,SearchCreativeWork
1163,snips-train-11043,Find me the picture entitled I’ll Take Care of You .,FIND ME THE PICTURE ENTITLE DIAL TAKE CARE OF YOU,SearchCreativeWork
1164,snips-train-11044,want to find the novel called Innocent Until Caught 2 Guilty,WONT TO FIND THE NOVEL CALLED INNOCENT UNTIL CAUGHT TOO GUILTY,SearchCreativeWork
1165,snips-train-11045,Find an album called The Aboriginal Port Folio .,FIND AN ALBUM CALLED THE ABORIGINAL PORTFOLIO,SearchCreativeWork
1166,snips-train-11046,Find the Hopeless Romantic photograph,FIND THE HOPELESS ROMANTIC PHOTOGRAPH,SearchCreativeWork
1167,snips-train-11047,Find a trailer called Eurythmics discography .,FIND A TRAILOR CALLED EURYTHMIXTUSCOGRAPHI,SearchCreativeWork
1168,snips-train-11048,find the video game called Turnin Me On,FIND THE VIDIO GAME CALLED TURNAN ME ON,SearchCreativeWork
1169,snips-train-11049,play The Rest of My Life,PLAY THE REST OF MY LIFE,SearchCreativeWork
1170,snips-train-1105,Add Fra Mols til Skagen to my this is trey songz playlist,ADD FRANCE A SMALL TILL SCOGGAN TO MYTHIS IS TRAY SONGS PLAY LEST,AddToPlaylist
1171,snips-train-11050,Please find me the Platinum Box II song ?,PLEASE FIND ME THE PLATINEM BOX TOO SONG,SearchCreativeWork
1172,snips-train-11051,I'm looking for a game called Gateway,I'M LOOKING FOR A GAME CALLED GATEWAY,SearchCreativeWork
1173,snips-train-11052,want to watch the TV show Treeful of Starling,WANT TO WATCH THE T V SHO TREEFULLIF'S DARLING,SearchCreativeWork
1174,snips-train-11053,show creative photograph Island in the Sea,SHALL CREATIVE PHOTOGRAPH ISLAND IN THE SEA,SearchCreativeWork
1175,snips-train-11054,Show me the album Three Songs About Lenin,SHOW ME THE ALBUM THREE SONGS ABOUT LENEN,SearchCreativeWork
1176,snips-train-11055,Find a TV series called When Harry Tries to Marry .,FIND ATEV CERIES CALLED WHEN HARRY TRIES TO MARRY,SearchCreativeWork
1177,snips-train-11056,search for the song Banquet for the Damned,SEARCH OR THE SONG BANQUET FOR THE DAMNED,SearchCreativeWork
1178,snips-train-11057,Find a show called Last Night On Earth .,FIND AS SHO CALLED LAST NIGHT ON EARTH,SearchCreativeWork
1179,snips-train-11058,Find me the novel titled Fertile Ground,FIND ME THE NOVEL TITLED FERTILE GROUND,SearchCreativeWork
1180,snips-train-11059,Find a novel called Matching Dreams .,FIND A NOVEL CALLED MATCHING DREAMS,SearchCreativeWork
1181,snips-train-1106,add all the years to Concentración,ADD ALL THE YEARS TO CONCENT RATION,AddToPlaylist
1182,snips-train-11060,Please look up for Disney Universe .,PLEASE LOOK UP FOR DISNY UNIVERSE,SearchCreativeWork
1183,snips-train-11061,Show the Mickey Mouse photograph,SHOW THE MICKY MOUSE PHOTOGRAPH,SearchCreativeWork
1184,snips-train-11062,Where to get album Justified,WE'RE TO GET ALBAM JUSTIFIED,SearchCreativeWork
1185,snips-train-11063,find the TV show Tribute to the Troops,FIND THE TI VICHO TRIBUTE TO THE TROOPS,SearchCreativeWork
1186,snips-train-11064,Can you find me the Magic Hour song ?,CAN YOU FIND ME THE MAGIC HOUR SONG,SearchCreativeWork
1187,snips-train-11065,Look up the TV series Operace Silver A,LOOK UP THE TE V CERIES OPERACHI SILVERE,SearchCreativeWork
1188,snips-train-11066,Where can I purchase the TV series The Royal Sessions,WHERE CAN I PURCHASE THE T V SERIES THE ROYAL SESSIONS,SearchCreativeWork
1189,snips-train-11067,"find Episodi di South Park , a trailer",FINE DEPEZODE DE SOUTH PARK ADRAELER,SearchCreativeWork
1190,snips-train-11068,Find the Stone Free game,FIND THE STONE FREE GAME,SearchCreativeWork
1191,snips-train-11069,I'm looking for a soundtrack titled Bowie at the Beeb,I'M LOOKING FOR A SOUND TRACK TITLED BOWY AT THE BEE,SearchCreativeWork
1192,snips-train-1107,add tune to my The Southern Highway Chronicles playlist,ADD TUNE TO MY THE SOUTHERN HIGHWAY CHRONICLES PLAY LEST,AddToPlaylist
1193,snips-train-11070,Find a TV series called All Time Greatest Movie Songs .,FIND ATE V CERIES CALLED ALL TIME GREATEST MOVI SONGS,SearchCreativeWork
1194,snips-train-11071,Find the Envoy of Lucifer show,FIND THE ENVOY OF LUCIFER SHOW,SearchCreativeWork
1195,snips-train-11072,find a painting called Mister Whiskers My Favourite Nursery Rhymes,FIND A PAINTING CALLED MISTER WHISKERS MY FAVOURITE NURSERY RHYMES,SearchCreativeWork
1196,snips-train-11073,Where to watch show Extremely Live,WHERE TO WATCH SHOW EXTREMELY LIVE,SearchCreativeWork
1197,snips-train-11074,Show me TV series Lego Star Wars 3 The Clone Wars,SHOW ME TEV CERIES LEGO STAR WARS THREE LECLONE WARS,SearchCreativeWork
1198,snips-train-11075,I'd like to see a TV series called Countdown The Savoy Sessions,I'D LIKE TO SEE ATI V CERIES CALLED COUNT DOWN O SIVOI ASSIONS,SearchCreativeWork
1199,snips-train-11076,I need a novel about Polymer Chemistry .,I NEED A NOVEL ABOUT POLUMER CHEMISTRY,SearchCreativeWork
1200,snips-train-11077,Where can I buy a copy of the picture called Turn Against This Land ?,WHERE CAN I BUY A COPY OF THE PICTURE CALLED TURN AGAINST THIS LAND,SearchCreativeWork
1201,snips-train-11078,Please get me the Before Crisis Final Fantasy VII television show .,PLEASE GET ME THE BEFORE CRYSIS FINAL PHANTASY SEVEN TELOVISION SHOW,SearchCreativeWork
1202,snips-train-11079,"find Doggy Day School , an album",FINE DOGGY DAY SCHOOL AN ALBUM,SearchCreativeWork
1203,snips-train-1108,add this song to my Classical Dance Music Ballet & Beyond list,ADD THIS SONG TO MY CLASSICAL DANCE MUSIC BALET AND BEYOND LEST,AddToPlaylist
1204,snips-train-11080,Show me a novel by Onnaam Muhurtham,SHOW ME A NOVEL BYONOM MEHERDUM,SearchCreativeWork
1205,snips-train-11081,Show Family Plot,SHOW FAMILY PLOT,SearchCreativeWork
1206,snips-train-11082,I'm looking for the trailer to Evil or Divine - Live in New York City .,I AM LOOKING FOR THE TRAILER TO EVIL OR DIVINE LIVIN NEW YORK CITY,SearchCreativeWork
1207,snips-train-11083,I want to find the show called Fresh Aire 7 .,I WANT TO FIND THE SHOW CALLED FRESH AIR SEVEN,SearchCreativeWork
1208,snips-train-11084,Search for the picture Foghat ?,SEARCH FOR THE PICTUREFUL OG HAT,SearchCreativeWork
1209,snips-train-11085,Try to find the picture Advances in ecological research,TRY TO FIND THE PICTURE ADVANCES IN ECHOLOGICAL RESEARCH,SearchCreativeWork
1210,snips-train-11086,Find me the soundtrack called Enter the Chicken,FIND ME THE SOUND TRACK CALLED DUNTER THE CHICKEN,SearchCreativeWork
1211,snips-train-11087,Show me Heavenly Sword,SHOW ME HEAVENLY SWORD,SearchCreativeWork
1212,snips-train-11088,Where is Winterheart’s Guild,WHEREAS WINTER HEART SKILLED,SearchCreativeWork
1213,snips-train-11089,Where to see painting Twelve Angry Men,WHERE TO SEE PAINTING TWELVE ANGRY MEN,SearchCreativeWork
1214,snips-train-1109,Please put David Van Tieghem onto my throwback party playlist.,PLEASE PUT DAVID VANTIGIM ONTO MY THROW BACK PARTY PLAY LIST,AddToPlaylist
1215,snips-train-11090,show song Black Heart White Soul,SHOW SONG BLACK HART WHITE SOUL,SearchCreativeWork
1216,snips-train-11091,I am looking for the creative work A Wonderful Life,I AM LOOKING FOR THE CREATIVE WORK A WONDERFUL LIFE,SearchCreativeWork
1217,snips-train-11092,Find a painting called Chettathi .,FIND A PAINTING CALLED CHIDARI,SearchCreativeWork
1218,snips-train-11093,Locate the Koi to Senkyo to Chocolate television show,LOCATE THE QUOITOCINCHIO TO CHOCOLATE TELAVISION SHOW,SearchCreativeWork
1219,snips-train-11094,find an album called From the Terrace,FIND AN ALBUM CALLED FROM THE TERRACE,SearchCreativeWork
