,train_index,train_sentence,joey_sentence,train_label
1152,snips-train-11033,Please search for the Microsoft Safety Scanner television show .,PLEASE SEARCH FOR THE MICROSOFT SAFETY SCAN ER TELEVISION SHOW,SearchCreativeWork
1153,snips-train-11034,Show me the Only the Strong Survive photograph,SHOW ME THE ONLY THE STRONG SURVIVED PHOTOGRAPHS,SearchCreativeWork
1154,snips-train-11035,I'd like hear the song Sit Down and Talk to Me,ID LIKE HEAR THE SONG SIT DOWN AND TALK TO ME,SearchCreativeWork
1155,snips-train-11036,Would like to find the trailer for An Experiment with Time,WOULD LIKE TO FIND THE TRAILER FOR AN EXPERIMENT WITH TIME,SearchCreativeWork
1156,snips-train-11037,Find a soundtrack called The Woman Warrior .,FIND A SOUND TRACK CALLED THE WOMAN WALLIER,SearchCreativeWork
1157,snips-train-11038,Where can I find the novel The Great Irish Bake Off,WORE CAN I FIND THE MOUVEL OF A GREAT IRISH BACOTH,SearchCreativeWork
1158,snips-train-11039,find the video game The Sims 3 Generations,FIND THE VIDIO GAME THE SUMS THREE GENERATIONS,SearchCreativeWork
1159,snips-train-1104,add this Michael V track to my Folk & Americana,AGVUS MICHAEL THE FIFTH TRANT TO MY FOLK AN THE MIRICANA,AddToPlaylist
1160,snips-train-11040,fimd Glory,FIRMED GOWN,SearchCreativeWork
1161,snips-train-11041,show creativity of What Is Dead May Never Die,SHOL CREATIVITY OF WHAT IS DEAD MAY NEVER DIE,SearchCreativeWork
1162,snips-train-11042,"Can you please look up the game , The Islanders ?",CAN YOU PLEASE LOOK UP THE GAME THE ISLANDERS,SearchCreativeWork
1163,snips-train-11043,Find me the picture entitled I’ll Take Care of You .,FIND ME THE PICTURE ENTITLED I'LL TAKE CARE OF YOU,SearchCreativeWork
1164,snips-train-11044,want to find the novel called Innocent Until Caught 2 Guilty,WANT TO FIND THE NOVEL CALLED INNOCENT UNTIL CAUTO GUILTY,SearchCreativeWork
1165,snips-train-11045,Find an album called The Aboriginal Port Folio .,FIND A MALBING CALLED THE ABORIGIN A POORFEBIEU,SearchCreativeWork
1166,snips-train-11046,Find the Hopeless Romantic photograph,FIND THE HOPELESS ROMAN TIC PHOTOGRAPH,SearchCreativeWork
1167,snips-train-11047,Find a trailer called Eurythmics discography .,FIND A RAILER CALLED EURETHEMAGETISCOGRAPHY,SearchCreativeWork
1168,snips-train-11048,find the video game called Turnin Me On,FIND THE VIDIAL GAME CALLED TURNING ME ON,SearchCreativeWork
1169,snips-train-11049,play The Rest of My Life,PLAY THE REST OF MY LIFE,SearchCreativeWork
1170,snips-train-1105,Add Fra Mols til Skagen to my this is trey songz playlist,OUT FRANCE A SMALL STOL SKONGAN TO MATISIS TRESONGS PLAYLIST,AddToPlaylist
1171,snips-train-11050,Please find me the Platinum Box II song ?,PLEASE FIND MEVE PLATING ENBOXD TO SAW,SearchCreativeWork
1172,snips-train-11051,I'm looking for a game called Gateway,I'M LOOKING FOR A GAME CALLED GATEWAY,SearchCreativeWork
1173,snips-train-11052,want to watch the TV show Treeful of Starling,WANT TO WATCH THE T V SHOW TREEFUL OF STERLING,SearchCreativeWork
1174,snips-train-11053,show creative photograph Island in the Sea,SHOWL CREATIVE PHOTOGRAPH ISLAND IN THE SEA,SearchCreativeWork
1175,snips-train-11054,Show me the album Three Songs About Lenin,SHOW ME THE ALBUM THREE SONGS ABOUT LENEN,SearchCreativeWork
1176,snips-train-11055,Find a TV series called When Harry Tries to Marry .,FIND A T V CERIIS CALLED WHEN T HARRY TRIES TO MARRY,SearchCreativeWork
1177,snips-train-11056,search for the song Banquet for the Damned,SEARCH FOR THE SONG BANQUET FOR THE DAMED,SearchCreativeWork
1178,snips-train-11057,Find a show called Last Night On Earth .,FIND A SHORE CALLED LAST NIGHT ON EARTH,SearchCreativeWork
1179,snips-train-11058,Find me the novel titled Fertile Ground,FIND ME THE NOVEL TITLED FERTILE GROUND,SearchCreativeWork
1180,snips-train-11059,Find a novel called Matching Dreams .,FIND A NOVEL CALLED MATCHIN DREAMS,SearchCreativeWork
1181,snips-train-1106,add all the years to Concentración,ADD ALL THE YEARS TO CONSULTRATION,AddToPlaylist
1182,snips-train-11060,Please look up for Disney Universe .,PLEASE LOOK UP FOR DIZMY UNIVERSE,SearchCreativeWork
1183,snips-train-11061,Show the Mickey Mouse photograph,SHOW THE MICKY MOUSE PHOTOGRAPH,SearchCreativeWork
1184,snips-train-11062,Where to get album Justified,WE'RE TO GET ALBUM JUSTIFIED,SearchCreativeWork
1185,snips-train-11063,find the TV show Tribute to the Troops,FIND THE T V SHOW TRIBUTE TO THE TROOPS,SearchCreativeWork
1186,snips-train-11064,Can you find me the Magic Hour song ?,CAN YOU FIND ME THE MAGIC HOWER SONG,SearchCreativeWork
1187,snips-train-11065,Look up the TV series Operace Silver A,LOOK UP THE T V C RESOPEROCHI SILVERA,SearchCreativeWork
1188,snips-train-11066,Where can I purchase the TV series The Royal Sessions,WHERE CAN I PURCHASE THE T V SERIES THE ROYAL SESSIONS,SearchCreativeWork
1189,snips-train-11067,"find Episodi di South Park , a trailer",FINE DEPUSODEDE SOUTH PARK A TRAIL,SearchCreativeWork
1190,snips-train-11068,Find the Stone Free game,FIND THE STONE FREE GAME,SearchCreativeWork
1191,snips-train-11069,I'm looking for a soundtrack titled Bowie at the Beeb,I'M LOOKING FOR A SOUND TRACK TITLE BOY AT THE B,SearchCreativeWork
1192,snips-train-1107,add tune to my The Southern Highway Chronicles playlist,ADD TUNETIMY THE SOUTHERN HIGHWAY CHRONICLES POLIST,AddToPlaylist
1193,snips-train-11070,Find a TV series called All Time Greatest Movie Songs .,FIND A T V CEALIS CALLED ALL TIME GREATEST MOVI SONGS,SearchCreativeWork
1194,snips-train-11071,Find the Envoy of Lucifer show,FIND THE ENVOY OF LUCIFERSHOW,SearchCreativeWork
1195,snips-train-11072,find a painting called Mister Whiskers My Favourite Nursery Rhymes,FIND A PAINTING CALLED MISTER WHISKERS MY FAVOURITE NURSERY RHYMES,SearchCreativeWork
1196,snips-train-11073,Where to watch show Extremely Live,WHERE TO WATCH SHOW EXTREMELY LIVE,SearchCreativeWork
1197,snips-train-11074,Show me TV series Lego Star Wars 3 The Clone Wars,SHOW ME T V CERIES LEGO STAR WARS THROUGH THE CLON WARS,SearchCreativeWork
1198,snips-train-11075,I'd like to see a TV series called Countdown The Savoy Sessions,I'D LIKE TO SEE A T V CERIES CALLED COUNTDOWN TO SUVOY SESSIONS,SearchCreativeWork
1199,snips-train-11076,I need a novel about Polymer Chemistry .,I MEED A NOVEL ABOUT PALMER CHEMISTRY,SearchCreativeWork
1200,snips-train-11077,Where can I buy a copy of the picture called Turn Against This Land ?,WHERE CAN I BUY A COPY OF THE PICTURE CALLED TURN AGAINST THIS LAND,SearchCreativeWork
1201,snips-train-11078,Please get me the Before Crisis Final Fantasy VII television show .,PLEASE GETN EITHER BEFORE CRISIS FINAL FANTISUSEVEN TELL A VISION SHOW,SearchCreativeWork
1202,snips-train-11079,"find Doggy Day School , an album",FINE DOG YEU DAY SCHOOL HEM APLE,SearchCreativeWork
1203,snips-train-1108,add this song to my Classical Dance Music Ballet & Beyond list,ADD THIS SONG TO MY CLASSICAL DANCE MUSIC VALET AND BEYOND LIST,AddToPlaylist
1204,snips-train-11080,Show me a novel by Onnaam Muhurtham,SHOW ME A NOVEL BY ON ONMA HERD UM,SearchCreativeWork
1205,snips-train-11081,Show Family Plot,SHO FAMILY PLOT,SearchCreativeWork
1206,snips-train-11082,I'm looking for the trailer to Evil or Divine - Live in New York City .,I'M LOOKING FOR THE TRAILER TO EVIL OR DIVINE LIVEN NEW YORK CITY,SearchCreativeWork
1207,snips-train-11083,I want to find the show called Fresh Aire 7 .,I WANT TO FIND THE SHORE CALLED FRESH ER SERVEN,SearchCreativeWork
1208,snips-train-11084,Search for the picture Foghat ?,SEARCH FOR THE PICTURE FOR NAT,SearchCreativeWork
1209,snips-train-11085,Try to find the picture Advances in ecological research,TRID TO FIND THE PICTURE ADVANCES IN ECHOLOGICAL RESEARCH,SearchCreativeWork
1210,snips-train-11086,Find me the soundtrack called Enter the Chicken,FINALLY THE SOUND TRACK CALLED INTO THE CHICKEN,SearchCreativeWork
1211,snips-train-11087,Show me Heavenly Sword,SHOW ME HEAVENLY SWORD,SearchCreativeWork
1212,snips-train-11088,Where is Winterheart’s Guild,WERS WINDER HOWI SKILLED,SearchCreativeWork
1213,snips-train-11089,Where to see painting Twelve Angry Men,WHERE TO SEE PAINTING TWELVE ANGRY MEN,SearchCreativeWork
1214,snips-train-1109,Please put David Van Tieghem onto my throwback party playlist.,PLEASE PUT DAVID VANTIGUM ON TO MY THROWBACK PARTY PLAYALIST,AddToPlaylist
1215,snips-train-11090,show song Black Heart White Soul,SHOSONG BLACK HART WHITE SOL,SearchCreativeWork
1216,snips-train-11091,I am looking for the creative work A Wonderful Life,I AM LOOKING FOR THE CREATIVE WORK A WONDERFUL LIFE,SearchCreativeWork
1217,snips-train-11092,Find a painting called Chettathi .,FIND A PAINTING CALLED CHITARI,SearchCreativeWork
1218,snips-train-11093,Locate the Koi to Senkyo to Chocolate television show,LOKE THE COY TUSINKI OR TO CHOCOLATE TELAVISION SHOW,SearchCreativeWork
1219,snips-train-11094,find an album called From the Terrace,FINDING ALBUM CALMED FROM THE TERRACE,SearchCreativeWork
1220,snips-train-11095,Find WxHexEditor .,FINE W AX HAX ERDIDER,SearchCreativeWork
1221,snips-train-11096,find the television show Riding with the King,FIND THE TELEVISION SHOW RIDING WITH THE KING,SearchCreativeWork
1222,snips-train-11097,show TV show schedule of Offroad Legends,SHALL T V SHOW SCHEDULE OF ALL FUR'D LEGENDS,SearchCreativeWork
1223,snips-train-11098,Find a television show called Basement Screams .,FIND A TELOVISION SHO CALLED BASEMENT SCREAMS,SearchCreativeWork
1224,snips-train-11099,"find The Covered Wagon , a game",FIND THE COVELY WADON O GAME,SearchCreativeWork
1225,snips-train-111,Add another song to my this is status quo playlist.,AND ANOTHER SONG TO MIDUSIS STANUS QUO PLAOIST,AddToPlaylist
1226,snips-train-1110,put artist Serenata onto my Massive Soca Hits list,PUT ARTIST SARENADI ONTO MY MASSIVE SULKA HITS LIST,AddToPlaylist
1227,snips-train-11100,"Pull up the TV show , 40 Seasons The Best of Skid Row",POUR UP THE TI VICHO FORTY SEASONS THE BEST OF SKIDRO,SearchCreativeWork
1228,snips-train-11101,I'd like to see Walk on the Wild Side The Best of Lou Reed,I'D LIKE TO SEE WALK ON THE WILD SIDE THE BEST OF LURID,SearchCreativeWork
1229,snips-train-11102,I want to watch Manthan,I WANT TO WATCH MANFIN,SearchCreativeWork
1230,snips-train-11103,find the trailer for On the Good Ship Lollipop,FIND THE TRAILER FOR ON THE GOOD SHIP LAWE POP,SearchCreativeWork
1231,snips-train-11104,Find me Shack Out on 101,FIND ME SHOCK OUT ON ONE HUNDRED ONE,SearchCreativeWork
1232,snips-train-11105,Play me the show Cheaper By the Dozen 2,PLAYING ME THE SHORE CHEAPER BY THE DOZEN TWO,SearchCreativeWork
1233,snips-train-11106,Find the game BlogBridge,FIND THE GAME BLATH BRIDGE,SearchCreativeWork
1234,snips-train-11107,Look for the Compact Forest Proposal trailer,YEKFOR THE COMPAT FOREST PROPOSAL DRAILER,SearchCreativeWork
1235,snips-train-11108,find a photograph called Free the Universe,FIND A PHOTOGRAPH CALLED FREE THE UNIVERSE,SearchCreativeWork
1236,snips-train-11109,Find Live at the Brixton Academy .,FINE LIVE AT THE BRIKSTON ACADEMY,SearchCreativeWork
1237,snips-train-1111,Add TEENAGER to the queen playlist,ADD TEMAGOR TO THE QUEEN PLAYLIST,AddToPlaylist
1238,snips-train-11110,Look for Fighting Vipers 2,YOKE FOR FIGHTING VIPERS TOO,SearchCreativeWork
1239,snips-train-11111,I'd like to find the Days of Glory saga,I'D LIKE TO FIND THE DAYS OF GLORY SONGA,SearchCreativeWork
1240,snips-train-11112,Show A Family Torn Apart TV show,SURE FAMILY TORN UPART I VI SHO,SearchCreativeWork
1241,snips-train-11113,Find me the novel The Argumentative Indian,FIND ME THE NOVEL THE ARGUMENTATIVE INDIAN,SearchCreativeWork
1242,snips-train-11114,Play The Lousy Dance trailer,CLAVE THE LOUSY DANCE DRAILER,SearchCreativeWork
1243,snips-train-11115,I'm looking for a photograph called Merry Christmas .,I'M LOOKING FOR A PHOTOGRAPH CALLED MERRY CHRISTMAS,SearchCreativeWork
1244,snips-train-11116,I'd like to find the soundtrack Tianjin Today Evening News,I'D LIKE TO FIND THE SOUND TRACK EEN GENTO DAY EVENING MURRS,SearchCreativeWork
1245,snips-train-11117,"Please search for the work, All the Wrong Reasons .",PRESEARCH FOR THE WORK ALL THE WRONG REASONS,SearchCreativeWork
1246,snips-train-11118,Find me the show The Skull .,FINALLY THE SHOW THE SCORE,SearchCreativeWork
1247,snips-train-11119,Show me Firepower,SHOW ME FIRE POWER,SearchCreativeWork
1248,snips-train-1112,put glenn stetson to my your daily routine playlis,PUT GLANSDANCE INTO MYR DAILY ROUTINE PLAYLIES,AddToPlaylist
1249,snips-train-11120,I'm looking for the television show titled The Lonergan Review,I'M LOOKING FOR THE TELEVISION SHOW TITLE THE LAWNER AND REVIEW,SearchCreativeWork
1250,snips-train-11121,show me the trailer for Live Phish Volume 12,SHOW ME THE TRAILER FOR LODE FISH VOLUME TWELVE,SearchCreativeWork
1251,snips-train-11122,Find the movie CURL,FIND THE MOVI CURL,SearchCreativeWork
1252,snips-train-11123,Can you find the novel Journal of Social Work,CAN YOU FIND THE NOVEL JOURNAL OF SOCIAL WORK,SearchCreativeWork
1253,snips-train-11124,find a game called Albino Blacksheep,FIND A GAME CALLED AL BINO BLIDE CHEEP,SearchCreativeWork
1254,snips-train-11125,show creative song called Holidays on the River Yarra,SHOW CREATIVE SONG CALD HOLIDAYS ON THE RIVER YANA,SearchCreativeWork
1255,snips-train-11126,Look for the NYPD - New York Police Department saga,LOOK FOR THE ENOY P D NEW YORK POLICE DEPARTMENT SALGA,SearchCreativeWork
1256,snips-train-11127,When was the soundtrack for Those Were the Days – The Best of Leningrad Cowboys published?,WHEN WAS THE SOUND TRACK FOR THOSE WERE THE DAYS THE BEST OF LENON GRAD COWBOYS PUBLISHED,SearchCreativeWork
1257,snips-train-11128,Where did the painting Highs in the Mid-Sixties go?,WORD TO THE PAINTING HYEN THE MID SIXTIES GO,SearchCreativeWork
1258,snips-train-11129,Where can I find the picture Another Happy Ending,WHERE CAN I FIND THE PICTURE AN MELDERHAPIENDING,SearchCreativeWork
1259,snips-train-1113,Can you add this tune to the night out playlist?,CAN YOU AGIS TURN TO THE NIGHT OUR PLAYAIST,AddToPlaylist
1260,snips-train-11130,Show me the album Apache Axis2,SHOWLE THE ALBUM APACHEAXUS TOO,SearchCreativeWork
1261,snips-train-11131,"Where can I purchase Papers in Regional Science , the album ?",WHERE CAM I PURCHASE PAPERS AN REGINAL SCIENCE VIALBO,SearchCreativeWork
1262,snips-train-11132,Where can I view the TV series of W.I.T.C.H.,WHERE KIN I VIEW THE T V SERIES OF W I T C H,SearchCreativeWork
1263,snips-train-11133,Find a photograph called Midnight Mystery .,FIND A PHOTOGRAPH CALLED MIDNIGHT MYSTERY,SearchCreativeWork
1264,snips-train-11134,Find Z Cars .,PHONZEE CHORUS,SearchCreativeWork
1265,snips-train-11135,Show me the book Pokémon The Johto Journeys,SHOW ME THE BOOK BOK CAME ON THE JURDO JOURNEYS,SearchCreativeWork
1266,snips-train-11136,Show me the picture Written in the Stars,SHOW ME THE PICTURE WRITTEN IN THE STARS,SearchCreativeWork
1267,snips-train-11137,Find Manual of Love 2 .,FINE MAN WOLL OF LOVE TOO,SearchCreativeWork
1268,snips-train-11138,Find a trailer called Hellboy The Troll Witch and Others .,FIND A TRAILER CALLED HELBOY THE DROLL WITCH AND OTHERS,SearchCreativeWork
1269,snips-train-11139,find the album Smoke and Mirrors,FIND THE ALBON SMOKE AND MIRRORS,SearchCreativeWork
1270,snips-train-1114,Add a norma jean tune to the Soul Revived playlist.,ADAM MONMAGIM TURNED TO THE SOUL REVIVED POYOLIST,AddToPlaylist
1271,snips-train-11140,I want television show Come Again Smith,I WANT TELLAVISION SHOLL COME AGAIN SMITH,SearchCreativeWork
1272,snips-train-11141,Please search the Ironbound picture .,PLEASE SEARCH THE ISLAND BOND PICTER,SearchCreativeWork
1273,snips-train-11142,"find Back for Good , a novel I want to read",FIND BACK FOR GOOD A NOVEL I WANT TO READ,SearchCreativeWork
1274,snips-train-11143,find a video game called Fare Thee Well Celebrating 50 Years of the Grateful Dead,FIND OF VIDIO GAM CALLED FAIR THEE WELL CELEBRATING FIFTY YEARS OF THE GRATEFUL DEAD,SearchCreativeWork
1275,snips-train-11144,Play Nightbirds on Nantucket soundtrack,PEY NIGHT WORDS ON MANTOKI SOUND TRACK,SearchCreativeWork
1276,snips-train-11145,Find The Modern World video game,FIND THE MODERN WORLD VIDIAL GAME,SearchCreativeWork
1277,snips-train-11146,show creativity of saga Frontier Marshal,SHOL CREATIVITY OF SANGE FRENTIRE MARSHAL,SearchCreativeWork
1278,snips-train-11147,Where can I view the photograph Occasional Wife,WHERE CAN I VIE THE PHOTOGRAPH OCCASIONAL WIFE,SearchCreativeWork
1279,snips-train-11148,Find a game called Dynamite Warrior .,FIND A GAME CALLED DYNAMI TORRIER,SearchCreativeWork
1280,snips-train-11149,Can I hear the song Visual Audio Sensory Theater ?,CAN I HEAR THE SONG VISILADIO CENSORY THEATR,SearchCreativeWork
1281,snips-train-1115,put track on my synth pop list,PUT TRACK ON MY SONTH POPLIST,AddToPlaylist
1282,snips-train-11150,Play me the show House of Stairs,PLAN ME THE SHOW HOUSE OF STAIRS,SearchCreativeWork
1283,snips-train-11151,I want to read the book The Lion Sleeps Tonight,I WANT TO READ THE BOOK THE LION SLEEPS TO NIGHT,SearchCreativeWork
1284,snips-train-11152,Show me It Might as Well Rain Until September,SHOW ME IT MIGHT AS WALL REIGN UNTIL SEPTEMBER,SearchCreativeWork
1285,snips-train-11153,Find The Coffin .,FINDS A COFFIN,SearchCreativeWork
1286,snips-train-11154,I'm hoping you can find a photograph from Live At The Isle Of Wight 1970 .,I'M HOPING YOU CAN FIND A PHOTOGRAPH FROM LIVE AT THE ISLE OF WHIGHT NINETEEN SEVENTY,SearchCreativeWork
1287,snips-train-11155,find the novel The Thunder Rolls,FARN THE NOVES O THUNDEL WAYS,SearchCreativeWork
1288,snips-train-11156,I'd like to watch the trailer for As Tears Go By,I'D LIKE TO WATCH THE TRAILER FOR AS TIERS GO BY,SearchCreativeWork
1289,snips-train-11157,Look up the Hard to Handle TV show,LOOK UP THE HARD TO HANDLE T V SHOW,SearchCreativeWork
1290,snips-train-11158,Show me the video game The Stillest Hour,SHOW ME THE VIDIO GAME THE STILLAS TOWER,SearchCreativeWork
1291,snips-train-11159,show creative game Fear Thy Neighbor,SHOW CREATIVE GAME FEAR THY NEIGHBOR,SearchCreativeWork
1292,snips-train-1116,I want Cocco added to my post metal playlist.,I WANT COCERATED TO MY POSTMETAL POYOIST,AddToPlaylist
1293,snips-train-11160,Find a novel called Under Blackpool Lights .,FIND A NOVEL CALLED UNDER BLACDPOOL LIGHTS,SearchCreativeWork
1294,snips-train-11161,Where is picture Everybody Wants You,WHERE IS PICTURE EVERYBODY WANTS YOU,SearchCreativeWork
1295,snips-train-11162,I want to play the game Pesterminator The Western Exterminator .,I WANT TO PLAY THE GAME PAST TERMINATOR THE WEST TERN EXTERMINATOR,SearchCreativeWork
1296,snips-train-11163,looking for Free Four Tobias Tells the Divergent Knife-Throwing Scene,LOOKING FOR FREE FOR TOBIUS TELLS THE DIVERSON KNIFE THROWING SCIN,SearchCreativeWork
