,train_index,train_sentence,raveena_sentence,train_label
3453,snips-train-133,Add judge jules to instrumental study,AD JUDGED JEWELES TO INSTRUMENTAL STUDY,AddToPlaylist
3454,snips-train-1330,Add raz b to drive playlist,ADROSS BEE TO DRIVE PLAILEST,AddToPlaylist
3455,snips-train-1331,Add the name The 3rd World to the playlist Rock Me UP,ADTENAM THE THIRD WALL TO THE PLAILER STRUCK ME UP,AddToPlaylist
3456,snips-train-1332,put this track on operación bikini,PUT THIS TRACK O NOPERACI ON BEKINEY,AddToPlaylist
3457,snips-train-1333,Add the singer Barbara to my COUNTRY RADIO playlists,AT THE SINGLE BARBARA TO MY COUNTRY REDIOPLYLISTS,AddToPlaylist
3458,snips-train-1334,add 21 AT 33 to the playlist called wake up everybody,ADD TWENTY ONE AT THIRTY THREE TO THE PLAINEST CALLED WEK UP EVERYBODY,AddToPlaylist
3459,snips-train-1335,Add another song to the acoustic soul playlist.,ADD ANOTHER SONG TO THE ACUSTIC SOUL PLAILEST,AddToPlaylist
3460,snips-train-1336,add Annette Artani to the playlist titled all out 90s,ADD AN ETOR ON EACH O THE PLAYLES TITLED ALL OUT NINETIES,AddToPlaylist
3461,snips-train-1337,Add the album to the top 100 country tracks on spotify playlist.,AT THE ALBUM TO THE TOP ONE HUNDRED COUNTRY TRACKS ON SPOTIFY PLAILIST,AddToPlaylist
3462,snips-train-1338,add tune to my Hype playlist,AD DUNE TO MY HIGH PLAYLIST,AddToPlaylist
3463,snips-train-1339,Add this artist to gretchen's Soul Revived playlist,HAD THIS ARTIST TO GREGON'S SOLD REVIVED PLAYLIST,AddToPlaylist
3464,snips-train-134,Add Roots of the Outsiders to Blues Roots,ADROOTS OF THE OUTSIDERS TO BLOSE ROOTS,AddToPlaylist
3465,snips-train-1340,"I want to add george formby, jr to the family favorites playlist",I WANT TO ADD GEORGE FOMBY JUNIOR TO THE FAMILY FAVORITES PLAILIST,AddToPlaylist
3466,snips-train-1341,Put this Jerry Dixon song onto my Tokyo Rising playlist.,GOOD  THIS JERRY DIXON SOM ON TO MY TOKEEO RISING PLAILEST,AddToPlaylist
3467,snips-train-1342,add this album by don reno to my playlist named indiespain,AD THES ALBUM BY DON RINO TO MY PLAILEST NAMED IN DIASPANE,AddToPlaylist
3468,snips-train-1343,add boyce and hart to Urban Hits playlist,AD BOYS AND HART TO OPEN HITS PLAILEST,AddToPlaylist
3469,snips-train-1344,Can you put some monifah on my disco fever playlist,CAN YOU PUT SOME ONEY FER ON MY DISCO FEVER PLAILEST,AddToPlaylist
3470,snips-train-1345,"Add Perfect Sense, Part I to my women of classical list",AD PERFECT SENSE PAT I TO MY WOMEN OF CLASSICAL LIST,AddToPlaylist
3471,snips-train-1346,add Love Story wa Totsuzen ni to the martin garrix show playlist,ID LOVE STORY WAT OT SUSAN MEET TO THE MART AN GARRECKS SHOW PLAILEST,AddToPlaylist
3472,snips-train-1347,add album radar latino,AND ALBUMDRIDARLAPINO,AddToPlaylist
3473,snips-train-1348,Add the tune to my Epic Classical playlist.,ADD THE TUNE TO MY EPIC CLASSICAL PLALIST,AddToPlaylist
3474,snips-train-1349,I want to add a tune by Damon Johnson to my frescura indie playlist,I WONT TO ATTITUDE BY DEMON JOHNSON TO MY FRES CURA IN THE PLAYLIST,AddToPlaylist
3475,snips-train-135,"add artist Fabri Fibra to This Is Earth, Wind & Fire",ADORTEST FABRY FIBRE TO THIS ASERT WIND AND FIRE,AddToPlaylist
3476,snips-train-1350,Add Quicksand to my valentine's day love playlist,ADD QUICKSAND TO MY VALENTINE STEAL LOVE CLEALEST,AddToPlaylist
3477,snips-train-1351,Can you make an addition to the Old Enough To Enjoy This playlist with Martin Barre ?,CAN YOU MAKE AN ADDITION TO THE OLD ENOUGH TO ENJOY THIS PLAILEST WID MARTENBAR,AddToPlaylist
3478,snips-train-1352,napoleon xiv should be added to sharlene's playlist transatlantic lullaby,NAPOLEON THE FOURTEENTH SHOULD BE ADDED TO CHARLINE SPLADLESS TURONCS AT LANTI CLALA BY,AddToPlaylist
3479,snips-train-1353,Add this album the the playlist canciones que lo van a petar,AD THE SALBUN DE THE PLAILEST COUNTY YONES CALO VAN OPEPER,AddToPlaylist
3480,snips-train-1354,add the man who never lied to my current comedy top tracks,AT THE MAN WHO NEVER LIED TO MY CURRENT COMEDY TOP TRACKS,AddToPlaylist
3481,snips-train-1355,Add jenifer to Rock the 2000's,AT JENIFER TO ROCK THE TWO THOUSANDS,AddToPlaylist
3482,snips-train-1356,Add All Bad to the summer of love playlist.,ADD ALL BAD TO THE SUMMER OF LOVE PLELIST,AddToPlaylist
3483,snips-train-1357,add the name covenant to the playlist Fusion Fest,AD THE NAME COVENANT TO THE PLAILEST FUSION FEST,AddToPlaylist
3484,snips-train-1358,add track by Monster Bobby to peace playlist,AD TRACK BY MONSTER BOBBY TO PIECE PLEYLIST,AddToPlaylist
3485,snips-train-1359,Add the name cry like a baby to my a mis niños de 30 playlist,ADDENAME CRY LIKE A BABY TO MY MISNINIOSTETADY PLAILEST,AddToPlaylist
3486,snips-train-136,include pat smear on Guest List Engadget,INCLUDE PATS ME ARON GUESTLESST IN GAGET,AddToPlaylist
3487,snips-train-1360,add omnipresent to verano,AD ONLY PRESEN TUVRONO,AddToPlaylist
3488,snips-train-1361,Add singing in the trees to rena's Lo mejor de Radio 3 playlist.,ADD SINGING IN THE TREES TO RENAS LONELY HOLDE RADIATRY PLAILEST,AddToPlaylist
3489,snips-train-1362,Put frank portman in my playlist GOOD Music,PUT FRANK PORTMIN IN MY PLALEST GOOD MUSIC,AddToPlaylist
3490,snips-train-1363,add this track to Alternative Route,AD THE STRACTU ALTERNATIVE ROOTE,AddToPlaylist
3491,snips-train-1364,Would you put hammer onto the lunch playlist?,WOULD YOU PUT HAMMER ON TO THE LUNCH PLAY LIST,AddToPlaylist
3492,snips-train-1365,add Mayya to the de manhattan con amor playlist,ADMEOUT THE DEMAN HATAN CONIMO PLAILIST,AddToPlaylist
3493,snips-train-1366,add party with friends by Constructs of the State to juliana's playlist,ADD PATTY WITH FRIENDS BY CONSTRUCTS OF THE STATE TO DULY HONORS PLAILIST,AddToPlaylist
3494,snips-train-1367,add song to Women of SXSW,ADD SONG TO WOMEN OF SOUTHWIE SOUTHWEST,AddToPlaylist
3495,snips-train-1368,add track to todo latino,AD TRACED TORO LATINO,AddToPlaylist
3496,snips-train-1369,add album to my classical essentials playlist,ADD ALBUM TO MY CLASSICAL ESSENTIALS PLAILIST,AddToPlaylist
3497,snips-train-137,add track to my Cloud Rap,AD TRACK TO MY CLOWDRAP,AddToPlaylist
3498,snips-train-1370,add How to sos 48 2016 playlist,ADD HOW TO SOSE FORTY EIGHT TWENTY SIXTEEN PLAYLIST,AddToPlaylist
3499,snips-train-1371,Add this artist to my This Is Philip Glass playlist,AD THIS ARTIST TO MY DIS IS PHILIP GLOSS PLAYLIST,AddToPlaylist
3500,snips-train-1372,add Billy Martin album to my legendary guitar solos playlist,AD BLY MARTEN ALBUM TO MY LEGEND RIGITA SOLOS PLEYLIST,AddToPlaylist
3501,snips-train-1373,Add Sam Moore to lo mejor de los 00's,AD SOMEMORE TO LON HALDY LAW SO OAS,AddToPlaylist
3502,snips-train-1374,Add a song to my playlist Black History Salute,ADD A SONG TO MY PLAILEST BLACK HISTORY SALUTE,AddToPlaylist
3503,snips-train-1375,For playlist todo latino add Absolutely Sweet Marie,FOR PLAYLOS TORULADI NO AD ABSOLUTELY SWEET MARIE,AddToPlaylist
3504,snips-train-1376,I want to put goldy mcjohn on my Rock Party playlist,I WANT TO PUT COLDI MAC JOHN ON MY ROCK PARTY PLAYLIST,AddToPlaylist
3505,snips-train-1377,Add another song to daphne's retrowave outrun playlist.,ADD ANOTHER SONG TO DAPHNES RET ROWIVOUT RON PLAILEST,AddToPlaylist
3506,snips-train-1378,add a song by Masayoshi Yamazaki to my this is Los Fabulosos Cadillacs playlist,AD DE SONG BAR MASSY YO SHE AMUZACE TO MY THIS IS LOS FABULOSA CATTLE AXPLALIST,AddToPlaylist
3507,snips-train-1379,Add an espen lind song to my list lo que suena new york,AD AN ESPENLID SONG TO MY LIST LOCASE WHEN IN NEW YORK,AddToPlaylist
3508,snips-train-138,I need to add a song to my lo que suena new york playlist.,I NEED TO ADD A SONG TO MY LOWCASE WHEN THE NEW YORK PLAILIST,AddToPlaylist
3509,snips-train-1380,add album to metal overload playlist,AD ALBUM TO MEDDLE OVER LORD PLAYLIST,AddToPlaylist
3510,snips-train-1381,put deep purple on this is jennifer lopez,PUT THE PURPLE ONDESSES GENOFAL LOPEDS,AddToPlaylist
3511,snips-train-1382,add nico to my rock to work,AD MEKO TO MY ROCK TO WARK,AddToPlaylist
3512,snips-train-1383,add rock & roll to my playlist named night out,ADRO CANDROLL TO MY PLAILEST NAME NIGHTOUT,AddToPlaylist
3513,snips-train-1384,add back at the velvet lounge to my cleaning playlist,AD BACG AT THE VELVET LAUNGED O MY CLEANING PLAYLIST,AddToPlaylist
3514,snips-train-1385,Add beijing huanying ni to my workday lounge playlist,AD BEEGING HOWEN IN NE MY WALK DAYLOUNGE PLAYLIST,AddToPlaylist
3515,snips-train-1386,Add 2120 south michigan avenue to my laundry playlist,ADD TWO THOUSAND ONE HUNDRED TWENTY SOUT MICHIGON AVENUE TO MY LAUNDRY PLAYLIST,AddToPlaylist
3516,snips-train-1387,add Bring Back My Daddy to Me to my playlist named Might and Myth Power Metal,AD BRING BACK MY DADDY TO ME TO MY PLAILEST NAME MIT UNMIT POWER METAL,AddToPlaylist
3517,snips-train-1388,Add all together now to my playlist the road to punk rock,HAD ALTOGETHER NOW TO MY PLAYLEST ROAD TO PUNK ROCK,AddToPlaylist
3518,snips-train-1389,add this song to my Canción del Día playlist,ADD THE SON TO MY CANCION DE LEOPLALIST,AddToPlaylist
3519,snips-train-139,add dan the automator to forever country,AD DONE THE AUTOMETER TO FOREVER COUNTRY,AddToPlaylist
3520,snips-train-1390,Incorporate a russel walder track onto gay's Funk Rock playlist.,INCORPERATOR RUSTLE WALL E TRACK ON TO GIZ FAN ROCK CLEALEST,AddToPlaylist
3521,snips-train-1391,add licorice mckechnie to just dance by aftercluv,AD LIQORISH MACKETNY TO JOST DANCE BY AFTE CLOV,AddToPlaylist
3522,snips-train-1392,Put a Paul Hardcastle song in my classic jazz funk playlist.,PUT A BALL HARD GASTLE SONG IN MY CLASSIC JASPHONK PLELIST,AddToPlaylist
3523,snips-train-1393,Add image to the Nuclear Blast Novelties playlist,ADIMAGE TO THE NEWCLER BLAST NOVELTY'S PLAILEST,AddToPlaylist
3524,snips-train-1394,Include stefanie in Pre-Party R&B Jams,INCLUDES STEFPANI IN PRIPATI ARAN BEGAMS,AddToPlaylist
3525,snips-train-1395,I want Harris to be added to my latin dance cardio playlist,I WANT HARRIS TO BE ADDED TO MY LATIN DON CARDIO PLAYLIST,AddToPlaylist
3526,snips-train-1396,Can you add some morton feldman piano and string quartet to my global funk playlist,CAN YOU ADD SOME MORTON FELDMAN PIANO AND STRING QUARTET MY GLOBAL FUNK PLAILIST,AddToPlaylist
3527,snips-train-1397,add this song by deron miller to my party on fridays playlist,HAD THE SONG BY DERRON MILLER TO MY PARTY ON FRIDAY'S PLAILIST,AddToPlaylist
3528,snips-train-1398,Add inconfundible to Stomp & Holler,ADINCONFRONDI BLATO STOMP AND HOLLER,AddToPlaylist
3529,snips-train-1399,Add the singer Maxine Nightingale to the Spanish Beat playlist.,ADD THE SINGO MAXINE NIGHTINGALE TO THE SPANISH BEAT PLAY LIST,AddToPlaylist
3530,snips-train-14,Add the name Shall We Dance to playlist Rock,AT THE NAME SHALL WE DANCE TO PLAYLES TROCK,AddToPlaylist
3531,snips-train-140,put this song on the Chips and Salsa playlist,PUT THIS SONG ON THE CHIPS AND SALTS TE PLAYLIST,AddToPlaylist
3532,snips-train-1400,Add r u still in 2 it to the under the surface playlist,ADD A USE STELLIN TOIT TO BE UNDER THE SURFACE PLAINLEST,AddToPlaylist
3533,snips-train-1401,I'd like to move the artist named Matt Walker to the playlist grandes unplugged,I'D LIKE TO MOVE THE ARTIST NAMED MAT WALKER TO THE PLAILEST GRANDAS UNPLUGGED,AddToPlaylist
3534,snips-train-1402,I'd like to put duett onto my hot country playlist.,I'D LIKE TO PUT DOIT ONTO MY HOT COUNTRY PLAYLIST,AddToPlaylist
3535,snips-train-1403,Put King of America onto the playlist with the title a sudden rainstorm,PUT KING OF AMERICA ON TO THE PLAYLIST WID THE TITLE A SUDDEN DRAIN STOME,AddToPlaylist
3536,snips-train-1404,add paula abdul to Classic Acoustic playlist,AT BORLOG ON TO CLASSIC A COUSTIC CLEALIST,AddToPlaylist
3537,snips-train-1405,Put the artist Pat Monahan onto the emily dickinson playlist.,PUT THE ARTIST PAD MONO HENON TO THE EMILY DICKINSON PLAYLIST,AddToPlaylist
3538,snips-train-1406,Please add a track to my playlist called this is Coti,PLEASE ADATRACT TO MY PLAILEST CALLED THIS ASCOTI,AddToPlaylist
3539,snips-train-1407,Love In Paris needs some frank farian in the playlist.,LOVE IN PARIS NEED SOME FRANK FOREIGN IN THE PLAILEST,AddToPlaylist
3540,snips-train-1408,Add parempi mies to the Café con Leche playlist.,AD BARIM PIMIS TO THE CAFI ON LACHI PLAYLEST,AddToPlaylist
3541,snips-train-1409,add fabrice morvan to Folk for Kids,AD FABRIE MORE WENTY FOLK FOR KIDS,AddToPlaylist
3542,snips-train-141,put this song by rayvon on my all out 80s playlist,PUT THE SONG BY RIVON ON MY ALL OUT ITIS PLEALEST,AddToPlaylist
3543,snips-train-1410,add artist to lo mejor de los 00's,A DARTERS TO LOAM HOWTHY LAW SO OAS,AddToPlaylist
3544,snips-train-1411,Add My Very Best to my road trip playlist.,AT MY VERY BEST TO MY ROAD TRIP PLEALEST,AddToPlaylist
3545,snips-train-1412,add robin trower to feminist friday playlist,I DROBBIN TROY TO FEMINIST FRIDAY PLAILIST,AddToPlaylist
3546,snips-train-1413,Please add Emanuel Kiriakou to my playlist llegando a casa,PLEASE ADEN MANUEVERY AWKWARD TO MY PLALESTEGANDO O CASA,AddToPlaylist
3547,snips-train-1414,Add a tune to clásicos del hip hop español,A DE TUNE TO CLASSICOS DELL HIP HOPPES PANIOL,AddToPlaylist
3548,snips-train-1415,Add died to the todo latino playlist,ADDIED TO THE TORULATIN O PLALIST,AddToPlaylist
3549,snips-train-1416,add armand van helden to my black sabbath the ozzy years playlist,AD ARMIN VAN HELD INTO MY BLACK SABBIT THE OZY ER'S PLAINEST,AddToPlaylist
3550,snips-train-1417,Add this track to my This Is Thomas Rhett playlist,HAD THIS TRACK TO MY DHIS ASTOMISRETE PLEALIST,AddToPlaylist
3551,snips-train-1418,put coming back to life onto winter music,PUT COMING BACK TO LIFE ON TO WINTER MUSIC,AddToPlaylist
3552,snips-train-1419,Add natasha to my All Things Post playlist,ADNATOSH AR TO MY OLD THINGS POST PLEAILEST,AddToPlaylist
3553,snips-train-142,The Sleep Machine Waterscapes playlist needs some kris chetan ramlu in it.,THE SLEEPIN MACHINE WATER SCAPES PLAYLESS NEED SOME CREASE CHATIN ROMALU IN IT,AddToPlaylist
3554,snips-train-1420,add pete shelley to Is It New Wave,I'D BE CHELLY TO VISIT NEW WAVE,AddToPlaylist
3555,snips-train-1421,add falling upstairs to the playlist named chill out,AD FALLING UPSTAIRS TO THE PLAINLEST NAME CHILL OUT,AddToPlaylist
3556,snips-train-1422,add manuelita to my indiespensables playlist,ADMAN RELATED TO MY ENTIRE SPENSIBLES PLAILIST,AddToPlaylist
3557,snips-train-1423,Add song to instrumental study,ADD SONG TO INSTRUMENTAL STUDY,AddToPlaylist
3558,snips-train-1424,add the tune to my viajes playlist,ADD THE TUNE TO MY VELE HIS PLAYLEST,AddToPlaylist
3559,snips-train-1425,Add robin trower to the medieval 50 spotify picks playlist.,I DROBBIN TROER TO TE MEDIEVAL FIFTY SPOT OFI PIKS PLAYLIST,AddToPlaylist
3560,snips-train-1426,please add this artist to my Zen Focus playlist,PLEASE AD THIS ARTIST TO MY SAN FOCUS PLAILIST,AddToPlaylist
3561,snips-train-1427,Add this song to my list called The Birth of Cool,AD THE SONG TO MY LIST CALLED THE BIRD OF COOL,AddToPlaylist
3562,snips-train-1428,Please add to my playlist Hype the name introducing a r rahman,PLEASE ADD TO MY PLAINLEST HIGTHE NAME INTRODUCING A RAHEMAN,AddToPlaylist
3563,snips-train-1429,add Be Yourself Tonight to I Love My 90s Hip Hop,ADD BE YOURSELF TO NIGHT TO I LOVE MY INETISHI HOP,AddToPlaylist
3564,snips-train-143,Add teriazume to the nação reggae playlist,ADD TE RIJUMI TO THE NESAUREGI PLAYLIST,AddToPlaylist
3565,snips-train-1430,Add the frank beard song to the Soft Pop Hits playlist,AD THE FRANK BEARD SONG TO THE SOFT POP ITS PLEALEST,AddToPlaylist
3566,snips-train-1431,add Inca Roads to my weekend,ADDING CROTS TO MY WEAK END,AddToPlaylist
3567,snips-train-1432,Add d roc the executioner to my This Is Zezé Di Camargo & Luciano playlist.,AD BE ROBBED THE EXECUTIONER TO MY VIS ISESI BE CAMAGO AND LUCHANO PLAILIST,AddToPlaylist
3568,snips-train-1433,Add Famous to my playlist lo que suena new york,ADD FAMOUS TO MY PLAILEST LOW CASE WHEN IN NEW YORK,AddToPlaylist
3569,snips-train-1434,Add bilal to winter,AD BELONG TO WINTER,AddToPlaylist
3570,snips-train-1435,put artist Harry Burleigh on classical new releases spotify picks,PUT ARTIST HARRY BURLY ON CLASSICAL NEW RELEASES SPOTIFY PICKS,AddToPlaylist
3571,snips-train-1436,add little walter to Women of Comedy playlist,ADD LITTLE WALTER TO WOMEN OF COMEDY PLAYLEST,AddToPlaylist
3572,snips-train-1437,Add Grey Cloudy Lies to the hip hop playlist.,ABGRE CLOUDY LIES TO THE HYPOCLELEST,AddToPlaylist
3573,snips-train-1438,I'd like t add Day After Day to evangeline's Party of the Century playlist,I'D LIKE THE AT DAY AFTER DAY TO OF ANGERLINE'S PARTY OF THE CENTURY PLAYLIST,AddToPlaylist
3574,snips-train-1439,"add this album to my playlist named Café, Libros",ADD THE SALBUN TO MY PLAILEST NAMED CAFE LEBROS,AddToPlaylist
3575,snips-train-144,Add shot forth self living to my Folk Metal Warriors playlist.,ADD SHORT FORTSELF LIVING TO MY FORK METAL WARRIORS PLEILEST,AddToPlaylist
3576,snips-train-1440,Add don sebesky song to The Refugee Playlist,ADDON SUBESQISON TO THE REFUGY PLEALIST,AddToPlaylist
3577,snips-train-1441,Put wreck of the tennessee gravy train in the Kids Workout playlist.,POTRACK OF THE TENNESSEE GRAVY TRAINING THE KID'S WORK OUT PLAILIST,AddToPlaylist
3578,snips-train-1442,add this album to my All Out 70s playlist,ADD THE SALBUM TO MY ALL OUT SEVENTEY SPLAYLIST,AddToPlaylist
3579,snips-train-1443,Add One Good Reason to the bachelor party playlist,ADD ONE GOOD REASON TO THE BACHELOR PARTY PLEALIST,AddToPlaylist
3580,snips-train-1444,add this album to the playlist Guest List Engadget,ADD THE SALBUN TO THE PLAILEST GUEST LIST IN GADGET,AddToPlaylist
3581,snips-train-1445,Add the entire album into indie español,ADD THE ENTIRE ALBUM INTO INDIA SPAN NIOL,AddToPlaylist
3582,snips-train-1446,add Karin Dreijer Andersson in Escapada album,AD GRIDRIE RANDERSEN IN ESCUPARDA ALBUM,AddToPlaylist
3583,snips-train-1447,Add Theater to my New Metal Tracks playlist,ADPEATE TO MY NEW METAL TRACKS PLEYLIST,AddToPlaylist
3584,snips-train-1448,add robyn hitchcock to my romantic evening playlist,I DROB IN HITCHCOCK TO MY ROMANTIC EVENING PLAYLIST,AddToPlaylist
3585,snips-train-1449,add track to my life's short; play fast playlist,AD TRACK TO MY LIFE'S SHORT PLAYFAST PLEAY LIST,AddToPlaylist
3586,snips-train-145,Add Jack Be Nimble to my reggae bombastic list,AD JACK BE NIMBLE TO MY REGGI BOMBASTE CLIST,AddToPlaylist
3587,snips-train-1450,add song to Zen Focus playlist,ADD SONG TO ZAND FOCUS PLEALEST,AddToPlaylist
3588,snips-train-1451,Put this tune onto the signed xoxo playlist.,PUT THIS TEN ON TO THE SIGNED EXO EXO PLAILEST,AddToPlaylist
3589,snips-train-1452,put Sungmin into my summer playlist,PUT SUNG MEN INTO MY SOMWHAR PLALEST,AddToPlaylist
