,train_index,train_sentence,brian_sentence,train_label
2140,snips-train-11923,What time is The Lottery Man playing?,WHAT TIME IS THE LOTTERY MAN PLAYING,SearchScreeningEvent
2141,snips-train-11924,Find the schedule for No Time to Be Young at AMC Theaters .,FIND THE SHADULE FOR NO TIME TO BE YOUNG A T M C THEATRES,SearchScreeningEvent
2142,snips-train-11925,Please show me the closest movie house playing Wild on the Beach in 1 minute .,PLEASE SHOW ME THE CLOSEST MOVIE HOUSE PLAYING WILD ON THE BEACH IN ONE MINUTE,SearchScreeningEvent
2143,snips-train-11926,Find movie schedules for nearby films .,FIME MOVING SHARE CRANGS FROM THE ABOVE FHOAMS,SearchScreeningEvent
2144,snips-train-11927,Which cinema is playing Das Ende – Assault on Precinct 13 ?,WHICH CENAMUS PLAYING DACENDE ASSAULT ON PRECINC THIRTEEN,SearchScreeningEvent
2145,snips-train-11928,Find the schedule for The Cup Winner at the closest movie house .,FIND THE SHADGEL FOR THE COPWINNER AT THE CLOSEST MOVIE HOUSE,SearchScreeningEvent
2146,snips-train-11929,Show me movie times for movies in the neighborhood,THOWME MOVI TIMS FOR MOVIES IN THE NEIGHBOURHOOD,SearchScreeningEvent
2147,snips-train-1193,add the artist w g snuffy walden to my Billboard Latin Music Awards Finalists playlist,AT THE ARTIST W G SNUFFY WARNED INTO MY BILLBOND LIK IN MUSIC WHO WAND'S FINELIST PLAYLIST,AddToPlaylist
2148,snips-train-11930,What is the closest cinema with animated movies,WHAT IS THE CLOSEST CHINUMER WAS ANIMATED MOVES,SearchScreeningEvent
2149,snips-train-11931,Where is the closest movie theatre that is playing movies now,WHERE IS THE CLOSEST MOVIG THEATR THAT IS PLAYING MOVIES NOW,SearchScreeningEvent
2150,snips-train-11932,What films are playing at the nearest movie theatre,YET FOAMS ARE PLAYING AT THE NEAREST MOVITHEATRE,SearchScreeningEvent
2151,snips-train-11933,find a movie house closest with Beethoven Lives Upstairs,FIND THE MOVIE HOUSE CLOSEST WITH BREAT HOVEN LIVES UPSTAIRS,SearchScreeningEvent
2152,snips-train-11934,What movies are starting in 1 second at a theater in the neighborhood ?,WHAT MOVIES ARE STARTING IN ONE SECOND TO THEATRE IN THE NEIGHBORHOOD,SearchScreeningEvent
2153,snips-train-11935,What are the movie schedules for movies around here ?,WHAT ARE THE MOVIES SURE CHANGE FOR MOVIES AROUND HERE,SearchScreeningEvent
2154,snips-train-11936,I'd like to see movie times at Santikos Theatres,I'D LIKE TO SEE MOVY TIMES AT SONTIKROS THEATRES,SearchScreeningEvent
2155,snips-train-11937,find Andreas Hofer at elevenses,FINE MAMBRAUS HOFOR ERTYLEVENZES,SearchScreeningEvent
2156,snips-train-11938,show the movies at the nearest movie house,SHOW THE MOVEIS AT THE NEAREST MOVIE HOUSE,SearchScreeningEvent
2157,snips-train-11939,What time is Project Censored the Movie playing at the movie house,YAT TIME HES PROJECT SENSE OF THE MOVI PLAYING AT THE MOVIE HOUSE,SearchScreeningEvent
2158,snips-train-1194,add the track by Paul Gray to my 2010s smash hits playlist,AT THE TRACK BAPON GREAT TO MY TWO THOUSAND AND TEN SMASH HITS PLAILIST,AddToPlaylist
2159,snips-train-11940,Let me get the movie schedule for lunch time.,LET ME GET THE MOVIE SHEGUL FOR LONCH TIME,SearchScreeningEvent
2160,snips-train-11941,Find the schedule for Better This World at a movie house .,FIND THE CHADJUN FOR BETTER THIS WORLD AT A MOVIE HOUSE,SearchScreeningEvent
2161,snips-train-11942,Show me movie times for animated movies playing three hours from now in the neighbourhood .,SHALL WE MOVE TIMES OR ANIMATED MOVEIS PLAYING THREE HOURS FROM NOW IN THE NEIGHBORHOOD,SearchScreeningEvent
2162,snips-train-11943,When is We Stick Together Through Thick and Thin playing at ArcLight Hollywood ?,WHEN AS WE STICK TOGETHER THROUGH THICK AND THIN PLAYING AN ARK LIGHT HOLLYWOOD,SearchScreeningEvent
2163,snips-train-11944,show the schedule of movie Unborn but Forgotten,SHOW THE SHURDUL OF MOVE YON BEAN BUT FORGOTTEN,SearchScreeningEvent
2164,snips-train-11945,I'd like to see local movie times .,I'D LIKE TO SEE YOU UNCLE MOVY TIMES,SearchScreeningEvent
2165,snips-train-11946,in the neighbourhood find movies with movie times,IN THE NEIGHBORHOOD FINE MOVIES WITH MOVIE TIMES,SearchScreeningEvent
2166,snips-train-11947,What are the movie schedules,THET HATHER MOVE WE SHUD YUINGS,SearchScreeningEvent
2167,snips-train-11948,Find the schedule for Tailspin Tommy in the Great Air Mystery .,FIND THE SHADUL FOR TAILS PIN TOMMY IN THE GREAT AIR MYSTERY,SearchScreeningEvent
2168,snips-train-11949,When is Sea of Fear being shown at the closest movie theatre ?,WHEN THE SEA OF THEA BEING SHOWN AT THE CLOSEST MOVE IN THEATRE,SearchScreeningEvent
2169,snips-train-1195,add this track to my Dinnertime Acoustics playist,AD THIS TRACK TO MY DINNER TIME TEH COSTIX PLAYIST,AddToPlaylist
2170,snips-train-11950,Find the movie schedule for 1253 AM,FIND THE MORECURGUL FOR ONE THOUSAND TWO HUNDRED AND FIFTY THREE A M,SearchScreeningEvent
2171,snips-train-11951,can i have the local movie times,CAN I HAVE A LINKY NUVRE TARMS,SearchScreeningEvent
2172,snips-train-11952,Is Jack the Ripper playing in one hour at the nearest movie house ?,IS JACK THEROPAPLAYING IN ONE HOUR AT THE NEAREST MOVIE HOUSE,SearchScreeningEvent
2173,snips-train-11953,What are the movie schedule at Malco Theatres,WHAT OF THE MOVI SHEGUL AT MILE CAROTHEATRS,SearchScreeningEvent
2174,snips-train-11954,Find the schedule for movies at Harkins Theatres .,FIND THE SHEGUN FOR MOVIES AT HARKINS THEATRES,SearchScreeningEvent
2175,snips-train-11955,what animated movies are showing in the neighborhood,WHAT AMA MIT IT MOVES ARE SHOWING IN THE NEIGHBOURHOOD,SearchScreeningEvent
2176,snips-train-11956,What films are at the nearest movie theatre,WHAT FIRMS ARE AT A NARISHD MOVI THEATRE,SearchScreeningEvent
2177,snips-train-11957,Can i get the listings for the film at the nearest movie theatre ?,CAN I GET THE LISTINGS FOR THE FILM AT THE NEAREST MOVI THEATRE,SearchScreeningEvent
2178,snips-train-11958,What time is Pussyfoot playing at Pacific Theatres ?,WHAT TIME AS PUSSY FOOT PLAYING AN PACIFIC THEATRES,SearchScreeningEvent
2179,snips-train-11959,"find the nearest movie house showing Good Morning, Babylon",FINE THE NEAREST MOVIE HOUSE SHOWING GOOD MORNING BABYLOM,SearchScreeningEvent
2180,snips-train-1196,add my album to This Is Al Green,AT MY ALBUM TO VISIZALGREEN,AddToPlaylist
2181,snips-train-11960,What films are at IMAX Corporation at 11 p.m.,YET FOAMS ARE AT AR MAX CORPORATION AT ELEVEN P M,SearchScreeningEvent
2182,snips-train-11961,11 seconds from now find a cinema with First Monday in October,ELEVEN SECONDS FROM NOW FINE THE CYLIMO WITH FIRST MONDAY IN OCTOBER,SearchScreeningEvent
2183,snips-train-11962,What movies are playing at Cineplex Odeon Corporation ?,YET MOVIES ARE PLAYING ITH CYNIPLEXURDIINCULPERATION,SearchScreeningEvent
2184,snips-train-11963,I'd like to watch All on the Red at 9 o'clock,I'D LIKE TO TE ACTILAM A WORD AT MY MAPER,SearchScreeningEvent
2185,snips-train-11964,Find time for movie times now,FIND TIME FOR MOVI TIMES NOW,SearchScreeningEvent
2186,snips-train-11965,Can you let me know what animated movies are playing close by ?,CAN YOU LET ME KNOW WHAT UNIMATED MOVE IRS ARE PLAIN CLOSE BY,SearchScreeningEvent
2187,snips-train-11966,What is the movie schedule for animated movies in the area,WHAT IS THE MOVIG SHEDULE FOR ANIMATED MOVINGS IN THE AREA,SearchScreeningEvent
2188,snips-train-11967,Is Millions in the Air playing at the cinema,IS MILLIONS IN THE AIR PLAYING ITH THE CINEMA,SearchScreeningEvent
2189,snips-train-11968,show movie times for AMC Theatres,TOMOVI TIMES FOR RA M C THEATRES,SearchScreeningEvent
2190,snips-train-11969,Find the schedule for The Devil Diamond at a movie theatre .,FIND THE SHUDGUL FOR THE DEVIL DIAMONDER THE MOVE THEATRE,SearchScreeningEvent
2191,snips-train-1197,Add a track to my dinner playlist,OUT A TRACK TO MY DINNER PLAYLIST,AddToPlaylist
2192,snips-train-11970,find close by movie schedule movies,FIME CLOSE BY MOVI SHADU MOVES,SearchScreeningEvent
2193,snips-train-11971,movie schedules at Southern Theatres,MOVI CHAJONS AT SOVERN THEATRES,SearchScreeningEvent
2194,snips-train-11972,What time is High Tide at Noon showing,WHAT TIME HE'S HIGH TARD OT MOON SHOWING,SearchScreeningEvent
2195,snips-train-11973,What films are playing at the nearest movie theatre,YET FOAMS ARE PLAYING AT THE NEAREST MOVITHEATRE,SearchScreeningEvent
2196,snips-train-11974,Is A Tree Grows in Brooklyn playing in one hour,IS OR  TREE GROWS AND BROOKS AND PLAYING IN ONE HOUR,SearchScreeningEvent
2197,snips-train-11975,When is Up the Yangtze playing at Goodrich Quality Theaters,WHEN ESUP THE YANSE PLAYING AT GOODRICH QUALITY THEATRES,SearchScreeningEvent
2198,snips-train-11976,please give me the movie schedule,PLEASE GIVE ME THE MOVE SHEDYOU,SearchScreeningEvent
2199,snips-train-11977,Show me the closest 12 A.M. showing at a movie house of an animated movie,SHOW ME THE CLOSEST TWELVE A M SHOWING AT MOVIE HOUSE OF ANANIMATED MOVIE,SearchScreeningEvent
2200,snips-train-11978,Check movie schedules and find which animated movies are being aired in the neighborhood movie halls.,CHECK MOVE SHEGELS AND FIND WHICH ANIMATED MOVIES ARE BEING ED IN THE NEIGHBOURHOOD MOVI HANES,SearchScreeningEvent
2201,snips-train-11979,What time can I watch Son of Rambow Tonight at Fox Theatres,YET TIME CAN I WATCH SON OF RAMBLE TI NIGHT AT FOX THEATRES,SearchScreeningEvent
2202,snips-train-1198,Can the artist big mama thornton be put onto my Trabajo Relax playlist?,CAN THE ARTIST BIG MAMMOTHORNTON BE PUT ON TO MY TRIL BAR HO RELAX PLAYLIST,AddToPlaylist
2203,snips-train-11980,What movies are playing in the area ?,WHAT MOVIES ARE PLAYING IN THE AREA,SearchScreeningEvent
2204,snips-train-11981,What films are scheduled around here ?,WHAT FOAMS ARE SHEDGING ROUND HERE,SearchScreeningEvent
2205,snips-train-11982,Can I get the Cineplex Odeon Corporation showings for Small Town Story ?,CAN I GET THE CENIPLEX ODIUM CORPORATION SHOWINGS FOR SMALL TOWN STORY,SearchScreeningEvent
2206,snips-train-11983,Is The Country Doctor on the schedule at any theater near me?,IS THE COUNTRY DOCTOR ON THE CHEDUL AT ANY THEATR NEAR ME,SearchScreeningEvent
2207,snips-train-11984,What time are movies showing at Megaplex Theatres,IF TIME AR MOVE IS SHOWING IT MAGOPLEX THEATRES,SearchScreeningEvent
2208,snips-train-11985,what films are showing nearby,WHAT THONES ARE SHOWING MEA BY,SearchScreeningEvent
2209,snips-train-11986,What time is The Corner playing,YAC CHARMIS THE CORNER PLAYING,SearchScreeningEvent
2210,snips-train-11987,I'd like to watch films at Marcus Corporation at twelve P.M.,I'D LIKE TO YAC FRAMES OF MACCUS COPORATION OF TWELVE P M,SearchScreeningEvent
2211,snips-train-11988,Find me the movie schedule for ArcLight Hollywood,FIND ME THE MOVY SHEDGUN FOR OUR CLITE HENRYWOOD,SearchScreeningEvent
2212,snips-train-11989,Can i get todays movie schedule for the movies that are close by ?,CAN I GET TO DAY'S MOVIE SHEGEL FOR THE MOVIES THAT ARE CLOSE BY,SearchScreeningEvent
2213,snips-train-1199,Can you add Esquivando charcos to my playlist entitled the piano bar,CAN YOU ADDESS QUAVANDO CHARCOAS TO MY PLAYLIST ENTITLED THE PIANO BA,AddToPlaylist
2214,snips-train-11990,Give me Pacific Theatres movie schedules,GIVE ME PACIFIC THEATRES MOVIE SHEDULS,SearchScreeningEvent
2215,snips-train-11991,Find movie schedules .,FINE MOVE WE SHER JUELS,SearchScreeningEvent
2216,snips-train-11992,What animated movies are playing at the closest cinema,WHAT ANTER MAKE IT MOVEIS ARE PLAYING AT THE CLOSEST SYNEMA,SearchScreeningEvent
2217,snips-train-11993,find movies nearest to a movie house,FIND MOVIES NEAR US TO A MOVIE HOUSE,SearchScreeningEvent
2218,snips-train-11994,find Hear Me Good,FIND HERE ME GOOD,SearchScreeningEvent
2219,snips-train-11995,can I get the movie schedules,CAN I GET THE MOVE WE SHED JULES,SearchScreeningEvent
2220,snips-train-11996,show the schedule of movie times,SHALL THE SHUDDULE OF MOVIE TIMES,SearchScreeningEvent
2221,snips-train-11997,Find movie schedules for animated movies in the area,FINE MOVING SHEGINGS FOR ANIMATED MOVINGS IN THE AREA,SearchScreeningEvent
2222,snips-train-11998,She me the movie times,SHE ME THE MOVE TIMES,SearchScreeningEvent
2223,snips-train-11999,When is The Great Question playing at the closest movie house ?,WHEN IS THE GREAT QUESTION PLAYING IT THE CLOSEST MOVIE HOUSE,SearchScreeningEvent
2224,snips-train-12,add Classic Punk by Chab,AT CLASSHIC PUNK BAR CHOB,AddToPlaylist
2225,snips-train-120,Put a track by lil mama into my guest list sneaky zebra playlist.,PUTER TRACK BY LITTLE MOMMERINTO MY GUESTLEST SMEEK IS AVRPLANIST,AddToPlaylist
2226,snips-train-1200,add Tracy Chapman to Late Night Jazz,AD TRICEE CHAPMAN TO LATE NIGHT JOWS,AddToPlaylist
2227,snips-train-12000,What time does Tie a Yellow Ribbon play at Magic Johnson Theatres ?,WHAT TIME DOES TIE A YELLOW RIBB ON PLAY OF MAGIC JOHNSON THEATRES,SearchScreeningEvent
2228,snips-train-12001,I want to see the movie schedule for KB Theatres .,I WANT TO SEE THE MOVI SHEDULE FOR KAB THEATRES,SearchScreeningEvent
2229,snips-train-12002,what animated movies can i see at Malco Theatres,WHAT AR TE MAKE IT MOVE IT CANNI SEE IT MILE CARROL THEATRES,SearchScreeningEvent
2230,snips-train-12003,find movie schedules,FINE MOVE WE SHER JUELS,SearchScreeningEvent
2231,snips-train-12004,What are the movie schedules for movies playing in the neighborhood,YET HAR THE MOVE I SHURE CHANGE FOR MOVIES PLAYING IN THE NEIGHBORHOOD,SearchScreeningEvent
2232,snips-train-12005,What local movie house is playing Beat the Drum,WAK LOCAL MOVIE HOUSES PLAYING BEAT THE DRUM,SearchScreeningEvent
2233,snips-train-12006,i need movie times for movies in the area,I NEED MOVY TIMES FFOR MOVINGS IN THE AREA,SearchScreeningEvent
2234,snips-train-12007,I'd like to watch Bound for Glory at the closest movie theatre at 214108,I'D LIKE TO WATCH BOUND FOR GLORY AT THE CLOSEST MOVI THEATRE AT TWO HUNDRED AND FOURTEEN THOUSAND ONE HUNDRED AND DATE,SearchScreeningEvent
2235,snips-train-12008,find a movie schedule in the neighborhood for animated movies,FIND A MOVI SHEGEL IN THE NEIGHBOURHOOD FOR ANIMATED MOVES,SearchScreeningEvent
2236,snips-train-12009,Find Captain Kronos - Vampire Hunter .,FOREIGN CAPTAN CRONOCH VAMPARA HUMTER,SearchScreeningEvent
2237,snips-train-1201,Add another tune to kristine's laundry playlist.,ADD ANOTHER TUNE TO CHRISTIN'S LAUNDRY PLAYLIST,AddToPlaylist
2238,snips-train-12010,what movie is at Loews Cineplex Entertainment,WHAT MOVI IS AT LOS AND O PLEX ENTERTAINMENT,SearchScreeningEvent
2239,snips-train-12011,List movie schedule,LEST MOV E SHED YOU,SearchScreeningEvent
2240,snips-train-12012,find some close by movies,FIND SOME CLOSE BY MOVES,SearchScreeningEvent
2241,snips-train-12013,show movie schedules at Megaplex Theatres,HEL MOVI SHEGILS AT MEGOPLEX  THEATRES,SearchScreeningEvent
2242,snips-train-12014,What are the movie times for Amco Entertainment,WHAT HARTHE MOVI TIMES FOR AMGER ENTERTAINMENT,SearchScreeningEvent
2243,snips-train-12015,"I'd like to watch movies around here , can I see the movie schedules",I'D LIKE TO WATCH MOVE IS AROUND HERE CANNOS E THE MOVE E SHEDGULS,SearchScreeningEvent
2244,snips-train-12016,what movies are playing in the neighborhood,WHAT MOVIES ARE PLAYING IN THE NEIGHBOURHOOD,SearchScreeningEvent
2245,snips-train-12017,What time is Sontha Ooru playing,YAT TIME ME SOMETHORU PLAYING,SearchScreeningEvent
2246,snips-train-12018,Can I get the movie schedules for Southern Theatres at around 1502,CAN I GET EM INVISHAGES FOR SOUTHERN THEATRES THAT AROUND ONE THOUSAND FIVE HUNDRED AND TWO,SearchScreeningEvent
2247,snips-train-12019,Find me a showing of The Vanquished that starts nine hours and 1 second from now .,FIND ME A SHOWING OF THE VANQUISH THAT STARTS NINE HOURS AND ONE SECOND FROM NOW,SearchScreeningEvent
2248,snips-train-1202,Put this shelter from the storm on r&b party classics,PUT THIS SHELTER FROM THE STEAM ON ARAND BEE PARTY CLASSIC,AddToPlaylist
2249,snips-train-12020,What animated movies are playing nearby right now ?,WHAT IAMAT IT MOVES ARE PLAYING MER BY RIGHT NOW,SearchScreeningEvent
2250,snips-train-12021,What animated movies are playing at Pacific Theatres,WHAT AR TO MAKE IT MOVE IS ARE PLAYING AT PACIFIC THEATRES,SearchScreeningEvent
2251,snips-train-12022,Show me the nearest movie house showing He Won a Ranch,SHOW ME THE MEREST MOVI HOUSE SHOWING HE WAN A RANGE,SearchScreeningEvent
2252,snips-train-12023,find animated movies at the nearest movie theatre,FINE AMINATED MOVIES AT THE NEAREST MOVING THEATRE,SearchScreeningEvent
2253,snips-train-12024,Fine a movie schedule .,FINE A MOVE E SHED YOU,SearchScreeningEvent
2254,snips-train-12025,Can i get the movie schedule for Megaplex Theatres .,CAN I GET THE MOVI SHEDULE FROM MEGOPLEX THEATRES,SearchScreeningEvent
2255,snips-train-12026,Which movie theatre nearest me is showing animated movies starting now ?,WHICH MOVI HEATER MEREST ME IS SHOWING ANIMATED MOVIES STARTING NOW,SearchScreeningEvent
2256,snips-train-12027,Give me showtimes for The Tenth Woman at the movie house .,GIVE ME SHARE TIMES FOR THE TENTH WOMAN OT THE MOUVIE HOUSE,SearchScreeningEvent
2257,snips-train-12028,find a cinema closest with animated movies,FIND THE CENEME CLOSEST WITH ANIMATED MOVES,SearchScreeningEvent
2258,snips-train-12029,Show me the movie schedules for the nearest movie theatre in Invasion U.S.A. .,SHOW ME THE MOVI SHEGELS FOR THE NEAREST MOVEE THEATRE IN INVASION YOU SSAY,SearchScreeningEvent
2259,snips-train-1203,add scarlet begonias to my para entrenar playlist,AND SCARLET BIGANIUSE TO MY PARALLENTRINEARPLAYLIST,AddToPlaylist
2260,snips-train-12030,Tell me what movies are showing at seven am at the closest movie house .,TELL ME WHAT MOVE YES ARE SHOWING AT SEVEN AM AT THE CLOSEST MOVEE HOUSE,SearchScreeningEvent
2261,snips-train-12031,Can I get the newest listings for movies at Harkins Theatres,CAN I GET THE NEWEST LISTINGS FOR MOVIES AT HARKINS THEATRES,SearchScreeningEvent
2262,snips-train-12032,What are the movie schedules for animated movies playing in the neighborhood,WHAT HARE THE MOVEI SHURD CANGE FOR ANIMATED MOVE IS PLAYING IN THE NEIGHBORHOOD,SearchScreeningEvent
2263,snips-train-12033,Show films at the nearest cinema,SHOW FILMS OF THE NEAREST SINOMA,SearchScreeningEvent
2264,snips-train-12034,What time is Stranger in Town playing at the nearest cinema ?,WHAT TIME HE STRANGE OR IN TOWN PLAYING AT THE MEREST CYNIMA,SearchScreeningEvent
2265,snips-train-12035,show movie schedule at Cinemark Theatres,SHE MOVI SHEGUL E TENAMARC THEATRES,SearchScreeningEvent
2266,snips-train-12036,Find the schedule for films at the closest movie house .,FINE THE SHADUN FULFILMS AT THE CLOSEST MOVE HOUSE,SearchScreeningEvent
