,train_index,train_sentence,emma_sentence,train_label
4233,snips-train-2031,restaurant in Zambia that is close for a party of 10,RESTAURANT IN ZAMBIA THAT IS CLOSE FOR A PARTY OF TEN,BookRestaurant
4234,snips-train-2032,I need a diner,I NEED A DINAH,BookRestaurant
4235,snips-train-2033,"Please book a restaurant for party of 1 in Seeley Lake on july the fourteenth, 2022 .",PLEASE BOOK A RESTAURANT FOR PARTY OF ONE IMCILI LAC ON JULY FOURTEENTH TWENTY TWENTY TWO,BookRestaurant
4236,snips-train-2034,Find a reservation for a restaurant in Hong Kong for seven people,FIND A RESERVATION FOR A RESTAURANT IN HONKONG FOR SEVEN PEOPLE,BookRestaurant
4237,snips-train-2035,Book a restaurant in Papua New Guinea for me and my daughters,BOOK A RESTAURANT IN PAPA NEW GUINE FOR ME AND MY DAUGHTERS,BookRestaurant
4238,snips-train-2036,"Reserve a table for 3 people at The Cubby Bear ,  in Comoros .",RESERVE A TABLE FOR THREE PEOPLE AT THE CABIBER IN COMEROS,BookRestaurant
4239,snips-train-2037,Reserve a table for teresa and elnora at a fast food joint which serves fish and chips,RESERVE A TABLE FOR TERESA AND ELNOR AT A FAST FOOD JOINT WHICH SERVES FISH AND CHIPS,BookRestaurant
4240,snips-train-2038,"Book a table for 6 at a restaurant in Pershing Square, Manhattan at two am",BOOK AT TABLE FOR SIX A TERRESTAURANT IN PERSHING SQUARE MANHATAN AT TU AM,BookRestaurant
4241,snips-train-2039,book a table for 6 at a restaurant in Nebraska,BOOK AT TABLE FOR SIX ATERRESTAURANT IN LOBRASKA,BookRestaurant
4242,snips-train-204,add the song to the Dub On The Beach playlist,ADD THE SONG TO THE DABON THE BEECH PLAYLIST,AddToPlaylist
4243,snips-train-2040,I need seats for 6 at a place in AK,I NEED SEATS FOR SIX AT A PLACE IN AC,BookRestaurant
4244,snips-train-2041,"I'd like a table for natasha, bettye and kimberley at a coffeehouse with a smoking room",I'D LIKE A TABLE FOR NATASHA BETTY AND KIMBLEY AT I COFFEE HOUSE WITH THE SMOKING ROOM,BookRestaurant
4245,snips-train-2042,book a restaurant for five in karnataka,BOOK A RESTAURANT FOR FIVE INCANATUCE,BookRestaurant
4246,snips-train-2043,Book me a reservation for Fatty Crew in 13 weeks in Haskell,BOOK MERE RESERVATION FOR FATTY CREW IN THIRTEEN WEEKS IN HASCOL,BookRestaurant
4247,snips-train-2044,I want to go to a highly rated fast food restaurant around Togo with two people total.,I WANT TO GO TO A HIGHLY RATED FAST FOOD RESTAURANT AROUND TOGO WITH TWO PEOPLE TOTAL,BookRestaurant
4248,snips-train-2045,"book a table in Mississippi on May nineteenth, 2034 for me, silvia and sandy",BOOK AT TABLE IN MISSISSIPPI ON MAY NINETEENTH TWENTY THIRTY FOUR FOR ME SILVIA AND SANDY,BookRestaurant
4249,snips-train-2046,Book a tavern in Colorado for two,BOOK A TAVERN IN COLORADO FOR TWO,BookRestaurant
4250,snips-train-2047,Book a restaurant in Delhi Arkansas for three people.,BOOK A RESTAURANT IN DELLI AR CONSORE FOR THREE PEOPLE,BookRestaurant
4251,snips-train-2048,"Book reservations at restaurant in Edgemoor NM on august 3, 2024",BOOK RESERVATIONS AT RESTAURANT IN AGE MORE NEW MEXICO ON AUGUST THIRD TWENTY TWENTY FOUR,BookRestaurant
4252,snips-train-2049,"I want to take christy, louise and alexandra to eat at 173804 anywhere in NE",I WANT TO TAKE CHRISTY LOUISE AND ALEXANDRA TO EAT AT ONE HUNDRED AND SEVENTY THREE THOUSAND EIGHT HUNDRED AND FOUR ANYWHERE IN ME,BookRestaurant
4253,snips-train-205,add the album to the Six string peacefulness playlist,ADD THE ALBUM TO THE SIX DRINK PEACEFULNESS PLAYLIST,AddToPlaylist
4254,snips-train-2050,Book a restaurant for 3 people at eighteen oclock in Saint Vincent and the Grenadines .,BOOK A RESTAURANT FOR THREE PEOPLE AT EIGHTEEN O'CLOCK IN SAINT VINCENT AND THE GRENADINES,BookRestaurant
4255,snips-train-2051,"Reserve a spot at indoor restaurant on june the 15th , 3 guests",RESERVE A SPOT AT HINDOR RESTAURANT ON DURING THE FIFTEENTH THREE GUESTS,BookRestaurant
4256,snips-train-2052,Find a reservation at Berowra Waters Inn in Australia in 2 years,FIND A RESERVATION AT BARARI WATERS AN IN AUSTRALIA AND TWO YEARS,BookRestaurant
4257,snips-train-2053,I would like to book Thomas Hynes House for 6 in Minnesota,I WOULD LIKE TO BOOK THOMAS HINE'S HOUSE FOR SIX IN MINNESOTA,BookRestaurant
4258,snips-train-2054,Book reservations at a restaurant in MI seven weeks from now,BOOK RESERVATIONS AT A RESTAURANT IN ME SEVEN WEEKS FROM NOW,BookRestaurant
4259,snips-train-2055,book a table at Atlantic Grill in Lofgreen,BOOKET TABLE AT ATLANTIC GRILL IN LOFT GREEN,BookRestaurant
4260,snips-train-2056,I need a restaurant on july 18th in Rose Bud,INED A RESTAURANT ON JULY EIGHTEENTH IN ROSE BUD,BookRestaurant
4261,snips-train-2057,John Ross House restaurant in town and close-by,JOHN ROSS HOUSE RESTAURANT IN TOWN AND CLOSE BY,BookRestaurant
4262,snips-train-2058,Make me a reservation in Crugers at Marlton Circle for a party of eight,MAKE ME A RESERVATION IN CROUGERS AD MALTON CIRCLE FOR A PARTY OF EIGHT,BookRestaurant
4263,snips-train-2059,Find me a nice restaurant in Mulvane .,FIND ME A NICE RESTAURANT IN MOVAIN,BookRestaurant
4264,snips-train-206,I want this album on my Indie Alternativa playlist,I WANT THIS ALBUM ON MY INDIALTURN ATIVA PLAYLIST,AddToPlaylist
4265,snips-train-2060,"I'd like to eat at a top-rated place on nov. the twenty-sixth in the food court , I need reservations for 7 in the city of Kane or somewhere near there.",I'D LIKE TO EAT AT A TOP RATED PLACE ON NOVEMBER T E TWENTY SIXTH IN THE FOOD COURT I NEED RESERVATIONS FOR SEVEN IN THE CITY OF CAN OR SOMEWHERE NEAR THERE,BookRestaurant
4266,snips-train-2061,antoinette and I want to eat at an oyster bar that serves pizzette in South Duxbury ME,ENTWINE AND I WANT TO EAT AT AN OYSTE TO BARTHAT SERVES BEATS IT IN SOUTH DAXSPER RYMAIN,BookRestaurant
4267,snips-train-2062,"Book a reservation at a restaurant with me, matilda and deana",VOKE RESERVATION AT A RESTAURANT WITH ME MATILDA AND DIANA,BookRestaurant
4268,snips-train-2063,book a osteria with smoking room in Creola,BOOK OSTEREA WITH SMOKING ROOM IN CREALA,BookRestaurant
4269,snips-train-2064,book a cafe in Romania,VOCACAFI IN RUMANIA,BookRestaurant
4270,snips-train-2065,I'd like to get reservations for four at a restaurant that serves apple sauce .,I'D LIKE TO GET RESERVATIONS FOR OR AT A RESTAURANT THAT SERVES APPLE SOURCE,BookRestaurant
4271,snips-train-2066,book a table in Tennessee for 1 for next August,BOOK AT TABLE IN TENNESSEE FOR ONE FOR NEXT AUGUST,BookRestaurant
4272,snips-train-2067,me and my mummy want to go to an indian bar next winter within the same area of Cortelyou Rd,ME AND MY MAMMY WANT TO GO TO AN INDIAN BAR NEXT WINTER WITHIN THE SAME MARIA OF COURT TELLY ROD,BookRestaurant
4273,snips-train-2068,I need reservations at a restaurant at 20 o'clock in FM,I NEED RESERVATIONS AT A RESTAURANT AT TWENTY O'CLOCK IN AF AM,BookRestaurant
4274,snips-train-2069,I want top-rated veneto cuisine at a restaurant in Antietam for 2 .,I WANT TOP RATED VENITO QUESINITA RESTAURANT IN ANTITUM FOR TWO,BookRestaurant
4275,snips-train-207,Add the current tune to my Evening Groove list,ADD THE CURRENT TUNE TO MY EVENING GRUVE LIST,AddToPlaylist
4276,snips-train-2070,I want to book The Commons Restaurant for five on Dec. the eighth,I WANT TO BOOK THE COMMONS RESTAURANT FOR FIVE ON DECEMBER EIGHTH,BookRestaurant
4277,snips-train-2071,I need a table in East Timor for a party of nine at 5 North St,I NEED A TABLE AN ECE TEA MORE FOR A PARTY OF NINE AT FIVE NORTH STTREET,BookRestaurant
4278,snips-train-2072,Book a highly rated restaurant with northeastern for 10 in Satanta,BOOK A HIGHLY RATED RESTAURANT WITH NORTHEASTERN FOR TERN INSIDANTA,BookRestaurant
4279,snips-train-2073,Please book reservations for 3 people at a restaurant in Alderwood Manor,PLEASEBOOK RESERVATIONS FOR THREE PEOPLE AT A RESTAURANT IN OLDERWOOD MANNER,BookRestaurant
4280,snips-train-2074,Please book me a table at a food court faraway from Saint Kitts and Nevis .,PLEASE BOK ME A TABLE AT A FOOD COUGT FAR AWAY FROM SAINT KITS AND NEVIS,BookRestaurant
4281,snips-train-2075,Let me get reservations at a place neighboring Indonesia on August the nineteenth .,LET ME GET RESERVATIONS AND A PLACE NEIGHBORING INDENESIA ON AUGUST THE NINETEENTH,BookRestaurant
4282,snips-train-2076,"book James D. Conrey House for madeleine, keisha and clara alvarez far from your colleague's college",BOOK JAMES DECONRY HOUSE FOR MADLIN CESHA AND CLARA ALVERES FAR FROM YOUR COLLEAGUES COLLEGE,BookRestaurant
4283,snips-train-2077,Book a russian restaurant for 4 people.,BOOK A RUSSIAN RESTAURANT FOR FOUR PEOPLE,BookRestaurant
4284,snips-train-2078,"I need a restaurant booking for 2 people this month at a indian place in Climax Springs , New Mexico .",I NEED A RESTAURANT BOKING FOR TWO PEOPLE THIS MONTH AT A INDIAN PLACE IN CLIMAX SPRINGS NEW MEXICO,BookRestaurant
4285,snips-train-2079,Book a popular joint in Ocean Gate for seven people at elevenses .,BOKA POPULAR JOINED IN OTION GATE FOR SEVEN PEOPLE AT ELEVANSES,BookRestaurant
4286,snips-train-208,Add Welcome to the Cruel World to my Reggae Classics playlist,ADD WELCOME TO THE CRUEL WORLD TO MY RAGE CLASSICS PLAYLIST,AddToPlaylist
4287,snips-train-2080,Find a table at a restaurant in Bynum CA at 0959 PM,FIND A TABLE AT A RESTAURANT IN BINAM CALIFORNIRAT O NINE FIVE NINE P M,BookRestaurant
4288,snips-train-2081,I want to eat close by East Brady for seven people,I WANT TO EAT CLOSE BY EAST BRADY FOR SEVEN PEOPLE,BookRestaurant
4289,snips-train-2082,book a stuffed ham serving pizzeria in Independence Corner,BOOK A STUFFED HAM SERVING BEAT SEREAR IN INDEPENDENCE CORNER,BookRestaurant
4290,snips-train-2083,I want to book a table at a nearby restaurant in Andorra for me and my kids .,I WANT TO BOOK A TABLE AT A NEAR BY A RESTAURANT IN ANTORA FOR ME AND MY KIDS,BookRestaurant
4291,snips-train-2084,Find me a table for 1 at a restaurant with a pool at 3 am in Hitchcock FL,FIND ME A TABLE OR ONE AT A RESTAURANT WITH A POOL AT THREE A M IN HITCHCOOK FLORIDA,BookRestaurant
4292,snips-train-2085,book a food truck in Nisswa for 4 at 5 pm,BOOK A FOOD TRUCK EN THIS WORT FOR OUR AT FIVE P M,BookRestaurant
4293,snips-train-2086,book a spot for me and sonja at a popular pizzeria,BOOK A SPORT FOR ME AND SONYOU OT O POPULAR PETE SEREA,BookRestaurant
4294,snips-train-2087,"book a spot for gay ramos, janice gonzales and I at a bar in Timbo",BOOK ESPORT FOR GA RAMOS JANIS CONZALES AND IATEBAR EN TIMBU,BookRestaurant
4295,snips-train-2088,Reserve me seating midday at Bear Hotel,RESERVE ME SEATING MIDDAY AT BEAR HOTEL,BookRestaurant
4296,snips-train-2089,Book a reservation for a southern brazilian restaurant for 10 people within walking distance of Broadway-Lafayette St,BOOK A RESERVATION FOR A SOUTHERN BRAZILIAN RESTAURANT FOR TEN PEOPLE WITHIN WALKING DISTANCE OF BROADWAY LAFAIETTE STREET,BookRestaurant
4297,snips-train-209,Add Ronski Speed to sweet soul chillout,ADRONSKI SPEED TO SWEET SOL CHILLOUD,AddToPlaylist
4298,snips-train-2090,I want to book a restaurant in Keeling Islands for a party of ten,I WANT TO BOOK A RESTAURANT IN KELING ISLANDS FOR A PARTY OF TEN,BookRestaurant
4299,snips-train-2091,book a table for a Macedonia restaurant,BOOK AT TABLE FOR A MACEDONIA RESTAURANT,BookRestaurant
4300,snips-train-2092,Need a table at a fast food restaurant for me and my kids in Brusly Landing,NEED A TABLE AT A FAST FOOD RESTAURANT FOR ME AND MY KIDS IN BRUSHLY LANDING,BookRestaurant
4301,snips-train-2093,"Reserve a table in Top of the Mark Lambertville , Vermont .",RESERVE A TABLE IN TOP OF THE MARK LAMBUTVILLE VERMOND,BookRestaurant
4302,snips-train-2094,Book the Bobcat Bite .,BOOK THE BOB CANT BITE,BookRestaurant
4303,snips-train-2095,Book a brasserie in the Falkland Islands for this week .,BOCOBRASSARY IN THE FULKLAND ISLANDS FOR THIS WEEK,BookRestaurant
4304,snips-train-2096,I want to book a cafe for 3 in Fargo,I WANT TO BOOK A CAFE FOR THREE IN FAGO,BookRestaurant
4305,snips-train-2097,book a spot in 1 second that is neighboring robin's hotel,BOOK A SPOT IN ONE SECOND THAT HIS NEIGHBOURING ROBINS HOTEL,BookRestaurant
4306,snips-train-2098,Find a table for two in a place not far in Culdesac,FIND A TABLE FOR TWO IN A PLACE NOT FAR IN CALDISAC,BookRestaurant
4307,snips-train-2099,book a cafeteria having pool for four in Algeria,BOOKACAFATERIA HAVINGPOOL FOR OUR IN ALGERIA,BookRestaurant
4308,snips-train-21,add when ice met cream to This Is Alejandro Fernández playlist,AD WHEN ICE MET GREAM TO THIS IS ALE HANDROFER NANDES PLAILEST,AddToPlaylist
4309,snips-train-210,Add artist to ina's 2010s smash hits,ADD ARTIST TO ENAS TWO THOUSAND AND TEN SMASH HITS,AddToPlaylist
4310,snips-train-2100,I'd like to eat salads at a restaurant,I'D LIKE TO EAT SALADS AT A RESTAURANT,BookRestaurant
4311,snips-train-2101,Book a reservation for Gaslight Tavern on may the twenty-seventh,BOOK IRRESERVATION FOR GASLIGHT TAVERN ON MAY THE TWENTY SEVENTH,BookRestaurant
4312,snips-train-2102,Make me a reservation in South Carolina,MAKE MERE RESERVATION IN SOUTH CAROLINA,BookRestaurant
4313,snips-train-2103,make a reservation at a bakery that has acquacotta in Central African Republic for five,MAKE A RESERVATION A DEBAKERY HAT HAS A QUICOTTA IN CENTRAL AFRICAN REPUBLIC FOR FIVE,BookRestaurant
4314,snips-train-2104,Reservea  table for five people on september second in Gabon .,RESERVIE AT TABLE FOR FIVE PEOPLE ON SEPTEMBER SECOND IN CABON,BookRestaurant
4315,snips-train-2105,I need to book a table at a nearby restaurant,I NEED TTO BROK YOU TABLE AT A NEARBY RESTAURANT,BookRestaurant
4316,snips-train-2106,Book a pub with fisn'n chips in Timberville .,BOOK A PUB WITH FIN CHIPS IN TIMBERVILLE,BookRestaurant
4317,snips-train-2107,make me a reservation at The Restaurant at Meadowood for a party of 7 in Armenia,MAKE ME RESERVATION AT THE RESTAURANT AT MEADOW WORKED FFOR A PARTY OF SEVEN IN ARMENIA,BookRestaurant
4318,snips-train-2108,book me best joint restaurant for 2 members at AMerican Samoa today,BOOK ME BEST JOINE RESTAURANT FOR TWO MEMBERS AT AMERICAN SIMOA TO DAY,BookRestaurant
4319,snips-train-2109,Get me a highly rated restaurant in Nigeria,GET ME HIGHLY RATED RESTAURANT IN NIGERIA,BookRestaurant
4320,snips-train-211,add Devil Pray to my party list,A DEVIL PRAY TO MY PARTY LIST,AddToPlaylist
4321,snips-train-2110,Find a reservation for a tea house in Lorain,FIND A RESERVATION FOR A TEA HOUSE IN LURAIN,BookRestaurant
4322,snips-train-2111,"Need a table  for party of five for December 26, 2040 in the state of MT",NEED A TABLE FOR PARTY OF FIVE FOR DECEMBER TWENTY SIX TWENTY FORTY IN THE STATE OF MOUNT,BookRestaurant
4323,snips-train-2112,book this week for their step sister's workplace close,BOOK THIS WEEK FOR THEIR STEP SISTERS WERE PLACE CLOSE,BookRestaurant
4324,snips-train-2113,Book a table for 10 at Top Pot Doughnuts,BOOK AT TABLE FOR TEN AT TOP POT DOUGH NUTS,BookRestaurant
4325,snips-train-2114,Book a tavern in Rhode Island that serves saucisse .,BOOKED TAVERN IN RHODE ISLAND THAT SERVES SOURCES,BookRestaurant
4326,snips-train-2115,Make me a reservation at taverna in a smoking room,MAKE MERE RESERVATION AT TOVERNO IN A SMOKING ROOM,BookRestaurant
4327,snips-train-2116,"I would like to book a table at a delicatessen in punjabi for me, angela and vilma",I WOULD LIKE TO BOOK AT TABLE AT A DELICRATESSAN IN PUNGABI FOR ME ANGELA AND VILMA,BookRestaurant
4328,snips-train-2117,I need to find a table for 4 at a brasserie that has fondue,I NEED TO FIND A TABLE FOR ORAT OF BRASERY THAT HAS FONDIEU,BookRestaurant
4329,snips-train-2118,I need a table in the state of LA for katina and josefina gray,I NEED A TABLE IN THE STATE OF VELET ORCATINA AND JOSEPHINA GREE,BookRestaurant
4330,snips-train-2119,"book a restaurant in Fort Gates , FL",BOOK A RESTAURANT IN FORT GATES EF EL,BookRestaurant
4331,snips-train-212,add this track to my party playlist,ADD THIS TRACK TO MY PARTY PLAYLIST,AddToPlaylist
4332,snips-train-2120,book a spot at the top-rated pub in Garner,BOOK A SPORT AT THE TOP RATED POBENGANA,BookRestaurant
4333,snips-train-2121,"Book a table for 6 in The Cheese Course , Blocher on February the 10th .",BOOK AT TABLE FOR SIX IN THE CHEESE COURSE LOCARON FEBRUARY THE TENTH,BookRestaurant
4334,snips-train-2122,Book me a table at the highly rated cafeteria in Federated States Of Micronesia,BOOK MEA TABLE AT THE HIGHLY RATED CAFETERIA INFEDERATED STATES OF MICRONASIA,BookRestaurant
4335,snips-train-2123,Book a table for a party of twelve in Lewisville AMerican Samoa for a party of 7 at the Ballachulish House,BOOK AT TABLE FOR A PARTY OF TWELVE IN LEWISVILLE AMERICAN SIMOA FOR A PARTY OF SEVEN AT THE BALACOLISH HOUSE,BookRestaurant
4336,snips-train-2124,Find a place for me to eat in Connecticut for 9 and a half months from now,FIND A PLACE FOR ME TO EAT IN CONNECTIGUT FOR NINE AND A HALF MONTHS FROM NOW,BookRestaurant
4337,snips-train-2125,I need a reservation for eight at The Original Soup Man in Northern Mariana Islands,I NEED A RESERVATION FREAT AT THE ORIGINAL SOUPER MAN IN NORTHERN MARIANA ISLANDS,BookRestaurant
4338,snips-train-2126,book Tartine in Mississippi for 5,BOOK TARTIN IN MISSISSIPPI FOR FIVE,BookRestaurant
4339,snips-train-2127,book a table for six at Hubbell House in NE,BOOK AT TABLE FOR SIX AT HUBBLE HOUSE IN KMEE,BookRestaurant
4340,snips-train-2128,book Itsu for Tonight,BOQUETTE SUFFER'D DE NIGHT,BookRestaurant
4341,snips-train-2129,Book a tyrolean restaurant in Crocker Indiana now for 3 people.,BUCCET EROLIAN RESTAURANT IN CROCA INDIANA NAW FOR THREE PEOPLE,BookRestaurant
4342,snips-train-213,add the track by josh kear to myra's playlist with the name highway 61,ADD THE TRACK BY JOSHKEER TO MIRERS PLAYLIST WITH THE NAME HIGHWAY SIXTY ONE,AddToPlaylist
4343,snips-train-2130,I need a reservation for two at a diner in Venezuela,I NEED A RESERVATION FOR TWO AT ADINA IN VENASE WELER,BookRestaurant
4344,snips-train-2131,evangeline and petra cooper want to go to a restaurant in 9 years,EVANGELINE AND PETRA COOPER WANT TO GO TO A RESTAURANT IN NINE YEARS,BookRestaurant
4345,snips-train-2132,"Book a reservation for 5 people next week at The Pump Room, Chicago",BOOK A RESERVATION FOR FIVE PEOPLE NEXT WEEK AT THE PUMP ROOM CHICAGO,BookRestaurant
4346,snips-train-2133,at ten AM I want to reserve a spot for 9 people to eat in Monaco .,A TEN AM I WANT TO RESERVE A SPOT FOR NINE PEOPLE TO EAT IN MONACO,BookRestaurant
4347,snips-train-2134,Reserve in Bermuda a food court near jan and I,RESERVE IN BEMUDA OF FOOD COURT NEAR JAN AND AI,BookRestaurant
4348,snips-train-2135,Book a restaurant for 7 people.,BOOK A RESTAURANT FOR SEVEN PEOPLE,BookRestaurant
4349,snips-train-2136,Please book a bar type goiano room accommodate for 2 members 1 second from now in PR,PLEASE BOOK A BAR TYPE GOYANE ROOM ACCOMMODATE FOR TWO MEMBERS ONE SECOND FROM NOW EMP R,BookRestaurant
4350,snips-train-2137,I need to book a restaurant for 6 people.,I NEED DE BOOK A RESTAURANT FOR SIX PEOPLE,BookRestaurant
