,train_index,train_sentence,russell_sentence,train_label
1633,snips-train-11467,What is the nearest cinema showing Love in Mandya ?,WHAT IS THE NEAREST SYNOF A SHOWING LOVE IN NANGIA,SearchScreeningEvent
1634,snips-train-11468,Will you please pull up movie schedules for me?,WILL YE PLEASE PULL UP MURVY SHEDDULES FOR ME,SearchScreeningEvent
1635,snips-train-11469,What movies are playing at Southern Theatres,WHAT MURVIES ARE PLYING AT SOUTHERN THEATRES,SearchScreeningEvent
1636,snips-train-1147,Add this artist to my garage jams,ADD THIS ARTIST TO MY GARAD JAMS,AddToPlaylist
1637,snips-train-11470,What time will Paris by Night aired,OR TOM WILL PARIS BY NITE,SearchScreeningEvent
1638,snips-train-11471,What's today's movie schedule,WHAT'S TO DAY IS MURVY SHADUL,SearchScreeningEvent
1639,snips-train-11472,I'd like to watch Health Warning at the closest movie house,I'D LIKED TO WATCH HEALTH WARNING AT THE CLOSEST MERVY HOUSE,SearchScreeningEvent
1640,snips-train-11473,What are the morning movie schedules for movies in the neighborhood ?,WHAT ARE THE MORNING MUVI SHEDULES FOR MUVIES IN THE NEIGHBOURHOOD,SearchScreeningEvent
1641,snips-train-11474,find movie times at National Amusements,FOND MURVY TIMES AT NATIONAL AMUSEMENTS,SearchScreeningEvent
1642,snips-train-11475,I want to know the animated movies playing at Malco Theatres,I WANT TO KNOW THE ANIMATED MURVI'S PLAYING AT MALGAR THEATRS,SearchScreeningEvent
1643,snips-train-11476,I'd like to see Snowball Express,I'D LIKE TO SEE SNOWBALL EXPRESS,SearchScreeningEvent
1644,snips-train-11477,What is the closest movie house playing House of the Dead 2,WHAT IS THE CLOSEST MIVY HOUSE PLYING HOUSE OF THE DEAD SER,SearchScreeningEvent
1645,snips-train-11478,ticket for The Perfect Man at Dickinson Theatres at 10 A.M.,TEKET FOR THE PERFECT MAN AT DICKENSON DIRS A TEN A M,SearchScreeningEvent
1646,snips-train-11479,When is The Life and Death of King Richard II playing at Mann Theatres ?,WHEN IS THE LIFE AND DEATH OF KING RICHARD THE SECOND PLYING AT MAN THEARS,SearchScreeningEvent
1647,snips-train-1148,add Nana Kitade to my modern psychedelia playlist,ADNA MACITODAY TO MY MODERN SACADELIU PLAALIST,AddToPlaylist
1648,snips-train-11480,Find the schedule for The Band of Honest Men at the nearest movie theatre .,FIND THE SHADUAL FOR THE BAND OF HONEST MEN AT THE NEAREST MOVI THEATRE,SearchScreeningEvent
1649,snips-train-11481,what time can I expect films to start at the Bow Tie Cinemas,WHAT TIME CAN I EXPECT FILMS TO START AT THE BARDSI CINAMERS,SearchScreeningEvent
1650,snips-train-11482,What movies are showing at the Showcase Cinemas,WHAT MOVIES ARE SHOWING AT THE SHOWCOUSE CINNIMERS,SearchScreeningEvent
1651,snips-train-11483,find KB Theatres with movies,FOND CABITHEATRES WITH MURVYS,SearchScreeningEvent
1652,snips-train-11484,Find the movie schedule for films in the area .,FIND THE MOVIN SHEDULE FOR FILMS IN THE AREA,SearchScreeningEvent
1653,snips-train-11485,What time is Rites of Spring playing at Marcus Corporation,WHAT TIME IS RIGHTS OF SPRING PLAYING AT MARCUS CORPORATION,SearchScreeningEvent
1654,snips-train-11486,Find the schedule for Idols of Clay at a movie house .,FIND THE SHADUAL FOR IDOLS OF QUIETA MURVY HOUSE,SearchScreeningEvent
1655,snips-train-11487,find films with movie schedules that are nearby,FINE FILMS WITH MURVY SHADULES LHIT ON NEAR BY,SearchScreeningEvent
1656,snips-train-11488,Where is My Dearest Enemy playing,WHERE IS MY DEAREST ENEMY PLAYING,SearchScreeningEvent
1657,snips-train-11489,Show me the schedule for ArcLight Hollywood for animated movies,SHUN ME THE SHEDUAL FOREANK LANT HOLLYWOOD FOR ANIMATED MURVYS,SearchScreeningEvent
1658,snips-train-1149,put live and rare into dancehall official,PUT LIVEN RE INTO DANCE WHOLE OFFICIIAL,AddToPlaylist
1659,snips-train-11490,find movies around here,FINE MOVIES AROUND HERE,SearchScreeningEvent
1660,snips-train-11491,Where is the nearest movie theatre playing The Sword of Many Lovers ?,WHERE IS THE NEAREST MABITEITAPPLYING THE SORT OF MANY LOVERS,SearchScreeningEvent
1661,snips-train-11492,What time are the animated movies starting at the nearest movie house ?,WHAT TIME ARE THE ANIMATED MOVIES STARTING AT THE NEAREST MOVIE HOUSE,SearchScreeningEvent
1662,snips-train-11493,SHOW movie schedule,CHAMEVI SEDUL,SearchScreeningEvent
1663,snips-train-11494,what are the movies movie times nearby,WHAT AR THE MURVY'S MURVY TARMS MAY BUY,SearchScreeningEvent
1664,snips-train-11495,Fine the movie schedule for Warren Theatres .,FOND THE MOVYE SHEDULE FOR WARRAN THEARS,SearchScreeningEvent
1665,snips-train-11496,Show me showtimes at the cinema for Chain of Events .,SHAMY SHART ARMS AT THE CINIMA FOR CHAIN OF EVENTS,SearchScreeningEvent
1666,snips-train-11497,Which animated movies are showing close by ?,WHICH ANIMATED MOVIES ARE SHOWIN CLOSE BY,SearchScreeningEvent
1667,snips-train-11498,What time is Mighty Morphin Power Rangers The Movie at Magic Johnson Theatres ?,WHAT TIME IS MIGHTY MORPHAN PALE RANGES THE MOVY OF MAGIC JOHNS AN THEATRS,SearchScreeningEvent
1668,snips-train-11499,Can i get the movie schedule for eleven hours from now ?,CAN I GET THE MURVY SHEDULE FOR ELEVEN HOURS FOM NOW,SearchScreeningEvent
1669,snips-train-115,add Black Ribbons to the autumn playlis,ADD BLACK RIBBONS TO THE AUTUMN PLAOLES,AddToPlaylist
1670,snips-train-1150,add the ragged curtain onto the playlist called party through the decades,ADD THE RAGGED CURTAIN ON TO THE PLOUGHLIST CALLED PARTY THROUGH THE DECADES,AddToPlaylist
1671,snips-train-11500,Find the movie schedules for animated movies in the neighbourhood .,FOND THE MURVY SHEDULES FOR ANIMATED MURVIES IN THE NIVEHOOD,SearchScreeningEvent
1672,snips-train-11501,show me the movie schedule for the Cooper Foundation,SHAH ME THE MOVY SHEGUL FOR THE COOPERFLOUNDATION,SearchScreeningEvent
1673,snips-train-11502,What time are animated movies playing in the area,WHAT TAMA ANIMATED MOVIS PLYING IN THE AERIO,SearchScreeningEvent
1674,snips-train-11503,What animated movies are at the closest movie house near brunch,WATANIMATED MOVIES ARE AT THE CLOSEST MOVIE HOUSE NEAR BRANCH,SearchScreeningEvent
1675,snips-train-11504,Provide me the movie schedules,PROVIDE ME THE MOVI SHEDULES,SearchScreeningEvent
1676,snips-train-11505,find Invisible Child at Southern Theatres,FINE INVISIBLE CHILD OD SOUTHERN THEORIES,SearchScreeningEvent
1677,snips-train-11506,When is The Naked Eye playing at the closest movie theatre,ONE IS THE NAKODA PLYING AT THE CLOSEST MORVI THEATRE,SearchScreeningEvent
1678,snips-train-11507,Where can I find the movie schedules ?,WHERE CAN I FIND THE MURVY SHEDULES,SearchScreeningEvent
1679,snips-train-11508,What movies are scheduled at the nearest movie theatre ?,WHAT MARVI'S A SHEDULD AT THE NEAREST MERVY THEATRE,SearchScreeningEvent
1680,snips-train-11509,What time is Cabin Fever Spring Fever playing,WHAT TOM IS CABIN FEVER SPRING FEVER PLYING,SearchScreeningEvent
1681,snips-train-1151,put the mike oldfield album onto my La Mejor Música para tus Fiestas playlist,PUT THE MICOLD FIELD ALBUM ON TO MY LARM A HORM USICA PAER THUSE FIESTES PLALUST,AddToPlaylist
1682,snips-train-11510,What time is Hitman City playing,WHAT TIME IS HIDMAN CITI PLAYING,SearchScreeningEvent
1683,snips-train-11511,What are the timings for Starship Troopers 2 ?,WHAT ARE THE TARMINGS FOR STARSHIP TROOPERS TOO,SearchScreeningEvent
1684,snips-train-11512,I'd like to watch films anywhere nearby,I'D LIKE TO WATCH FILMS ANYWHERE NEAR BY,SearchScreeningEvent
1685,snips-train-11513,Can i get the movie times for Fox Theatres ?,CAN I GET THE MURVY TIMES FOR FOLKS THEATRS,SearchScreeningEvent
1686,snips-train-11514,What films are playing at Goodrich Quality Theaters,WHAT FILMS ARE PLYING AT GOODRISH QUALITY THEATRS,SearchScreeningEvent
1687,snips-train-11515,find films at Magic Johnson Theatres,FINE FILMS OF MAGIC JOHNSAND THEATRES,SearchScreeningEvent
1688,snips-train-11516,Which films are playing at the closest cinema ?,WHICH FILMS ARE PLYING AT THE CLOSEST CINAMA,SearchScreeningEvent
1689,snips-train-11517,What movies are playing at the closest movie house ?,WHAT MERVIES ARE PLYING AT THE CLOSEST MERVY HOUSE,SearchScreeningEvent
1690,snips-train-11518,Find me the movie times for the Marcus Corporation,FINDLY THE MOVI TIMES FOR THE MACKIS CORPORATION,SearchScreeningEvent
1691,snips-train-11519,what's the movie schedule at National Amusements,WHAT'S THE MURVY SHEDULE OF NATIONAL AMUSEMENTS,SearchScreeningEvent
1692,snips-train-1152,Add an album by Liza Oumarova to the Steampunk playlist.,ADD AN ALBUM BAR LIE'S EEROVAR TO THE STEAM PUNK PLAOLIST,AddToPlaylist
1693,snips-train-11520,I'm wondering when I can see Beating Heart at the nearest cinema .,I'M WONDERING WHEN I CAN SEE BEATING HOT AT THE NEAREST CINEMA,SearchScreeningEvent
1694,snips-train-11521,What Pacific Theatres are playing animated movies,WHAT PACIFIC THEATRS ARE PLYING ANIMATED MURVY'S,SearchScreeningEvent
1695,snips-train-11522,What animated movies are playing at the Douglas Theatre Company,MORTANAMATED MERVIES ARE PLYING AT THE DUNGLAS THEATRE COMPANY,SearchScreeningEvent
1696,snips-train-11523,Find the movie schedule for B&B Theatres .,FIND THE MERVY SHEDWILL FOR BE AND BE THEAES,SearchScreeningEvent
1697,snips-train-11524,Find movie schedules .,FINE MOVI SHEDULS,SearchScreeningEvent
1698,snips-train-11525,Can I get the movie times for films in the neighborhood ?,CAN I GET THE MOVY TIMES FOR FILMS IN THE NEIGHBOURHOOD,SearchScreeningEvent
1699,snips-train-11526,find movie times,FONE MERVIT ARMS,SearchScreeningEvent
1700,snips-train-11527,Is Mentioned in Confidence at the cinema,IS MENTIONED IN CONFIDENCE AT THE CINEMA,SearchScreeningEvent
1701,snips-train-11528,When is Blood and Ice Cream-trilogie playing at the nearest movie theatre ?,WHEN HIS BLOOD AND ALICE CREAM TRELO BE PLAYING AT THE NEAREST MOVI THEATRE,SearchScreeningEvent
1702,snips-train-11529,What is the local movie schedule,WHAT IS THE LARCAL MERPHY SCHEDUL,SearchScreeningEvent
1703,snips-train-1153,Add artist Matt Noveskey to journey,AD ARTIST MAT NO RESCUE TO JOURNEY,AddToPlaylist
1704,snips-train-11530,When is Cooper Foundation on the movie schedule ?,WHEN THIS CROUPER FOUNDATION ON THE MOVI SHEDUL,SearchScreeningEvent
1705,snips-train-11531,What movies can I see in the area ?,WHAT MEVIES CAN I SEE IN THE AREA,SearchScreeningEvent
1706,snips-train-11532,What is Dear Old Girl Cooper Foundation,WHAT IS D YEAR OLD GIRL COOPER FOUNDATION,SearchScreeningEvent
1707,snips-train-11533,Find time for Trouble for Two in one minute at Landmark Theatres,FON TON FOR TROUBLE FOOT TWO IN ONE MINUTE OF LAMARK FIRES,SearchScreeningEvent
1708,snips-train-11534,what time is The Rocketeer showing,WHAT TIME IS THE ROCKET HE IS SHOWING,SearchScreeningEvent
1709,snips-train-11535,What films and movie schedules are in the neighborhood,WHAT FILMTON MOVY SHADULS ARE IN THE NEIGHBOURHOOD,SearchScreeningEvent
1710,snips-train-11536,What is the AMC Theaters movie schedule ?,WHAT IS THE IAM SECLY AT HIS MERVY SHEDUL,SearchScreeningEvent
1711,snips-train-11537,what time is Company Men showing,WHAT TIME HIS COMPANY MEN CHOIN,SearchScreeningEvent
1712,snips-train-11538,List all the movies playing in the area now .,LIST ALL THE MOVI'S PLYING IN THE AREA NOW,SearchScreeningEvent
1713,snips-train-11539,Where Can I watch Chaos and Desire ?,WHERE CAN OUR WATCH CAOS AND DESIRE,SearchScreeningEvent
1714,snips-train-1154,add the artist joseph meyer to my mad cool festival 2017 playlist,ADD THE HONEST JOSEPH MYA TOMAMAD COOL FESTIVAL TWENTY SEVENTEEN PLAALOST,AddToPlaylist
1715,snips-train-11540,where is My Song Goes Forth playing,WHEREIS MY SON GOS FORTH PLAYING,SearchScreeningEvent
1716,snips-train-11541,Is The Kiss playing,IS THE KISS PLAYING,SearchScreeningEvent
1717,snips-train-11542,What animated movies are playing now in the neighborhood,WHAT IMAMITED MERVIES ARL PLYING NOW IN THE NIVAHOOD,SearchScreeningEvent
1718,snips-train-11543,Find the movie schedule for 204524 .,FIND THE MOVI SHEDULE FOR TWO HUNDRED AND FOUR THOUSAND FIVE HUNDRED AND TWENTY FOUR,SearchScreeningEvent
1719,snips-train-11544,Find the schedule for The Pearl of Cleopatra .,FIND THE SHADUAL FOR THE PREALM OF CLEOPATRA,SearchScreeningEvent
1720,snips-train-11545,find The Good Girl at a movie house,FIND THE GOOD GULL AT A MURVY HOUSE,SearchScreeningEvent
1721,snips-train-11546,what films are showing in the neighbourhood,WHAT FILMS ARE SHOWING IN THE NEIGHBORHOOD,SearchScreeningEvent
1722,snips-train-11547,What are the movie times for Megaplex Theatres,WHAT ARE THE MOVY TIMES FOR MAGU OPLIKES THEATRS,SearchScreeningEvent
1723,snips-train-11548,Can I go see Cash and Curry at a movie theatre ?,CAN I GO SEE CASH AND CARRY OUT OF MURVY THEATRE,SearchScreeningEvent
1724,snips-train-11549,I'd like a movie schedule for a close by movies,I'D LIKE A MOVY SHEDDUL FOR CLOSE BY MERVY'S,SearchScreeningEvent
1725,snips-train-1155,put Framed onto my ntc studio sounds playlist,PUT FRAMED ON TO MYANT E SEE STUDIO SOUNDS PLAALIST,AddToPlaylist
1726,snips-train-11550,find Chained Heat,FON SHINE HEAT,SearchScreeningEvent
1727,snips-train-11551,Which movies are playing at the closest cinema ?,WHICH MURPHYS ARE PLYING AT THE CLOSEST CINAMA,SearchScreeningEvent
1728,snips-train-11552,CAn I get the the showtimes for The Jade Faced Assassin cinema ?,CAN I GET TO THE SHARTHUMS FOR THE JAG FICE TO SASSIN CINIMO,SearchScreeningEvent
1729,snips-train-11553,What movies are playing at AMC Theatres ?,WHAT MURVIES ARE PLYING AT A AM SE THEATRES,SearchScreeningEvent
1730,snips-train-11554,Can I see the movie times for the Great Escape Theatres,CAN I SEE THE MURVY TIMES FOR THE GREAT ESCAPED THEATRES,SearchScreeningEvent
1731,snips-train-11555,What time is AMC Theaters playing Unnikrishnante Adyathe Christmas,WHAT TOM IS I MSEETHEATRIS PLAYING ON THE CHRISHIN INTO DIATH CHRISTMAS,SearchScreeningEvent
1732,snips-train-11556,What is the movies playing at North American Cinemas,WHAT IS THE MOVIES PLYING AT NORTH AMERICAN CINAMAS,SearchScreeningEvent
1733,snips-train-11557,what is the movie schedule of animated movies in the area,WHAT IS THE MURVY SHEDUL OF ANIMATED MURVIES IN THE AERIEAL,SearchScreeningEvent
1734,snips-train-11558,I'd like to watch animated movies at National Amusements,I'D LIKE TO WATCH ANIMATED MOVIES AT NATIONAL AMUSEMENTS,SearchScreeningEvent
1735,snips-train-11559,find a movie house showing Cage Without a Key,FIND A MOVI HOUSE SHOWING CAGE WITHOUT A KEY,SearchScreeningEvent
1736,snips-train-1156,add track to Indie Electronics playlist,ADTRACT IN THE ELECTRONIC PLIALIST,AddToPlaylist
1737,snips-train-11560,When's Fools for Luck showing?,WHENCE FOOLS FORL ARE CHOIN,SearchScreeningEvent
1738,snips-train-11561,What movies are playing in the neighborhood,WHAT MURVIES ARE PLYING IN THE NEIGHBORHOOD,SearchScreeningEvent
1739,snips-train-11562,where is The Cycle playing,WHERE IS THE CYCLED PLAYING,SearchScreeningEvent
1740,snips-train-11563,where is Ennarukil Nee Irunthal playing,WERE IS IN A RUTICL MAY ARE IN FULL PLYING,SearchScreeningEvent
1741,snips-train-11564,List movies for nearest movie house at brunch time,LISTMAYBE'S FENEAREST MAVY HOUSE AT BRUNCH TOM,SearchScreeningEvent
1742,snips-train-11565,When is Lake City playing at Dipson Theatres ?,WHEN HIS LIKE CITY PLYING OUT DIPS AND THEATRES,SearchScreeningEvent
1743,snips-train-11566,What are the movie times for movies premiering in the neighbourhood,WHAT AR THE MOVI TIMES FOR MOIE'S PREMEERING IN THE NEIGHBORHOOD,SearchScreeningEvent
1744,snips-train-11567,What movies are going to be screened at Caribbean Cinemas at fourteen o'clock ?,WHAT MOVIES WERE GOING TO BE SCREEINED AT CARABIAN CINNAMES AT FOURTEEN O'CLOCK,SearchScreeningEvent
1745,snips-train-11568,Find movies playing at the closest movie theatre,FINE MERVYS PLAYING AT THE CLORSEST MERVY THEATR,SearchScreeningEvent
1746,snips-train-11569,find a movie schedule,FIND THE MERVY SHEDULE,SearchScreeningEvent
1747,snips-train-1157,add this artist to disco fever playlist,ADD DISHONEST TO DISCOR FEVER PLAYALUST,AddToPlaylist
1748,snips-train-11570,Does Pacific Theatres have animated movies starting in 1 minute ?,DOS PECIFIC DEITIS HAVE ANIMATED MOVIES STARTING IN ONE MINUTE,SearchScreeningEvent
1749,snips-train-11571,Find the schedule for for films at Star Theatres .,FOND THE SHADUAL FUL FULFILMS AT STAR THEATRS,SearchScreeningEvent
1750,snips-train-11572,tell me the movie schedule,SELL ME THE MERVE SHEDUL,SearchScreeningEvent
1751,snips-train-11573,find Plitt Theatres movie schedules,FIND BUTTER IS MURVY SHEDULES,SearchScreeningEvent
1752,snips-train-11574,Where is the nearest cinema showing horror films today?,WHERE IS THE NEAREST SIN IN THE SHOWING HARR FILMS TO DAY,SearchScreeningEvent
1753,snips-train-11575,When is Watchman Vadivel playing?,WHEN HIS WATCHMAN VAUDE  VELL PLYING,SearchScreeningEvent
1754,snips-train-11576,Where is the nearest cinema that is playing The Kid Brother,WHERE IS THE NEAREST CYNIMO THAT IS PLAYING THE KID BROTHER,SearchScreeningEvent
1755,snips-train-11577,Is Flow For Love of Water playing at Southern Theatres at 2 am,HIS FLUNT FOR LOVE OF WATER PLYING AT SOUTHERN THEATRES O TWO I M,SearchScreeningEvent
1756,snips-train-11578,Find the schedule for The Tooth Will Out at sunrise .,FIND THE SHADUAL FOR THE TREATH WELL OUT AT SUNRISE,SearchScreeningEvent
1757,snips-train-11579,find a cinema nearest for films,FIND A CUNEMONEREST FOR FILMS,SearchScreeningEvent
1758,snips-train-1158,I would like this song added to my princesas indie playlist.,I WOULD LIKE THIS SONG ADDED TO MY PRINCESS'S INDIPLAALIST,AddToPlaylist
1759,snips-train-11580,Is The Little Irish Girl playing,IS THE LITTLE IRISH GIRL PLYING,SearchScreeningEvent
1760,snips-train-11581,Is F.I.S.T. at Malco Theatres,ISAFISTY AT MALGOR THEATRES,SearchScreeningEvent
1761,snips-train-11582,Find the movie schedule for B&B Theatres .,FIND THE MERVY SHEDWILL FOR BE AND BE THEAES,SearchScreeningEvent
1762,snips-train-11583,show the movie schedules at United Paramount Theatres,SHUD THE MOVY SHEDULES OF UNITED PARMOUNT THEATRES,SearchScreeningEvent
1763,snips-train-11584,Show me movie times at Cooper Foundation .,SHAME MOVY TIMES AID COOPER FOUNDATION,SearchScreeningEvent
1764,snips-train-11585,Find the schedule for Rare Birds at the nearest movie theatre at Noon .,FIND THE SHADUL FOR RAYBERDS AT THE NEAREST MAYBE THEATR ATNAN,SearchScreeningEvent
1765,snips-train-11586,show me the schedule of films close by,SHARMING THE SHADUAL FILMS CLOSE BY,SearchScreeningEvent
