,train_index,train_sentence,justin_sentence,train_label
2600,snips-train-12337,when are animated movies playing at Goodrich Quality Theaters,WHAT ARE ANIMATED MOVIES PLAYING AT GOODRISH QUALITY THEATRES,SearchScreeningEvent
2601,snips-train-12338,find movie times,FINE MOVIE TIMES,SearchScreeningEvent
2602,snips-train-12339,When is Beneath the Harvest Sky playing?,WHEN AS BENEATH THE HARVEST SKY PLAY,SearchScreeningEvent
2603,snips-train-1234,add The Greyest of Blue Skies in Indie Español my playlist,HADD THE GREATEST OF BLUE SKIES IN INDIA SPONDIO MIPLEALIS,AddToPlaylist
2604,snips-train-12340,List movie times at B&B Theatres,LES MOVY TIMES AT BE IN V THEATRES,SearchScreeningEvent
2605,snips-train-12341,Can I get the movie schedule for 8 a.m. ?,KEN I GIT THE MOVY SCHAGUL FREIGHT HIM,SearchScreeningEvent
2606,snips-train-12342,find a Cineplex Odeon Corporation showing movies,FINA CYNIPLAXODIAN CORPORATION SHOWING MOVIES,SearchScreeningEvent
2607,snips-train-12343,show movie schedule in MJR Theatres,SHOW MOVI SCHEGUL AND M J R THEATRES,SearchScreeningEvent
2608,snips-train-12344,What theater is playing Death Drums Along the River at 5 PM,WHAT THEATRES PLAIN DEATH DRUMS ALONG THE RIVER AT FIVE P M,SearchScreeningEvent
2609,snips-train-12345,Find the schedule for for close by movies .,FINEST SCHEDULE FOR FR CLOSE BY MOVIES,SearchScreeningEvent
2610,snips-train-12346,Give me the movie times at Warren Theatres .,GIVE ME THE MOVI TIMES AT WAR IN THEATRES,SearchScreeningEvent
2611,snips-train-12347,show me the schedule of movie The Duchess of Langeais in cinema,SHOW ME THE SCADULE OF MOVY THE DUCHESS OF LUNGEAN CINEMA,SearchScreeningEvent
2612,snips-train-12348,Can i get todays showtimes for Le Flic de Beverly Hills 2 ?,KEN I GIT TO DAYS SHOW TIMES FER I'LL AFLICK TO BARILHILLS TOO,SearchScreeningEvent
2613,snips-train-12349,What do the movie schedules at B&B Theatres look like?,WHAT DO THE MOVI SCHEDULES A BIN B THEATRES LOOK LIKE,SearchScreeningEvent
2614,snips-train-1235,Add shi xin hui to my piano chill playlist.,ADGI SENT AWAY TO MY PIANO CHIL PLAYALIST,AddToPlaylist
2615,snips-train-12350,I'd like to watch Glass Chin at the movie house at 173230,I'D LIKE TO WASH GLASCEN AT THE MOVY HOUSE AT ONE HUNDRED SEVENTY THREE THOUSAND TWO HUNDRED THIRTY,SearchScreeningEvent
2616,snips-train-12351,What time is Bhoomi Geetha playing at the movie theatre,WHAT TIME IS BOMIGITA PLAIN AT THE MOVI THEATRE,SearchScreeningEvent
2617,snips-train-12352,Is The Mystery of Betty Bonn playing at twelve A.M. at the nearest movie house ?,IS THE MYSTERY OF BATYBAN PLAYING AT TWELVE VHEM AT THE NEAREST MOOVYE HOUSE,SearchScreeningEvent
2618,snips-train-12353,Which films are playing at Malco Theatres ?,WHICH FILMS ARE PLAYING AT MALCLA THEATRES,SearchScreeningEvent
2619,snips-train-12354,What time is A Ball at the Anjo House playing,WHAT TIME IS EBA THE ANGE HOUSE PLAY,SearchScreeningEvent
2620,snips-train-12355,Is Love Coach playing at Speakeasy Theaters ?,IS LOVE COATS PLAYING AT SPEAK EASY THEATRES,SearchScreeningEvent
2621,snips-train-12356,Is Strauss Is Playing Today at the Cineplex Odeon Corporation,IS STRAUSIS PLAYING TO DAY THE CYNOPLAXODIAN CORPORATION,SearchScreeningEvent
2622,snips-train-12357,What is the movie times for General Cinema Corporation,WHAT IS THE MOVIG TIMES FOR GENERAL SYNNIMC CORREPERATION,SearchScreeningEvent
2623,snips-train-12358,find Shanghaï Express,FINE SHING I EXPRESS,SearchScreeningEvent
2624,snips-train-12359,Find me the movie schedule for Great Escape Theatres,FIND ME THE MOVI SCHEDULE FOR GRAVESCAPE THEATRES,SearchScreeningEvent
2625,snips-train-1236,add Volver to my pop gaming playlist,AD VOLVERD IN MY PAPGAMING PLAYALIST,AddToPlaylist
2626,snips-train-12360,Where and when is Unleashed – Entfesselt playing,WHEREIN WIN IS UNLEAST AND FASOUT PLAY,SearchScreeningEvent
2627,snips-train-12361,find Mary Kom starting in one hour,FIND MERRY CALM STARTING IN ONE HOUR,SearchScreeningEvent
2628,snips-train-12362,What films are playing at the nearest movie theatre,WHAT FILMS ARE PLAYING AT THE NEAREST MOVI THEATRE,SearchScreeningEvent
2629,snips-train-12363,Does AMC Theatres have movie schedules out?,DOES AM CE THEATRS HAV MOVY SCHADULES OUT,SearchScreeningEvent
2630,snips-train-12364,Find movie schedules for IMAX Corporation .,FINE MOVI SCHEDULES FOR IMAX CORPORATION,SearchScreeningEvent
2631,snips-train-12365,find Kerasotes Theatres movie schedules,FINE CARISOTUS THEATRES MOVY SCHEDULES,SearchScreeningEvent
2632,snips-train-12366,What is the local movie schedule,WHAT IS THE LOCAL MOVI SCHESUL,SearchScreeningEvent
2633,snips-train-12367,find Dipson Theatres animated movies,FINE LIPS AND THEATRES ANIMATED MOVIES,SearchScreeningEvent
2634,snips-train-12368,what time is Dark World showing at Consolidated Theatres,WHAT TIME IS DARK WORLD SHOWING IT CONSOLIDATED THEATRES,SearchScreeningEvent
2635,snips-train-12369,Which films are playing at the IMAX Corporation ?,WHICH FILMS ARE PLAYING AT IONAX CORPORATION,SearchScreeningEvent
2636,snips-train-1237,add this album to rock en español,AT THIS ALBUM DE ROC INES PONDIO,AddToPlaylist
2637,snips-train-12370,What are the movie times at Goodrich Quality Theaters ?,WHAT ARE THE MOVING TIMES AT GOOTRISH QUALITY THEATRES,SearchScreeningEvent
2638,snips-train-12371,find animated movies around here,FINE ANIMATED MOVIES AROUND HERE,SearchScreeningEvent
2639,snips-train-12372,What time are the movie schedules,BUT TIM WAR THE MOVE SCHEDULES,SearchScreeningEvent
2640,snips-train-12373,What time will Where the Breakers Roar be playing?,WHAT TIME E WHERE THE BREAKERS ROAR BE PLAY,SearchScreeningEvent
2641,snips-train-12374,find Brandy in the Wilderness,FINE BRANNY IN THE WILDERNESS,SearchScreeningEvent
2642,snips-train-12375,What movie schedules are animated movies close by,WHAT MOVI SCHEDULS ARE ANIMATED MOVIES CLOSE BY,SearchScreeningEvent
2643,snips-train-12376,When is Percy Jackson playing at the movie theatre ?,WHEN IS PERCY JACKSON PLAYING AT THE MOVIE THEATRE,SearchScreeningEvent
2644,snips-train-12377,What movies are at North American Cinemas,WHAT MOVIES ARE NORTH AMERICAN CINEMUS,SearchScreeningEvent
2645,snips-train-12378,Find time for movies at the closest cinema,FIND TIME FOR MOVIES AT THE CLOSEST CINIMA,SearchScreeningEvent
2646,snips-train-12379,movie times at Warren Theatres,MOVE TIMES AT WAR AN THEATRES,SearchScreeningEvent
2647,snips-train-1238,add 157 Riverside Avenue to leticia's animal humor playlist,ADD ONE HUNDRED FIFTY SEVEN RIVERSIDE AVENUTULIS HICIASANIMOHUMREPLAALIST,AddToPlaylist
2648,snips-train-12380,find Belle of the Yukon,FINE BELL OF THE UKON,SearchScreeningEvent
2649,snips-train-12381,When is You Walk So Softly playing at Kerasotes Theatres,WHEN AS YOU WALK SO SOFTLY PLAYING AT CURISOTUS THEATRES,SearchScreeningEvent
2650,snips-train-12382,Find movie times for animated movies in the area .,FIND MOVING TIMES FOR ANIMATED MOVIES IN THE AREA,SearchScreeningEvent
2651,snips-train-12383,where can I watch Mabel’s Dramatic Career at twenty two o'clock,WHERE CAN LYWARCE MABEL'S DRAMATIC CAREER TWENTY TWO O'CLOCK,SearchScreeningEvent
2652,snips-train-12384,What time is The Burning Season playing,WHAT TIME IS THE BURNING SEASON PLAY,SearchScreeningEvent
2653,snips-train-12385,"I want to see The Happy Thieves at Marcus Corporation , can you show me movie times .",I WANT TO SEE THE HAPPY THIEVES THAT MARCUS CORPORATION CAN YOU SHOW ME MOVY TIMES,SearchScreeningEvent
2654,snips-train-12386,find Three in the Attic,FINE THREE IN THE ATTIC,SearchScreeningEvent
2655,snips-train-12387,Find the nearest movie theatre that plays Sea Racketeers,FIND THE NEAREST MOVI THEATRE THAT PLAYS SERACUTIRS,SearchScreeningEvent
2656,snips-train-12388,Which movie house is playing Snow in the Desert today?,WHICH MOVI HOUSE IS PLAYING SNOW IN THE DESERT TO DAY,SearchScreeningEvent
2657,snips-train-12389,Show me the movie times,SHOW ME THE MOVI TIMES,SearchScreeningEvent
2658,snips-train-1239,Include the past behind in my Top 100 Rock Tracks on Spotify playlist.,INCLUDE THE PATHS BEHIND AN MY TOP ONE HUNDRED ROCK TRACKS ON SPOTIFY PLAYALIST,AddToPlaylist
2659,snips-train-12390,Give me a list of films at AMC Theatres,GIVE ME A LUSE OF FILMS AT AM C THEATRES,SearchScreeningEvent
2660,snips-train-12391,Give me the movie times at Goodrich Quality Theaters .,GIVE ME THE MOVI TIMES AT GOODRISH QUALITY THEATRES,SearchScreeningEvent
2661,snips-train-12392,what's the nearest movie house showing films,HAT'S THE NEAREST MOODY HOUSE SHOWING FILMS,SearchScreeningEvent
2662,snips-train-12393,Find time for The Thirty Nine Steps,FIND TIME FOR THE THIRTY NINE STOPS,SearchScreeningEvent
2663,snips-train-12394,Is The Angelus playing at the movie house at dinner time?,IS THE ANGELOS PLAYING AT THE MOVI HOUSE AT DINNER TIME,SearchScreeningEvent
2664,snips-train-12395,What's on the movie schedules at Amco Entertainment ?,WHATS ON THE MOVY SCHADULES OF ANCLO ENTERTAINMENT,SearchScreeningEvent
2665,snips-train-12396,Find the movie schedule .,FIND THE MOVI SCEZUL,SearchScreeningEvent
2666,snips-train-12397,what's the closest movie theatre that is playing films,WHAT'S THE CLOSEST MOVI THEATRE THAT IS PLAYING FILMS,SearchScreeningEvent
2667,snips-train-12398,Where is the closest cinema that features animated movies,WHERE IS THE CLOSEST SYNIMENT OF FEATURES ANIMATED MOVIES,SearchScreeningEvent
2668,snips-train-12399,What is the movie schedules at Consolidated Theatres,WHAT IS THE MOVI SCHEDULES OF CONSOLIDATED THEATRES,SearchScreeningEvent
2669,snips-train-124,Add an artist to my playlist Domingo Indie,ADD AN ARTIST TO MY PLAILUS DOMINGO ENDI,AddToPlaylist
2670,snips-train-1240,Add robert nighthawk to Novedades Pop,AT ROBER KNIGHDHAWTEN O VE DARGE'S POP,AddToPlaylist
2671,snips-train-12400,Please show me the movie schedule for movies playing in the neighborhood .,PLEASE SHOW ME THE MOVY SCHEDULE FOR MOVIES PLAYING IN THE NEIGHBOURHOOD,SearchScreeningEvent
2672,snips-train-12401,Find the movie schedule .,FIND THE MOVI SCEZUL,SearchScreeningEvent
2673,snips-train-12402,What times will The Young Swordsman be showing at a local cinema ?,WHAT TIMES WILL THE YOUNG SWORDSMAN BE SHOWING AT LOCAL CINEMA,SearchScreeningEvent
2674,snips-train-12403,Where is Boo to You Too! Winnie the Pooh playing,WHERE IS BOOTY IT TO WENNY THE POO PLAY,SearchScreeningEvent
2675,snips-train-12404,find meal time movie times close by for movies,FINE MEAL TIME MOVE EACH TIMES CLOSE BY FOR MOVIES,SearchScreeningEvent
2676,snips-train-12405,Is Dead Fish playing at the movie house,THIS DEAD FISH PLAYING AT THE MOVIE HOUSE,SearchScreeningEvent
2677,snips-train-12406,I'd like to see movie times please.,I'D LIKE TO SEE MOVE TIMES PLEASE,SearchScreeningEvent
2678,snips-train-12407,find movie schedules,FINE MOVI SCHEDULES,SearchScreeningEvent
2679,snips-train-12408,Find the movie schedule .,FIND THE MOVI SCEZUL,SearchScreeningEvent
2680,snips-train-12409,Show me the films at the closest cinema,SHOW ME THE FILMS AT THE CLOSEST CINIMA,SearchScreeningEvent
2681,snips-train-1241,Put this artist in Pachangueo Total,PUT THIS ARTIST IN PATRONG WAY YOU TOTO,AddToPlaylist
2682,snips-train-12410,There can I find The Beggar Maid playing,THERE CAN I FIND THE BEGGAR MADE PLAY,SearchScreeningEvent
2683,snips-train-12411,Is Romulus and the Sabines playing at the nearest cinema at ten,IS ROMULUS THAN THE STABINE IS PLAYING AT THE NEAREST SINIMATE,SearchScreeningEvent
2684,snips-train-12412,Find movie schedules .,FINE MOVI SCHEDULES,SearchScreeningEvent
2685,snips-train-12413,SHow me the nearest movie house showing Moron 5 and the Crying Lady,SHOW ME THE NEAREST MOODY HOUSE SHOWING MORA AN FIVING THE CRYING LADY,SearchScreeningEvent
2686,snips-train-12414,Is Covered Wagon Days playing at B&B Theatres in 1 second ?,IS COVERED WAGONDAS PLAYING AT BENBITHEATRES ON ONE SECOND,SearchScreeningEvent
2687,snips-train-12415,"find National Amusements with Honey, I Shrunk the Kids",FIND NATIONAL AMUSEMENTS WITH HONEY I SHRUNK THE KIDS,SearchScreeningEvent
2688,snips-train-12416,What time is Irreconcilable Differences playing Regal Entertainment Group,WHAT TIME IS IRRECONCILABLE DIFFERENCES PLAYING REGAL ENTERTAINMENT GROUP,SearchScreeningEvent
2689,snips-train-12417,Show me the animated movies starting at 105618 a.m. at the nearest movie house,SHOW ME THE ANIMATED MOVIES STARTING AT ONE HUNDRED FIVE THOUSAND SIX HUNDRED EIGHTEEN A M AT THE NEAREST MOVIE HOUSE,SearchScreeningEvent
2690,snips-train-12418,When is For Lovers Only playing?,EN IS FOR LOVER'S ONLY PLAY,SearchScreeningEvent
2691,snips-train-12419,What time is The Taking of Pelham 1 2 3 playing at the movie theatre,WHAT TIME AS THE TAKING OF PALUM WANT TWO THREE PLAYING AT THE MOVI THEATRE,SearchScreeningEvent
2692,snips-train-1242,Add this album to holly's bandas sonoras playlist,AT THIS ALBUM DE HALLY'S BOND RASINOR IS PLAALIST,AddToPlaylist
2693,snips-train-12420,What is the closest cinema today playing animated movies ?,WHAT IS THE CLOSEST SENTIMENT TO DAY PLAYING AND EMITTED MOVIES,SearchScreeningEvent
2694,snips-train-12421,Can i get the showtimes for films close by ?,CAN I GET THE SHOWHEIMS FOR FILMS CLOSE BY,SearchScreeningEvent
2695,snips-train-12422,Is Convoy Busters playing,IS CONVOY BUSTERS PLAYIN,SearchScreeningEvent
2696,snips-train-12423,What is the nearest movie house playing Black Scorpion,WHAT IS THE NEAREST MOVY HOUSE PLAYING BLACK SCORPION,SearchScreeningEvent
2697,snips-train-12424,Give me movie times for Regal Entertainment Group,GIVE ME MOVY TIMES FOR REGAL ENTERTAINMENT GROUP,SearchScreeningEvent
2698,snips-train-12425,what's the closest cinema showing animated movies,WHAT'S THE CLOSEST SENTIMA SHOWING ANIMATED MOVIES,SearchScreeningEvent
2699,snips-train-12426,What films are showing at the closest movie theatre ?,WHAT FILMS ARE SHOWING IT THE CLOSEST MOVI THEATRE,SearchScreeningEvent
2700,snips-train-12427,What time is The Riders of the Whistling Skull playing at Magic Johnson Theatres,WHAT TIME IS THE WRITERS OF THE WHISTLING SKULPLAING MAGIC JOHN SAN THEATRES,SearchScreeningEvent
2701,snips-train-12428,Showtimes for Butterfly on a Wheel .,SOHAMS FER BUTTERFY ON WEEL,SearchScreeningEvent
2702,snips-train-12429,Where can I see Travelling Light ?,WHER CAN I SEE TRAVELLING WAY,SearchScreeningEvent
2703,snips-train-1243,add this track to my Comedy New Releases,HAD THIS SRACK TO MY COMEDY NEW RELEASES,AddToPlaylist
2704,snips-train-12430,What films are showing at Cineplex Odeon Corporation ?,WHAT FILMS ARE SHOWING A CYNOPLEXODIAN CORPORATION,SearchScreeningEvent
2705,snips-train-12431,She me movie times at Mann Theatres,SHE MAY MOV E TIMES AT MAN THEATRES,SearchScreeningEvent
2706,snips-train-12432,List movies at IMAX Corporation,LIST MOVIES THAT HIMAX CORPORATION,SearchScreeningEvent
2707,snips-train-12433,What AMC Theaters is The Red Dance playing at?,WHAT HEMNS SEE THEATRES IS THE RUD DANCE PLAYING OUT,SearchScreeningEvent
2708,snips-train-12434,Is Race Gurram playing,HIS RACE GRAN PLAY,SearchScreeningEvent
2709,snips-train-12435,in one hour find King of Hearts,AND ONE OURVINE KING OF HEARTS,SearchScreeningEvent
2710,snips-train-12436,Showtimes for the films at Santikos Theatres,SHOLHIMS FOR THE FILMS AT SANTICHOS THEATRES,SearchScreeningEvent
2711,snips-train-12437,where's the nearest movie house playing No Trains No Planes,WHERE'S IN NEAREST MOVY HOUSE PLAIN NO TRAINS NO PLAINS,SearchScreeningEvent
2712,snips-train-12438,Where and when is This Is England playing,WHERE IM ON IS THIS IS ENGLAND PLAY,SearchScreeningEvent
2713,snips-train-12439,what animated movies are at the nearest movie house,WHAT ANIMATED MOVIES ARE AT THE NEAREST MOVIE HOUSE,SearchScreeningEvent
2714,snips-train-1244,Add no prejudice to 90s Indie,HAVE NO PREJUDICE TO NINE THESE ENTHEE,AddToPlaylist
2715,snips-train-12440,Find the movie schedule for National Amusements .,FIND THE MOVY SCEDULE FOR NATIONAL AMUSEMENT,SearchScreeningEvent
2716,snips-train-12441,When is Crime and Punishment U.S.A. showing?,WHEN THIS CRIME AND PUNISHMENT YOU SSAY SURELY,SearchScreeningEvent
2717,snips-train-12442,Is A Master of Craft playing at Wanda Group,IS THE MASTER OF KRAFT PLAYING AT ONE A GROUP,SearchScreeningEvent
2718,snips-train-12443,find the closest films at a movie house,FIND THE CLOSEST FILMS AT A MOVIE HOUSE,SearchScreeningEvent
2719,snips-train-12444,What time is Soul Surfer playing,BUT TIME IS SORCER FOR PLAYING,SearchScreeningEvent
2720,snips-train-12445,Check which cinema currently runs When the Last Sword is Drawn .,SHACK WHICH SENIMENT CURRENTLY RUNS WHEN THE LAST SWORD IS DRAWN,SearchScreeningEvent
2721,snips-train-12446,show movie times,SHOW MOVE TIMES,SearchScreeningEvent
2722,snips-train-12447,Can I watch Flower and Snake at movie house in one hour from now ?,CAME Y WASH FLOWER AND SNAKE AP MOOVY HOUSE IN ONE HOUR FROM NOW,SearchScreeningEvent
2723,snips-train-12448,Is The Passion of Anna playing four seconds from now at the cinema,IS THE PASSION OF ANOPLANE FOUR SECONDS FROM NOW AT THE CINEMA,SearchScreeningEvent
2724,snips-train-12449,in the neighbourhood find a movie schedule for animated movies,IN THE NEIGHBORHOOD FIND A MOVY SCHEDULE FOR ANIMATED MOVIES,SearchScreeningEvent
2725,snips-train-1245,Add Candlelight to my House Afterwork playlist.,ADD CANDLELIGHT O MY HOUSE AFTERWARK PLAYALIST,AddToPlaylist
2726,snips-train-12450,find The Bride,FIND THE BRIDE,SearchScreeningEvent
2727,snips-train-12451,show me the schedule of films in the neighbourhood,SHOW ME THE SCHEDULE OF THE FILMS IN THE NEIGHBORHOOD,SearchScreeningEvent
2728,snips-train-12452,What is the movie schedule at MJR Theatres ?,WHAT IS THE MOVIE SCHEDULE AT M J AR THEATRES,SearchScreeningEvent
2729,snips-train-12453,When is Old Enough showing at the movie house ?,ONE IS OLD ENOUGH SHOWING AT THE MOOVIE HOUSE,SearchScreeningEvent
2730,snips-train-12454,Where is the closest cinema playing Osmanthus Alley,WHERE IS THE CLOSEST CINIMEN PLAYING ORS MANTHI SALLY,SearchScreeningEvent
2731,snips-train-12455,I want to watch Uproar in the Studio at the nearest cinema,I WANT TO WATCH UPROAR IN THE STUDIO AT THE NEAREST CINIMA,SearchScreeningEvent
2732,snips-train-12456,Find the movie schedule for movies close by .,FIND THE MOVI SCHEDULE FOR MOVIES CLOSE BY,SearchScreeningEvent
2733,snips-train-12457,find a movie theatre with Intersections that is nearest,FIND A MOVI THEATRE WITH INTERSECTIONS THAT IS NEAREST,SearchScreeningEvent
2734,snips-train-12458,I need the movie schedules for Century Theatres,I NEED THE MOVY SCHEDULES FOR CENTURY THEATRES,SearchScreeningEvent
2735,snips-train-12459,find Half a Truth,FIND HALF A TRUTH,SearchScreeningEvent
