,train_index,train_sentence,aditi_sentence,train_label
4280,snips-train-2074,Please book me a table at a food court faraway from Saint Kitts and Nevis .,PLEASE BOOK ME A TABLE AT A FOOT GOLT FAR AWAY FROM SAINT KITS AND NEVES,BookRestaurant
4281,snips-train-2075,Let me get reservations at a place neighboring Indonesia on August the nineteenth .,LET ME GET RESERVATIONS AT A PLACE NEIGHBORING AND A NESIA ON AUGUST THE NINETEENTH,BookRestaurant
4282,snips-train-2076,"book James D. Conrey House for madeleine, keisha and clara alvarez far from your colleague's college",BOOK JAMES DE CONDRY HOUSE FOR MAGDELINE KITIA AND CLARA ALVERES FAR FROM YOUR COLLEAGUES COLLEGE,BookRestaurant
4283,snips-train-2077,Book a russian restaurant for 4 people.,BOOKA RUSSIAN RESTAURANT FOR FOUR PEOPLE,BookRestaurant
4284,snips-train-2078,"I need a restaurant booking for 2 people this month at a indian place in Climax Springs , New Mexico .",I NEED A RESTAURANT BOOKING FOR TWO PEOPLE THIS MONTHATER ENDIAN PLACE IN CLIMAX SPRINGS NEW MEXICO,BookRestaurant
4285,snips-train-2079,Book a popular joint in Ocean Gate for seven people at elevenses .,BOOKA POPULAR JOINED AN OCEAN GATE FOR SEVEN PEOPLE AT ELEVANCES,BookRestaurant
4286,snips-train-208,Add Welcome to the Cruel World to my Reggae Classics playlist,AND WELCOME TO THE CRUEL WORLD TO MY RAGGY CLASSICS PLAILIST,AddToPlaylist
4287,snips-train-2080,Find a table at a restaurant in Bynum CA at 0959 PM,FIND A TABLE AT A RESTAURANT IN BINHAM CALIFORNIA AT ZERONINE FIVE NINE P M,BookRestaurant
4288,snips-train-2081,I want to eat close by East Brady for seven people,I WANT TO IT CLOSE BY IST PREDDY FOR SEVEN PEOPLE,BookRestaurant
4289,snips-train-2082,book a stuffed ham serving pizzeria in Independence Corner,BOOKA STUFFED HAM SERVING PEAT SEREA IN INDEPENDENCE CORNER,BookRestaurant
4290,snips-train-2083,I want to book a table at a nearby restaurant in Andorra for me and my kids .,I WANT TO BOOK A TABLE AT O NEAR BY RESTAURANT IN ANDORA FOR ME AND MY KIDS,BookRestaurant
4291,snips-train-2084,Find me a table for 1 at a restaurant with a pool at 3 am in Hitchcock FL,FIND ME A TABLE FOR ONE AT A RESTAURANT WITH A POOR LAT THREE A M IN HITCHCOCK FLORIDA,BookRestaurant
4292,snips-train-2085,book a food truck in Nisswa for 4 at 5 pm,BOOK A FOOD DRUKIN THIS WE FOR FOUR AT FIVE P M,BookRestaurant
4293,snips-train-2086,book a spot for me and sonja at a popular pizzeria,BOOKA SPOT FOR ME AND SONYA AT THE POPULAR PEDSARIA,BookRestaurant
4294,snips-train-2087,"book a spot for gay ramos, janice gonzales and I at a bar in Timbo",BOKA SPOT FOR GIRAMOS JANUS GON ZALES AND I AT A BARIN TIMBO,BookRestaurant
4295,snips-train-2088,Reserve me seating midday at Bear Hotel,RESOLVE ME SEATING MIDDAY AT BERE HOTEL,BookRestaurant
4296,snips-train-2089,Book a reservation for a southern brazilian restaurant for 10 people within walking distance of Broadway-Lafayette St,BOOK A RESERVATION FOR A SOUTHERN BRAZILIAN RESTAURANT FOR TEN PEOPLE WITHIN WALKING DISTANCE OF BROADWAY LAPHIRED STREET,BookRestaurant
4297,snips-train-209,Add Ronski Speed to sweet soul chillout,A RONSKYS SPEED TO SWET SOLTER LOUT,AddToPlaylist
4298,snips-train-2090,I want to book a restaurant in Keeling Islands for a party of ten,I WANT TO BOOK A RESTAURANT IN KEELING ISLANDS FOR A PARTY OF TEN,BookRestaurant
4299,snips-train-2091,book a table for a Macedonia restaurant,BUKA TABLE FOR A MACEDONIA RESTAURANT,BookRestaurant
4300,snips-train-2092,Need a table at a fast food restaurant for me and my kids in Brusly Landing,NEED A TABLE AT A FAST FORD RESTAURANT FOR ME AND MY KIDS EN BRUSLY LANDING,BookRestaurant
4301,snips-train-2093,"Reserve a table in Top of the Mark Lambertville , Vermont .",RESERVE A TABLE IN TOP OF THE MARK LAMBATVILLE VOMONT,BookRestaurant
4302,snips-train-2094,Book the Bobcat Bite .,BOOK THE BOK AT BITE,BookRestaurant
4303,snips-train-2095,Book a brasserie in the Falkland Islands for this week .,BOOCA BRASSERI IN THE FALKLAND ISLANDS FOR THIS WEEK,BookRestaurant
4304,snips-train-2096,I want to book a cafe for 3 in Fargo,I WANT TO BOOK A GAFE FOR TREE IN FAGO,BookRestaurant
4305,snips-train-2097,book a spot in 1 second that is neighboring robin's hotel,BOOKA SPOT IN ONE SECOND THAT HIS NEIGHBORING ROBIN'S HOTEL,BookRestaurant
4306,snips-train-2098,Find a table for two in a place not far in Culdesac,FIND A TABLE FOR TWO IN A PLACE NOT FAR IGN GALDOZAC,BookRestaurant
4307,snips-train-2099,book a cafeteria having pool for four in Algeria,BOKA CAFATERIA HAVING PULLED FOR FOREIGN ALGERIA,BookRestaurant
4308,snips-train-21,add when ice met cream to This Is Alejandro Fernández playlist,AD WHEN I SMET CREAM TO THI ISALI HANDROFERNANDES PLAILEST,AddToPlaylist
4309,snips-train-210,Add artist to ina's 2010s smash hits,ADATTUS TOENAS TWO THOUSAND DENE MASH HEATS,AddToPlaylist
4310,snips-train-2100,I'd like to eat salads at a restaurant,I'D LIKE TO EAT SALADS AT A RESTAURANT,BookRestaurant
4311,snips-train-2101,Book a reservation for Gaslight Tavern on may the twenty-seventh,BOOK A RESERVATION FOR GUESTLIGHT TAVERN ON MAY THE TWENTY SEVENTH,BookRestaurant
4312,snips-train-2102,Make me a reservation in South Carolina,MAKE ME A RESERVATION IN SOUTH CAROLINA,BookRestaurant
4313,snips-train-2103,make a reservation at a bakery that has acquacotta in Central African Republic for five,MAKE A RESERVATION AT A BECKERY THAT HAS A QUAKE QORTER IN CENTRAL AFRICAN REPUBLIC FOR FIVE,BookRestaurant
4314,snips-train-2104,Reservea  table for five people on september second in Gabon .,RESERVIRE TABLE FOR FIVE PEOPLE ON SEPTEMBER SECOND AND GABON,BookRestaurant
4315,snips-train-2105,I need to book a table at a nearby restaurant,I NEED TO BOOK A TABLE AT E NEAR BY RESTAURANT,BookRestaurant
4316,snips-train-2106,Book a pub with fisn'n chips in Timberville .,BOOKAPABRITHE PISNAN CHIPS IN TIMBERILL,BookRestaurant
4317,snips-train-2107,make me a reservation at The Restaurant at Meadowood for a party of 7 in Armenia,MAKE ME A RESERVATION AT THE RESTAURANT AT MEADOWWOOD FOR A PARTY OF SEVEN IN ARMENIA,BookRestaurant
4318,snips-train-2108,book me best joint restaurant for 2 members at AMerican Samoa today,BOOK ME BEST JOINT RESTAURANT FOR TWO MEMBERS AT AMERICAN SAMOA TO DAY,BookRestaurant
4319,snips-train-2109,Get me a highly rated restaurant in Nigeria,GET ME A HIGHLY RATED RESTAURANT IN NIGERIA,BookRestaurant
4320,snips-train-211,add Devil Pray to my party list,A DEVIL PRAY TO MY PARTY LIST,AddToPlaylist
4321,snips-train-2110,Find a reservation for a tea house in Lorain,FIND A RESERVATION FOR A TEA HOUSE IN LARAINE,BookRestaurant
4322,snips-train-2111,"Need a table  for party of five for December 26, 2040 in the state of MT",NEED A TABLE FR PARTY OR FIVE FOR DECEMBER TWENTY SIXTH TWENTY FOURTE IN THE STATE OF MOUND,BookRestaurant
4323,snips-train-2112,book this week for their step sister's workplace close,BOKTES RIK F THEIR STEP SISTERS WALK PLACE CLOSE,BookRestaurant
4324,snips-train-2113,Book a table for 10 at Top Pot Doughnuts,BOOK A TABLE FOR TENA TOP POR DUNATS,BookRestaurant
4325,snips-train-2114,Book a tavern in Rhode Island that serves saucisse .,BOCATAVENIN ROD ISLAND THAT SERVSOSES,BookRestaurant
4326,snips-train-2115,Make me a reservation at taverna in a smoking room,MAKE ME A RESERVATION AT DOVONA IN A SMOKING ROOM,BookRestaurant
4327,snips-train-2116,"I would like to book a table at a delicatessen in punjabi for me, angela and vilma",I WOULD LIKE TO BOOK A TABLE AT A DELICATE DESSIN IN PANJABI FOR ME ANGELA ANVILMA,BookRestaurant
4328,snips-train-2117,I need to find a table for 4 at a brasserie that has fondue,I NEED TO FIND A TABLE FOR FOUR AT A BRASERY THAT HAS FON DO,BookRestaurant
4329,snips-train-2118,I need a table in the state of LA for katina and josefina gray,I NEED A TABLE IN THE STATE OF ALET FOR CADINA AND JOSEPHENA GRAY,BookRestaurant
4330,snips-train-2119,"book a restaurant in Fort Gates , FL",BOCE RESTAURANT IN FORT GATES EFEL,BookRestaurant
4331,snips-train-212,add this track to my party playlist,AD THE STRACT TO MY PARTY PLAILEST,AddToPlaylist
4332,snips-train-2120,book a spot at the top-rated pub in Garner,BOOK A SPOT AT THE TOPERATED POBINGANER,BookRestaurant
4333,snips-train-2121,"Book a table for 6 in The Cheese Course , Blocher on February the 10th .",BOOK A TABLE FOR SIX IN THE CHEESE CARSE BLOCARON FEBRUARY THE TENTH,BookRestaurant
4334,snips-train-2122,Book me a table at the highly rated cafeteria in Federated States Of Micronesia,BOOKMEA TABLE AT THE HIGHLY RATED CAFOTERIA IN FEDERATED STATES OF MICRONESIA,BookRestaurant
4335,snips-train-2123,Book a table for a party of twelve in Lewisville AMerican Samoa for a party of 7 at the Ballachulish House,BOOK A TABLE FOR A PARTY OF TWELVE IN LEWIS VILL AMERICAN SAMOA FOR A PARTY OF SEVEN AT THE BALLACOLISH HOUSE,BookRestaurant
4336,snips-train-2124,Find a place for me to eat in Connecticut for 9 and a half months from now,FIND A PLACE FOR ME TO EAT IN PONECTICUTE FOR NINE AND A HALF MONTHS FROM NOW,BookRestaurant
4337,snips-train-2125,I need a reservation for eight at The Original Soup Man in Northern Mariana Islands,I NEED A RESERVATION FOR IT AT THE ORIGINAL SOUP MAN IN NORTHERN MARYANA ISLANDS,BookRestaurant
4338,snips-train-2126,book Tartine in Mississippi for 5,BUGTARTIN AN MISSISSIPPI FOR FIVE,BookRestaurant
4339,snips-train-2127,book a table for six at Hubbell House in NE,BOOK A TABLE FOR SIX AT HUBBLE HOUSE IN MAY,BookRestaurant
4340,snips-train-2128,book Itsu for Tonight,BOQUETS U FORTO NIGHT,BookRestaurant
4341,snips-train-2129,Book a tyrolean restaurant in Crocker Indiana now for 3 people.,BOOKAT  RULIN RESTAURANT AND CROCKER IN DIANA NOW FOR THREE PEOPLE,BookRestaurant
4342,snips-train-213,add the track by josh kear to myra's playlist with the name highway 61,AD THE TRAG BY JOSH KEER TO MILES BLALIST WIDH THE NAME HYVEY SIXTY ONE,AddToPlaylist
4343,snips-train-2130,I need a reservation for two at a diner in Venezuela,I NEED A RESERVATION FOR TWO ATA DINER IN VENOS WILLA,BookRestaurant
4344,snips-train-2131,evangeline and petra cooper want to go to a restaurant in 9 years,A VANGELIN AND PETRACOOPER WONE TO GO TO A RESTAURANT IN NINE YEARS,BookRestaurant
4345,snips-train-2132,"Book a reservation for 5 people next week at The Pump Room, Chicago",BOOK A RESERVATION FOR FIVE PEOPLE NEXT WEEK AT THE PUMP ROOM CHICAGO,BookRestaurant
4346,snips-train-2133,at ten AM I want to reserve a spot for 9 people to eat in Monaco .,AT AN M I WANT TO RESERVE A SPOT FOR NINE PEOPLE TO EAT IN MONACO,BookRestaurant
4347,snips-train-2134,Reserve in Bermuda a food court near jan and I,RESERVING BA MUDE OUR FOOT COURT NEAR JAN AND I,BookRestaurant
4348,snips-train-2135,Book a restaurant for 7 people.,BOOK A RESTAURANT FOR SEVEN PEOPLE,BookRestaurant
4349,snips-train-2136,Please book a bar type goiano room accommodate for 2 members 1 second from now in PR,PLEASE BOK ABOUT AP GOANO ROOM ACCOMMODAT FOR TWO MEMBERS ONE SECOND FROM NOW IN PIERE,BookRestaurant
4350,snips-train-2137,I need to book a restaurant for 6 people.,I NEED TO BOOK A RESTAURANT FOR SIX PEOPLE,BookRestaurant
4351,snips-train-2138,book a spot for 10 at Shopsins in Denmark on St. Patrick's Day,BOOK A SPOT FOR TENAT SHOPSONS IN DENMARK ON SAINT PATRICKS DAY,BookRestaurant
4352,snips-train-2139,book a restaurant for four in Burundi,BOOK A RESTAURANT FOR FOURIN BURUNDI,BookRestaurant
4353,snips-train-214,add song to evening playlist,AD SONG TO EVENING PLAILEST,AddToPlaylist
4354,snips-train-2140,"Book a table at Carter House Inn in Saint Bonaventure , Alaska .",BOCATIBULATE CATO HOUSE IN AN SAINT BON VENTURE ALASKA,BookRestaurant
4355,snips-train-2141,I need to get seats for me and my ex wife to eat in Egypt .,I NEED TO GET SEATS FOR ME AND MY EX WIFE TO EAT IN EGYPT,BookRestaurant
4356,snips-train-2142,I'd like to book a place to eat in NY .,I'D LIKE TO BOOK A PLACE TO EATIN AN WHY,BookRestaurant
4357,snips-train-2143,I want to eat panisses the nearby cafeteria in Naytahwaush,I WANT TO EAT PANISES ANEARBY AFFATERIA IN MITA WARSH,BookRestaurant
4358,snips-train-2144,Book a bar which serves chicken french at Robinson .,BOOKABAR VITSELVS CHICKEN FRENCH AT ROBINSON,BookRestaurant
4359,snips-train-2145,I would like a table at a taverna with croquembouche for 1 minute from now,I WOULD LIKE A TABLE AT ATAVERNA WITH CROAKAM BUSH FOR ONE MINUTE FROM NOW,BookRestaurant
4360,snips-train-2146,I'd like to book a table at a restaurant for a group of 4,I'D LIKE TO BOOK A TABLE AT A RESTAURANT FOR A GROUP O FOUR,BookRestaurant
4361,snips-train-2147,"Book a restaurant in Indiana for me, violet and dianne .",BUKA RESTAURANT IN INDIANA FOME VIOLET AND DIANE,BookRestaurant
4362,snips-train-2148,"In Apr. , I'd like to eat at a pub Manack Montana with 4 people",AN APRIL I'D LIKE TO EAT AT A POGMANAC MONTANA WID FOUR PEOPLE,BookRestaurant
4363,snips-train-2149,I'd like to go to a restaurant in French Polynesia,I'D LIKE TO GO TO A RESTAURANT IN FRANCH POLYNESIA,BookRestaurant
4364,snips-train-215,Add this track to my Dance Workout playlist,AT THIS TRACT TO MY DANCE WALK OUT PLAILIST,AddToPlaylist
4365,snips-train-2150,I want to go to the Freight House in Gabon,I WANT TO GO TO THE FREIT HOUSE IN GARBORN,BookRestaurant
4366,snips-train-2151,"Book a table for 1 on November the first, 2022",BOOK A TABLE FOR ONE ON NOVEMBER THE FIRST TWENTY TWENTY TWO,BookRestaurant
4367,snips-train-2152,book a spot for selma and molly at a steakhouse with saucisse that is close-by McSherrystown,BOOK A SPOT FOR SELMA AND MOLLYAT A STAKE HOUSE WITH SOUCES THAT IS CLOSE BY MAC CHERRY STONE,BookRestaurant
4368,snips-train-2153,Book a table for tomorrow for five people.,BOOK A TABLE FOR TWO MOREO FOR FIVE PEOPLE,BookRestaurant
4369,snips-train-2154,I'd like to book a restaurant that serves pôchouse in Rocksprings .,I'D LIKE TO BOOK A RESTAURANT THAT SERVES POORHOUSE IN ROCK SPRINGS,BookRestaurant
4370,snips-train-2155,I have a party of four in Japan and need a reservation at Rimsky-Korsakoffee House on Aug. the 3rd .,I HAVE A PARTY OF FOUR IN JAPAN AND NEITHER RESERVATION AT TRIMSKI COR SAKOFFEE HOUSE OR NAUGUST A THIRD,BookRestaurant
4371,snips-train-2156,i need a table at a close by restaurnt in Hackney for ten,I NEED A TABLE AT A CLOSE BY RESTAURANT IN HACKNEY FOR TEN,BookRestaurant
4372,snips-train-2157,I need seating for ten people at a bar that serves czech cuisine,I NEED SEATING FOR TEN PEOPLE AT A BAR THAT SELVES CHECK CRUSINE,BookRestaurant
4373,snips-train-2158,Book me a table at a hungarian delicatessen in North Dakota .,BOOKMEA TABLE AT A HUNGARIAN DELICAE TESSAN IN NOT DE CORTA,BookRestaurant
4374,snips-train-2159,Book a table somewhere in Dominica for 2 minutes from now,BOOKATIBLE SOMEWHERE IN DOMINICA FOR TWO MINUTES FROM NOW,BookRestaurant
4375,snips-train-216,Add bret mckenzie to my Pop Commute playlist,AD BREAT MAC KENZIE TO MY POP COMMUTE PLAILIST,AddToPlaylist
4376,snips-train-2160,"I need a bar for four that serves argentinian in D'Iberville , WY for twelve PM",I NEED A BAR FOR FOR THAT SELVES ARGENTINIAN IN DEAIBERILL WIFE O TWELVE P M,BookRestaurant
4377,snips-train-2161,Need to book a reservtion for a restaurant in Maryland for me and my half sister,NEED TO BOOK A RSOVSHIN FOR A RESTAURANTIN MERRYLAND FOR ME AND MY HALF SISTER,BookRestaurant
4378,snips-train-2162,Book a food court in Raytown Arizona that serves green bean casserole on july 20th .,BOOK O FOOT COURT IN RATOWN ARIZONA THAT SALVE'S GREEN BIN CASARALL ON JULY TWENTIETH,BookRestaurant
4379,snips-train-2163,Make me a reservation for elvira and I in Brazil,MAKE ME A RESERVATION FOR ELVERA AND I IN BRAZIL,BookRestaurant
4380,snips-train-2164,Book a table at a pub in China .,BOCATIBULETO POBINCHINA,BookRestaurant
4381,snips-train-2165,Book me a table for two in Oakes .,BOKE ME A TABLE FOR TWO IN OAX,BookRestaurant
4382,snips-train-2166,Lets go and take elsa and I to Westhampton Beach in 1 hour to the american chinese cuisine at the tea house,LET'S GO AND TAKE ELSA AND I TO WEST HAMPTON BEACH IN ONE HOUR TO THE AMERICAN CHINESE QUAZINE AT THE TEA HOUSE,BookRestaurant
4383,snips-train-2167,book a spot at the best brasserie near Saudi Arabia,BOOK A SPOT AT THE BEST BRASTRINIA SOUTHE ARABIA,BookRestaurant
4384,snips-train-2168,"I'd like to book a brasserie in Virginia City , GA .",I'D LIKE TO BOOK A BRACERY IN VIRGENIA CITY GAR,BookRestaurant
4385,snips-train-2169,I'd like to eat at an outdoor restaurant,I'D LIKE TO EAT AT AN OUTO RESTAURANT,BookRestaurant
4386,snips-train-217,add Yameen to the uncharted 4 nathan drake playlist,AJUMMING TO THE ENCHARTED FOR NATHAN DRAKE PLAYLIST,AddToPlaylist
4387,snips-train-2170,Book reservation at a restaurant in Rocky Fork for 2 people,BOOK RESERVATION AT A RESTAURANT AND ROCKY FOG FOR TWO PEOPLE,BookRestaurant
4388,snips-train-2171,"Book a restaurant in Medford Lakes on Sep. 8, 2033 for essie, tonya and I",BOKA RESTAURANT IN MEDFORD LAKES ON SEPTEMBER EIGHTH TWENTY THIRTY THREE FOUR ES TONNIA AND I,BookRestaurant
4389,snips-train-2172,restaurant in South Sudan for 6,RESTAURANTIN SOUT SO DOWN FOR SIX,BookRestaurant
4390,snips-train-2173,book a manadonese restaurant for two,BOOKAMANADNE'S RESTAURANT FOR TWO,BookRestaurant
4391,snips-train-2174,Find a reservation for 3 people,FIND A RESERVATION FOR THREE PEOPLE,BookRestaurant
4392,snips-train-2175,Book a brasserie in Cuney for seven people.,BOOKO BRASERINE CUNI FOR SEVEN PEOPLE,BookRestaurant
4393,snips-train-2176,Find a pub for me in FM,FIND A BUB FOR ME THEIR FAM,BookRestaurant
4394,snips-train-2177,Book a table at any restaurant for eight people,BOK A TABLE AT ANY RESTAURANT FOR IT PEOPLE,BookRestaurant
4395,snips-train-2178,Where can I book a table close to me in Moon Run at sixteen o'clock that will take three people,RERKIN I BOOK A TABLE CLOSE TO ME IN MOON RUN AT SIXTEEN O'CLOCK THAT WILL TAKE THREE PEOPLE,BookRestaurant
4396,snips-train-2179,Book a restaurant not far in Milladore for 6 people.,BOOKA RESTAURANT NOT FAR IN MILIDOR FOR SIX PEOPLE,BookRestaurant
4397,snips-train-218,add vl mike to my Dcode2016 playlist,AT WIEL MIKE TO MID CO TWENTY SIXTEEN PLAYLIST,AddToPlaylist
4398,snips-train-2180,"Reserve a table for nine people at a caribbean restaurant in White Creek , Utah .",RESERVE A TABLE FOR NINE PEOPLE AT A GARABEAN RESTAURANT IN WHITE CREEK UTA,BookRestaurant
4399,snips-train-2181,book for my girlfriend and I for truffade at a gastropub in West Virginia,BOOK FOR MY GIRLFRIND AND I FO ROFARDY AT A GAS TROOP OF IN REST VIRGINIA,BookRestaurant
4400,snips-train-2182,"book a mexican brasserie close by Woodcliff Lake for a party of 7 on April 25, 2026",BOOK A MEXICAN BRASSRECLOSE BY WOODCLEF FLAKE FOR A PARTY OF SEVEN ON APRIL TWENTY FIFTH TWENTY TWENTY SIX,BookRestaurant
4401,snips-train-2183,patty and I need a table booked at a highly rated restaurant in Sandstone .,PATI AND ANI THE TABLE BOOKED AT A HIGHLY RATED RESTAURANT IN SANDSTONE,BookRestaurant
