,train_index,train_sentence,ivy_sentence,train_label
936,snips-train-1084,add Get Happy to cherry's Las Canciones Más Lindas Del Mundo,ADD GID HAPPY TO CHERIES LOSS CONSIONUS MOSLIN DES DEL MUNDO,AddToPlaylist
937,snips-train-10840,Find Pursuit of Radical Rhapsody,FIND PURSUIT OF RADICAL RHAPSODY,SearchCreativeWork
938,snips-train-10841,Look for the TV series All Around Performance Horse Weekly,LOOK FOR THE T V CIRIES ALL AROUND PERFORMANCE HORSE WEEKLY,SearchCreativeWork
939,snips-train-10842,Find me the Show Girl soundtrack,FIND ME THE SHOWGURL SOUND TRACK,SearchCreativeWork
940,snips-train-10843,Find Merry Arizona 97 Desert Stars Shine at Christmas,FINE MARY ARIZONA NINETY SEVEN DESERT STARS SHINE AT CHRISTMAS,SearchCreativeWork
941,snips-train-10844,find a picture called How Much Wood Would a Woodchuck Chuck,FIND A PICTURE CALLED HOW MUCH WOOD WOOD A WOODCHUCK CHUCK,SearchCreativeWork
942,snips-train-10845,Play the Electrochemical and Solid State Letters song,PLAY THE ELECTRO CHEMICAL AND SOLID STAIN LETTERS SONG,SearchCreativeWork
943,snips-train-10846,Find The Mary Van Note Show,FINE THE MERY VAN NODE SHOW,SearchCreativeWork
944,snips-train-10847,Where to buy book Charlie Countryman deve morire,WHERE TO BUY BOOK CHARLIE COUNTRYMAN DEVE WAR RARY,SearchCreativeWork
945,snips-train-10848,I want to play the game Guitar Heaven ... The Greatest Guitar Classics of All Time,I WANT TO PLAY THE GAME GITAR HEAVEN THE GREATEST GUITAR CLASSICS OF ALL TIME,SearchCreativeWork
946,snips-train-10849,I want to listen to the song First Time for Everything,I WANT TO LISTEN TO THIS ONG FIRST TIME FOR EVERYTHING,SearchCreativeWork
947,snips-train-1085,Add circus to my Post Garage Wave Revival list,ADD CIRCUS TO MY POST URAGEWARERIVAL LIST,AddToPlaylist
948,snips-train-10850,Find a novel called Downward to the Earth .,FIND A NOVEL CALLED DOWNWARD TO THE EARTH,SearchCreativeWork
949,snips-train-10851,Play a trailer for Give It All,PLAY A TRAILER FORGIVE IT ALL,SearchCreativeWork
950,snips-train-10852,Show The Man from London video game,SHOW THEM MEN FROM LONDON VIDIO GAME,SearchCreativeWork
951,snips-train-10853,Find the TV show titled The Three Leaps of Wang Lun,FINE THE TE VE SHOW TITLED THE THREE LEAPS OF WAING LAN,SearchCreativeWork
952,snips-train-10854,What is the Read All About It picture ?,WHAT IS THE REIN ALL ABOUT IT PICTURE,SearchCreativeWork
953,snips-train-10855,I want to watch the show Food Force,I WANT TO WATCH THE SHOWFOOD FORCE,SearchCreativeWork
954,snips-train-10856,Search for the television show Me and my guitar,SEARCH FOR THE TELAVISION SHOW ME AND LAGGAGE ARE,SearchCreativeWork
955,snips-train-10857,Where can I find Police Story 3 Supercop,WHERE CAN I FIND PULLICE STORY THREE SUPER CUP,SearchCreativeWork
956,snips-train-10858,find the book Time and Again,FIND THE BROOK TIME AND AGAIN,SearchCreativeWork
957,snips-train-10859,I need to see Cristo in India,I NEED TO SEE CRISTO AND INDIA,SearchCreativeWork
958,snips-train-1086,Add album to my Country Hits,ADD ALBUM TO MY COUNTRY HEADS,AddToPlaylist
959,snips-train-10860,Find me an album called Rejoicing with the Light,FIND ME AN ALBUM CALLED REJOICING WITH THE LIGHT,SearchCreativeWork
960,snips-train-10861,Find All About Aubrey .,FIND ALL ABOUT ALBRY,SearchCreativeWork
961,snips-train-10862,find the trailer for The Spooky Sisters,FINE THE TRAILER FOR THE SPOOKY SISTERS,SearchCreativeWork
962,snips-train-10863,"find Mother Earth , a TV show",FIND MOTHER EARTH ATTIVI SHOW,SearchCreativeWork
963,snips-train-10864,Show the Day the Earth Caught Fire movie,SHOW THE DAY THE EARTH CAUGHT FIRE MOVI,SearchCreativeWork
964,snips-train-10865,I want to play the game The Carny,I WANT TO PLAY THE GAME THE CARNEY,SearchCreativeWork
965,snips-train-10866,show creativity of painting of Me Too,SHOW CREATIVITY OF PAINTING OF ME TOO,SearchCreativeWork
966,snips-train-10867,find Karol The Pope,FINE CARLLLE THE POPE,SearchCreativeWork
967,snips-train-10868,find a soundtrack called Pax Warrior,FIND A SOUND TRACK CALLED PACXS WARRIOR,SearchCreativeWork
968,snips-train-10869,Can I see the show Heroes of Might & Magic 4 ?,CAN I SEE THE SHOW HEROES OF MIGHT AND MAGIC FOUR,SearchCreativeWork
969,snips-train-1087,will you add Pat Kirtley to my covered in punk playlist,WILL YOU ADD PAT CURTLY TO MY COVERDAN PONKPLAOLIST,AddToPlaylist
970,snips-train-10870,play the Discografia de The Pretty Reckless saga,PLAY THE DISCO GROFF HE ENDED THE PRETTY RECKLESS SOGA,SearchCreativeWork
971,snips-train-10871,Can you search for Twilight Is Gone ?,CAN YOU SEARCH FOR TWILIGHT IS GONE,SearchCreativeWork
972,snips-train-10872,looking for Liberalism and the Limits of Justice,LOOKING FOR LIBERALISM AND THE LIMITS OF JUSTICE,SearchCreativeWork
973,snips-train-10873,Please pull up Nothing Feels Good,PLEASE PALL UP NOTHING FEELS GOOD,SearchCreativeWork
974,snips-train-10874,I'd like to watch the TV series called Fires of Life,I'D LIKE TO WATCH THE T V CERIES CALLED FIRES OF LIFE,SearchCreativeWork
975,snips-train-10875,Find a novel called A Perfect Day .,FIND A NOVEL CALL DAY PERFECT DAY,SearchCreativeWork
976,snips-train-10876,I need info on the video game Iron Fist,I NEED INFLORM THE VIDIO GAYE MIRON FIST,SearchCreativeWork
977,snips-train-10877,Find trailer of Jazz Impressions of the U.S.A.,FINE TRAILER OF JAS IMPRESSIONS OF THE U S A,SearchCreativeWork
978,snips-train-10878,I'd like to see the show Onion SportsDome,I'D LIKE TO SEE THE SHOW ONYAN SPORDSTOME,SearchCreativeWork
979,snips-train-10879,find Word of Mouth for me,FINE WORD OF MOUTH FOR ME,SearchCreativeWork
980,snips-train-1088,add Butterfly House to nu metal,ADD BUTTERFLY HOUSE TO NEW METAL,AddToPlaylist
981,snips-train-10880,find Carry me in your dreams,FIND CARRY ME IN YOUR DREAMS,SearchCreativeWork
982,snips-train-10881,What is the TV show This Is Halloween ?,WHAT IS THE TI V SHOW THIS IS HALLO EN,SearchCreativeWork
983,snips-train-10882,I'm looking for the work titled Converging Conspiracies,ON LOOKING FOR THE WORK TITLED CONVERGIN CONSPIRACIES,SearchCreativeWork
984,snips-train-10883,find a novel called Chemistry - An European Journal,FIND A NOVEL CALLED CHEMISTRY ON EUROPEAN JOURNAL,SearchCreativeWork
985,snips-train-10884,find a Love song,FIND YOU LOVE SONG,SearchCreativeWork
986,snips-train-10885,Play me East Side Story,PLAY ME EAST SIDE STORY,SearchCreativeWork
987,snips-train-10886,help me find the work Unite and Win,HELP ME FIND THE WORK UNITE AND WEN,SearchCreativeWork
988,snips-train-10887,find Friendship Way,FIND FRIENDSHIP WAY,SearchCreativeWork
989,snips-train-10888,find the trailer for Live at Hull,FIND THE TRAILOR FOR ALIVE AT HULL,SearchCreativeWork
990,snips-train-10889,find the trailer for Hotel on the Corner of Bitter and Sweet,FINE THE TRAILER FOR HOTEL ON THEIR CORNER OF BITTER AND SWEET,SearchCreativeWork
991,snips-train-1089,Add lapponia to my flamenco pa ti playlist.,AD LAPONIA TO MY FLUMENCO PONTI PLAOLIST,AddToPlaylist
992,snips-train-10890,Please search for the Puppet on a String video game .,PLEASE SEARCH FOR THE PUPPET ON A STRING VIRIO GAME,SearchCreativeWork
993,snips-train-10891,Find I Could Fall in Love .,FUND THAT I COULD FALL IN LOVE,SearchCreativeWork
994,snips-train-10892,find a television show called Sensation Comics,FIND A TELIVISION SHO CALLED SENSATION COMICS,SearchCreativeWork
995,snips-train-10893,Where can I find the TV show MetaboLights,WHERE CAN I FIND THE TE V SHO MITABO LIGHTS,SearchCreativeWork
996,snips-train-10894,find Innocent world,FIND INNOCENT WORLD,SearchCreativeWork
997,snips-train-10895,I want to listen to the song Only the Greatest,I WANT TO LISTEN TO THE SONG ONLY THE GREATEST,SearchCreativeWork
998,snips-train-10896,I need a painting called Brubeck Plays Brubeck,I NEED A PAINTING CALLED BRUVAC PLACE BRUVEC,SearchCreativeWork
999,snips-train-10897,"find Bells Break Their Towers , a video game",FIND BELLS BREAK THEIR TOWERS A VIDIO GAME,SearchCreativeWork
1000,snips-train-10898,Show me the I Can Hear the Sea movie,SHOW ME THE ECAN HEAR THE SEA MOVI,SearchCreativeWork
1001,snips-train-10899,I'm trying to find Annunciation .,I AM TRYING TO FIND ENUNCIATION,SearchCreativeWork
1002,snips-train-109,put this album on my road trip playlist,PUT THIS ALBAMON MY ROAD TREB PLAOIST,AddToPlaylist
1003,snips-train-1090,add album to my I Love My 90's R&B,ADD ALBUM TO MY I LOVE MY NINETIES R AND B,AddToPlaylist
1004,snips-train-10900,Show me Interesting Times The Secret of My Success,SHOW ME INTERESTING TIMES THE SECRET OF MY SUCCESS,SearchCreativeWork
1005,snips-train-10901,look for the creative work Meltdown – Days of Destruction,LOOK FOR THE CREATIVE WORK MELT DOWN DAYS OF DESTRUCTION,SearchCreativeWork
1006,snips-train-10902,Find a TV show called Studies in Logic .,FIND A T V SHOW CALLED SADIS IN LOGIC,SearchCreativeWork
1007,snips-train-10903,I want to watch the movie Godslayer,I WANT TO WATCH THE MOVI GODS LAYER,SearchCreativeWork
1008,snips-train-10904,find a painting called The Other Bank,FIND A PAINTING CALLED THE OTHER BANK,SearchCreativeWork
1009,snips-train-10905,Get me the Elvis’ Christmas Album TV show .,GIVE ME THE ELVIS CHRISTMAS ALBUM TEVE SHOW,SearchCreativeWork
1010,snips-train-10906,Where to get the movie Fear of a Black Hat,WHERE TO GET THE MOVI FEAR OF A BLACK HAT,SearchCreativeWork
1011,snips-train-10907,Look for the novel Behind closed doors,LOOK FOR THE NOVEL BEHIND CLOSED DOORS,SearchCreativeWork
1012,snips-train-10908,Can I see the TV show The Closer I Get ?,CAN I SEE THE T V SHUR THE CLOSER I GET,SearchCreativeWork
1013,snips-train-10909,Find a painting called The Legend of Tashan Dorrsett .,FIND A PAINTING CALLED THE LEGEND OF TICHAN DORSET,SearchCreativeWork
1014,snips-train-1091,Add some fujimoto yae to my Women of Rock list,ADD SOME FOU GE MOTO YE CO MY WOMEN OF RA CLIST,AddToPlaylist
1015,snips-train-10910,I'm looking for the show Sex and Candy,I'M LOOKING FOR THE SHOW SEX AND CANDY,SearchCreativeWork
1016,snips-train-10911,Where can I listen to the song The Imposter ?,WHERE CAN I LISTEN TO THE SONG THE IMPOSTOR,SearchCreativeWork
1017,snips-train-10912,Show me the The Defenestration of Ermintrude Inch TV series,SHOW ME THE THE DEFINISTRATION OF ROMANDRUDE AND CHIVI CIRES,SearchCreativeWork
1018,snips-train-10913,"find Attack Surface Analyzer , a painting",FIND A TACK SURFACE ANALYZER A PAINTING,SearchCreativeWork
1019,snips-train-10914,Where can I buy the movie The Teahouse Fire ?,WHERE CAN I BY THE MOVI THE TEA HOUSE FIRE,SearchCreativeWork
1020,snips-train-10915,look for the saga called Death in Paradise,LOOK FOR THE TSAGA CALLED DEATH AND PARADISE,SearchCreativeWork
1021,snips-train-10916,I'd like to hear the soundtrack for Just Once in My Life .,I'D LIKE TO HEAR THE SOUND TRACK FOR JUST ONCE IN MY LIFE,SearchCreativeWork
1022,snips-train-10917,find a book called The Mad Magician,FIND A BOOK CALLED THE MAD MAGICIAN,SearchCreativeWork
1023,snips-train-10918,Get me the Trick or Treats soundtrack .,GIVE ME THE TRICK OR TREATS SOUND TRACK,SearchCreativeWork
1024,snips-train-10919,When is City of Angels playing?,WHEN HIS CITY OF ANGELS PLAYING,SearchCreativeWork
1025,snips-train-1092,Add future to This Is Al Green,ADD FUTURE TO THIS IS AL GREEN,AddToPlaylist
1026,snips-train-10920,show painting of Waiting for Snow in Havana,SHOW PAINTING OF WAITING FOR SNOW IN HER VANA,SearchCreativeWork
1027,snips-train-10921,Show me the photograph of Minutes to Midnight,SHOW ME THE PHOTOGRAPH OF MINUTES TO MIDNIGHT,SearchCreativeWork
1028,snips-train-10922,Where is the TV show Bomberman Land Touch! 2,WHERE IS THE T V SHOW BALMER MINLAND TOUCH TWO,SearchCreativeWork
1029,snips-train-10923,What is Party All Night,WHAT IS PARTY ALL NIGHT,SearchCreativeWork
1030,snips-train-10924,Please search for the TV series titled I Need Romance .,PLEASE SEARCH FOR THE T V CERIES TITLED I NEED ROMANCE,SearchCreativeWork
1031,snips-train-10925,painting of Live from the El Rey Theatre,PAINTING OF LIFE FROM THE ALE RAD THEATRE,SearchCreativeWork
1032,snips-train-10926,Show me NCAA College Football 2K3,SHOW ME IN C DOUBLE A COLLEGE FOOT BALL TWO K THREE,SearchCreativeWork
1033,snips-train-10927,i want to play the video game called China Seas,I WANT TO PLAY THE VIDIO GAME CALLED CHINA SESE,SearchCreativeWork
1034,snips-train-10928,show creativity of Your Body Above Me,SHOW CREATIVITY OF YOUR BODY ABOVE ME,SearchCreativeWork
1035,snips-train-10929,Find Show-Ya 20th Anniversary The Best .,FINE SHOWYY TWENTIETH ANNIVERSARY THE BEST,SearchCreativeWork
1036,snips-train-1093,Add I Hate Myself and I Want to Die to my Six string peacefulness,AT I HATE MYSELF AND I WANT TO DIE TO MY SICK STRING PEACEFULNESS,AddToPlaylist
1037,snips-train-10930,Help me search UFC on Fox show .,HELP ME SEARCH YOU R SEE ON FOX SHOW,SearchCreativeWork
1038,snips-train-10931,Look for a photograph of I Wanna Sex You Up,LOOK FOR A PHOTOGRAPH OF IWANIS SEX YOU UP,SearchCreativeWork
1039,snips-train-10932,show creative video game The Boat Is Full,SHALL CREATIVE VIDIO GAME THE BOAT AS FULL,SearchCreativeWork
1040,snips-train-10933,Find a novel called Industry .,FIND A NOVEL CALLEDENDUSTRY,SearchCreativeWork
1041,snips-train-10934,find A Pet of the Cairo Zoo,FIND A PED OF THE CAIRO SU,SearchCreativeWork
1042,snips-train-10935,Please get me the British Journal of Dermatology game .,PLEASE GIVE ME THE BRITISH JOURNAL OF DERMATOLOGY GAME,SearchCreativeWork
1043,snips-train-10936,search for Space on My Hands,SEARCH FOR SPACE ON MY HANDS,SearchCreativeWork
1044,snips-train-10937,I want The Complete Global Albums Collection,I WANT THE COMPLETE GLOBULALBUM'S COLLECTION,SearchCreativeWork
1045,snips-train-10938,"find Waiting for Touchdown , a book",FINE WAITING FOR S HOUCH DOWN A BOOK,SearchCreativeWork
1046,snips-train-10939,Please look up the Power and Love movie .,PLEASE LICK UP THE POWER AND LOVE MOVIE,SearchCreativeWork
1047,snips-train-1094,my té para tres needs Brave and Crazy added on.,MY TA PARA TRACE NEEDS BRAVE AND CRAZY ADDED ON,AddToPlaylist
1048,snips-train-10940,I want to watch TV series The Practical Pig,I WANT TO WATCH HE V CERIES THE PRACTICAL PEG,SearchCreativeWork
1049,snips-train-10941,I want to read the book Between a Rock and a Hard Place,I WANT TO READ THE BOOK BETWEEN A ROCK AND A HARD PLACE,SearchCreativeWork
1050,snips-train-10942,Find City of Light .,FINE CITY OF LIGHT,SearchCreativeWork
1051,snips-train-10943,Find a trailer called Colony 7 .,FIND A TRAILER CALLED COLONY SEVEN,SearchCreativeWork
1052,snips-train-10944,Can you find me the Naked City – Justice with a Bullet album ?,CAN YOU FIND ME THE NEKED CITY JUSTICE WIH THE BULLET ALBUM,SearchCreativeWork
1053,snips-train-10945,find the TV series Shaun the Sheep,FIND THE T V CIRES SHAIN E SHEEP,SearchCreativeWork
1054,snips-train-10946,find a show called Big Broadcast of 1938,FIND A SHOW CALLED BIG BROADCAST OF NINETEEN THIRTY EIGHT,SearchCreativeWork
1055,snips-train-10947,Look up the Searchlights painting,LOOK OP THE SEARCHLADE'S PAINTING,SearchCreativeWork
1056,snips-train-10948,Where can I purchase a copy of the painting called Glimpses of World History ?,WHERE CAN I PURCHASE A COPY OF THE PAINTING CALT GLIMPSES OF WORLD HISTORY,SearchCreativeWork
1057,snips-train-10949,show me the television show Operation Thunderbolt,SHOW ME THE TELIVISION SHOW OPERATION THUNDERBOLD,SearchCreativeWork
1058,snips-train-1095,add this tune to my Dance playlist,ADD THIS TUNTO MY DANCE BLAOLIST,AddToPlaylist
1059,snips-train-10950,Find a TV series called Manufacturing Consent .,FIND A T V CERIES CALLED MANUFACTURING CONSENT,SearchCreativeWork
1060,snips-train-10951,read the Background to Danger book,READ THE BACKGROUND TO DANGER BOOK,SearchCreativeWork
1061,snips-train-10952,find a novel called Best Hits Live Save the Children Speed Live 2003,FIND A NOVEL COG BEST TATES LIVE SAVE THE CHILDRENS BE LIVE TWO THOUSAND THREE,SearchCreativeWork
1062,snips-train-10953,show creativity in Cross Currents,SHOW CREATIVITY IN PROSS CURRENTS,SearchCreativeWork
1063,snips-train-10954,Find Stained Glass Windows .,FINE STAINED GLASS WINDOWS,SearchCreativeWork
1064,snips-train-10955,Find a painting called Voices in My Head .,FIND A PAINTING COD VOICES IN MY HEAD,SearchCreativeWork
1065,snips-train-10956,Can you help me find Preaching to the Perverted ?,CAN YOU HELP ME FIND PREACHING TO THE PERVERTED,SearchCreativeWork
1066,snips-train-10957,Please look up Amrithavaahini,PLEASE LOOK A PUMWRIGHT HA VA ENY,SearchCreativeWork
1067,snips-train-10958,Where can I watch the trailer for Home Economics,WHERE CAN I WATCH THE TRAILER FOR HOME ECONOMICS,SearchCreativeWork
1068,snips-train-10959,What Can I watch watch the television show Catch,WHAT CAN I WATCH WATCH THE TELAVISION SHOW CATCH,SearchCreativeWork
1069,snips-train-1096,Add house of pain to my 90s Indie playlist,ADD HOUSE OF PAIN TO MY NINETIES ENDEPLAOLIST,AddToPlaylist
1070,snips-train-10960,look for the show named Chestnut Mare,LOOK FOR THE SHOWNAME CHESTNUT MARE,SearchCreativeWork
1071,snips-train-10961,search for trailer Jazz Impressions of the U.S.A.,SEARCH FOR TRAILER JAS IMPRESSIONS OF THE U S A,SearchCreativeWork
1072,snips-train-10962,show Crafty Hands saga,SHOW CRAFTY HENSOGA,SearchCreativeWork
1073,snips-train-10963,I want to watch the television show Champion,I WANT TO WATCH THE TELEVISION SHOW CHAMPION,SearchCreativeWork
1074,snips-train-10964,Look for the High Noon TV show,LOOK FOR THE HIGH NOON T V SHOW,SearchCreativeWork
1075,snips-train-10965,I'm looking for the CineExport painting .,I'M LOOKING FOR THE SINNY EXPORT PAINTING,SearchCreativeWork
1076,snips-train-10966,"find Bullet and a Target , a television show",FINE BULLET AND A TARGET A TELA VISION SHOW,SearchCreativeWork
1077,snips-train-10967,Find Spirit of the Bush .,FINE SPIRIT OF THE BUSH,SearchCreativeWork
1078,snips-train-10968,Download The Red Eagle TV show,DOWNLER THE REDDY GLTEVY SHOW,SearchCreativeWork
1079,snips-train-10969,Find Clash of the Codes .,FINE CLUSH OF THE COATS,SearchCreativeWork
1080,snips-train-1097,Add big generator to my Country Icon playlist,ADBIG GENERATOR TO MY COUNTRY ICON PLAOLIST,AddToPlaylist
1081,snips-train-10970,Find a game called An Aerial Joy Ride .,FIND A GAME CALLED A NAREAL JOY RIDE,SearchCreativeWork
1082,snips-train-10971,Please find me The Purple Vigilantes book .,PLEASE FIND ME THE PURPLE VIGILANDES BOOK,SearchCreativeWork
1083,snips-train-10972,find a TV show called Shake Hands with Beef,FIND A T V SHOW CALLED SHAKE HANDS WITH BEEF,SearchCreativeWork
1084,snips-train-10973,Find me the song 2 Fast 2 Furious,FIND ME THE SONG TOO FAST TOO FURIOUS,SearchCreativeWork
