,train_index,train_sentence,salli_sentence,train_label
2373,snips-train-12132,what's Southern Theatres movie schedule,WHAT SOUTHERN THEATRES MOVE ESCHEDULE,SearchScreeningEvent
2374,snips-train-12133,"I'd like to go to Douglas Theatre Company to see In Beaver Valley , what times will the movie be playing?",I'D LIKE TO GO TO DOUGLAS THEATRE COMPANY TO SEE IN BEAVER VALLEY WHAT TIMES WILL THE MOVE BE PLAYING,SearchScreeningEvent
2375,snips-train-12134,Find the schedule for close by movies .,FIND THE SCHEDULE FOR CLOSE BY MOVIES,SearchScreeningEvent
2376,snips-train-12135,is Las aventuras de Zachary Beaver at Harkins Theatres,IS LOST OVIGNTEUREST DEZACHARY BEAVER AT HARKIN'S THEATRES,SearchScreeningEvent
2377,snips-train-12136,What time is Class playing at Amco Entertainment ?,WHAT TIME IS CLASS PLAYING AT AMCO ENTERTAINMENT,SearchScreeningEvent
2378,snips-train-12137,I'm looking for a movie schedule at the Cooper Foundation .,AM LOOKING FOR A MOVI SCHEDULE AT THE COOPER FOUNDATION,SearchScreeningEvent
2379,snips-train-12138,Show movie schedule and movies in the area,SHOW MOVI SCHEDULE AND MOVIES IN THE AREA,SearchScreeningEvent
2380,snips-train-12139,in the neighbourhood find movies,IN THE NEIGHBORHOOD FINE MOVIES,SearchScreeningEvent
2381,snips-train-1214,Add Tony Kakko music to Street Dance playlist,AD TONE EOCCO MUSIC TO STREET DANCE PLAYALIST,AddToPlaylist
2382,snips-train-12140,movie schedule of films around here,MOVI SCHADULE OF FILMS AROUND HERE,SearchScreeningEvent
2383,snips-train-12141,is Terminal Station at Cinemark Theatres,IS TERMINL STATION AT SENOMARK THEATRES,SearchScreeningEvent
2384,snips-train-12142,find Afternoon movie times for movies in the neighborhood,FIND AFTERNOON MOVI TIMES FOR MOVIES IN THE NEIGHBORHOOD,SearchScreeningEvent
2385,snips-train-12143,List movie schedules for movies playing close by,LIST MOVI SCHADULES FOR MOVIES PLAYING CLOSE BY,SearchScreeningEvent
2386,snips-train-12144,show me the movie schedules for animated movies around here,SHOW ME THE MOVI SCHADULES FOR ANIMATED MOVIES AROUND HERE,SearchScreeningEvent
2387,snips-train-12145,can i get the movie schedule for Goodrich Quality Theaters,CAN I GET THE MOVY SCHEDULE FOR GOOD RICH QUALITY THEATRES,SearchScreeningEvent
2388,snips-train-12146,When can I watch Alice A True Story at AMC Theatres ?,WHEN CAN I WATCH ALICE A TRUE STORY AT A M C THEATRES,SearchScreeningEvent
2389,snips-train-12147,At AMC Theaters what is the movie schedule ?,AT A M C THEATRES WHAT IS THE MOVI SCHADULE,SearchScreeningEvent
2390,snips-train-12148,What are the showtimes for Beware! The Blob at Plitt Theatres ?,WHAT ARE THE SHOWTIMES FOR BEWARE THE BLABET BLOOD THEATRES,SearchScreeningEvent
2391,snips-train-12149,Can I watch The Sound of War in thirteen minutes at the nearest cinema,CAN I WATCH THE SOUND OF WAR IN THIRTEEN MINUTES AT THE NEAREST CINEMA,SearchScreeningEvent
2392,snips-train-1215,add The Rough Guide to the Music of Eastern Europe to my This Is Philip Glass playlist,ADD THE ROUGH GUIDE TO THE MUSIC OF EASTERN EUROPE TO MYDIS IS PHILIP GLASS PLAALIST,AddToPlaylist
2393,snips-train-12150,showtimes for movies currently playing at Speakeasy Theaters,SHOW TIMES FOR MOVIES CURRENTLY PLAYING AT SPEKESI THEATRES,SearchScreeningEvent
2394,snips-train-12151,find a United Paramount Theatres and movie times at 4 A.M.,FIND A UNITED PARAMOUNT THEATRES AND MOVI TIMES AT FOR Y M,SearchScreeningEvent
2395,snips-train-12152,Find the schedule for animated movies in the neighborhood .,FIND THE SCHEDULE FOR ANIMATED MOVIES IN THE NEIGHBORHOOD,SearchScreeningEvent
2396,snips-train-12153,What times will animated movies be showing nearby ?,WHAT TIMES WILL ANIMATED MOVIES BE SHOWING NEAR BY,SearchScreeningEvent
2397,snips-train-12154,Can you pull up a movie schedule for me?,CAN YOU PULL UP A MOVY SCADUL FROM ME,SearchScreeningEvent
2398,snips-train-12155,What is the movie schedules for the movies nearby playing 23 seconds from now,WHAT IS THE MOVIE SCHEDULES FOR THE MOVIES NEAR BY PLAYING TWENTY THREE SECONDS FROM NOW,SearchScreeningEvent
2399,snips-train-12156,list movie times with meal,LIST MOVE E TIMES WITH MEAL,SearchScreeningEvent
2400,snips-train-12157,what day does the movie Star of the Circus play at ten PM,WHAT DAY DOES THE MOVIE STARVE THE CIRCUS PLAY AT TEN P M,SearchScreeningEvent
2401,snips-train-12158,find movie schedules in MJR Theatres,FIND MOVIE SCEDULES IN NAM JE AR THEATRES,SearchScreeningEvent
2402,snips-train-12159,I need a list of Mann Theatres films that are playing,I NEED A LIST OF MAN THEATRES FILMS THAT ARE PLAYING,SearchScreeningEvent
2403,snips-train-1216,I want to add Indestructible to my playlist a mis niños de 30,I WANT TO ADD INDESTRUCTIBLE TO MY PLALISTAMIS NUNIOSTA THIRTY,AddToPlaylist
2404,snips-train-12160,show me the movie schedule,SHOW ME THE MOVE SCHEDULE,SearchScreeningEvent
2405,snips-train-12161,Where is the nearest movie house that is showing The Kingfisher Caper ?,WHERE IS THE NEAREST MOVY HOUSE THAT IS SHOWING THE KINGFISHER CAPER,SearchScreeningEvent
2406,snips-train-12162,Show me the movie schedules,SHOW ME THE MOVE HE SCHEDULES,SearchScreeningEvent
2407,snips-train-12163,Can you tell me what time The Fickle is playing at the closest cinema,CAN YOU TELL ME WHAT TIME THE FICKLE IS PLAYING AT THE CLOSEST CINAMA,SearchScreeningEvent
2408,snips-train-12164,What Howards End cinema is near?,WHAT HOWARDS AND CENAME IS NEAR,SearchScreeningEvent
2409,snips-train-12165,Show me Dombey and Son movies .,SHOW ME DOMBI AND SUN MOVES,SearchScreeningEvent
2410,snips-train-12166,What animated movies are around here,WHAT ANIMATED MOVIES ARE ROUND HERE,SearchScreeningEvent
2411,snips-train-12167,What time is Showcase Cinemas playing Straight Is the Way,WHAT TIME IS CHOKEIE CINAM IS PLAYING STRAIGHT IS THE WAY,SearchScreeningEvent
2412,snips-train-12168,Find me showtimes for A Christmas Story starting at eleven o'clock .,FIND ME SHOW TIMES FOR A CHRISTMAS STORY STARTING AT ELEVEN O'CLOCK,SearchScreeningEvent
2413,snips-train-12169,What is the movie schedule for the North American Cinemas,WHAT IS THE MOVIE SCHEDULE FOR THE NORTH AMERICAN CINEMAS,SearchScreeningEvent
2414,snips-train-1217,Please add Iris DeMent to my playlist this is selena,PLEASE THAT IRIS DOMEN TO MY PLAY LIS THIS IS SALENA,AddToPlaylist
2415,snips-train-12170,find start time in 12 seconds for National Bomb,FIND START TIME IN TWELVE SECONDS FFOR NATIONAL BAM,SearchScreeningEvent
2416,snips-train-12171,where is Beyblade Fierce Battle playing,WEAR'S BABELATE FIERCE BATTLE PLAYING,SearchScreeningEvent
2417,snips-train-12172,Give me the local movie times .,GIVE ME THE LOCAL MOVIE TIMES,SearchScreeningEvent
2418,snips-train-12173,What time is Just Around the Corner playing,WHAT TIME IS JUST AROUND THE CORNER PLAYING,SearchScreeningEvent
2419,snips-train-12174,I want to go see A Troll in Central Park .,I WANT TO GO SEE ATROL IN CENTRAL PARK,SearchScreeningEvent
2420,snips-train-12175,Is Thenaruvi playing at the Douglas Theatre Company in one hour ?,IS THENE A RUVY PLAYING AT TE DOUGLAS THEATRE COMPANY IN ONE HOUR,SearchScreeningEvent
2421,snips-train-12176,I need a list of places in the area that I can see animated movies in six minutes,I NEED A LIST OF PLACES IN THE AREA THAT I CAN SEE ANIMATED MOVIES IN SIX MINUTES,SearchScreeningEvent
2422,snips-train-12177,Where animated movies does North American Cinemas feature,WHERE ANIMATED MOVIES TUES NORTH AMERICAN CINIMOUS FEATURE,SearchScreeningEvent
2423,snips-train-12178,Which movie theatre with Clean and Sober is closest to me?,WHICH MOVI THEATRE WITH CLEAN AND SOBER IS CLOSEST TO ME,SearchScreeningEvent
2424,snips-train-12179,What time is 楽園追放 -Expelled from Paradise-,WHAT TIME IS EXPELLED FROM PARADISE,SearchScreeningEvent
2425,snips-train-1218,Add this marilyn manson tune to Latin Party Anthems,ADD THIS MARYLANDMENSON TUNE TO LATIN PARTY ANTHEMS,AddToPlaylist
2426,snips-train-12180,Fine movie times .,FINE MOVIE TIMES,SearchScreeningEvent
2427,snips-train-12181,show me the schedule of movie Shadow of a Woman,SHOW ME THE SCHEDULE OF MOVY SHADOW OF A WOMAN,SearchScreeningEvent
2428,snips-train-12182,What theater is playing Haunted Honeymoon,WHAT THEATRE IS PLAYING HAUNTED HONEYMOON,SearchScreeningEvent
2429,snips-train-12183,Find movie schedules .,FIND MOVIE SCHEDULES,SearchScreeningEvent
2430,snips-train-12184,What time is Crawlspace playing at the Caribbean Cinemas,WHAT TIME IS CROSS PACE PLAYING AT THE CURIVIAN CINNEMAS,SearchScreeningEvent
2431,snips-train-12185,Can you give me a list of films at Cinemark Theatres ?,CAN YOU GIVE ME A LIST OF FILMS OF CINOMARK THEATERES,SearchScreeningEvent
2432,snips-train-12186,find Mysterious Castles of Clay,FIND MYSTERIOUS CASTLES OF CLAY,SearchScreeningEvent
2433,snips-train-12187,what movie theatre closest to me is playing animated movies and when,WHAT MOVING THEATRE CLOSEST TO ME IS PLAYING ANIMATED MOVIES AND OUAN,SearchScreeningEvent
2434,snips-train-12188,when is Red Shirts showing at Dickinson Theatres,WHEN HIS RAD SHIRTS SHOWING AT DECINSIN THEATRES,SearchScreeningEvent
2435,snips-train-12189,Is this film going to be at Malco Theatres ?,IS THIS FILM GOING TO BE AT MALCOTHIATERS,SearchScreeningEvent
2436,snips-train-1219,add zion golan to my signed xoxo playlist,ADD SIEN GULAN TO MY SIGNED EXO EXO PLAOLIST,AddToPlaylist
2437,snips-train-12190,Where is the nearest movie theatre that is playing The King Maker,WHERE IS THE NEAREST MOVI THEATRE THAT IS PLAYING THE KING MAKER,SearchScreeningEvent
2438,snips-train-12191,What time is The Face in the Moonlight showing?,WHAT TIME IS THE FACE IN THE MOONLIGHT SHOWING,SearchScreeningEvent
2439,snips-train-12192,Find movie schedules .,FIND MOVIE SCHEDULES,SearchScreeningEvent
2440,snips-train-12193,Where is All Night Long 3 playing 1 hour from now,WHERES ALL NIGHT LONG THREE PLAYING ONE HOUR FROM NOW,SearchScreeningEvent
2441,snips-train-12194,Where the The Housemaid playing and when,WHERETA THE HOUSE MADE PLAYING AND WHEN,SearchScreeningEvent
2442,snips-train-12195,what films are playing at KB Theatres,WHAT FILMS ARE PLAYING AT C B THEATERS,SearchScreeningEvent
2443,snips-train-12196,When is One by One playing?,WHEN IS WON BY ONE PLAYING,SearchScreeningEvent
2444,snips-train-12197,Give me a list of films that play in the neighbourhood,GIVE ME A LIST OF FILMS THAT PLAY IN THE NEIGHBORHOOD,SearchScreeningEvent
2445,snips-train-12198,Which movies are playing at AMC Theaters 1 second from now ?,WHICH MOVIES ARE PLAYING AT A M C THEATRES ONE SECOND FROM NOW,SearchScreeningEvent
2446,snips-train-12199,find a cinema closest with animated movies,FIND A CINIMER CLOSEST WITH ANIMATED MOVIES,SearchScreeningEvent
2447,snips-train-122,add a shot at glory to calm before the storm,ADD A SHOT AT GLORY TO COME BEFORE THE STORM,AddToPlaylist
2448,snips-train-1220,Add the artist to the nuclear blast novelties playlist.,ADD THE ARTIST TO THE NEW CLEAR BLAST NOVELTIES PLAYALIST,AddToPlaylist
2449,snips-train-12200,I'd like to watch The Utopian Society,I'D LIKE TO WATCH THE UTOPIAN SOCIETY,SearchScreeningEvent
2450,snips-train-12201,When is Twentynine Palms playing at Plitt Theatres ?,WENIS TWENTY NINE POMS PLAYING AT PLET THEATRES,SearchScreeningEvent
2451,snips-train-12202,Is the start eim 23 hours twenty one minutes and one second from now for Morgan – A Suitable Case for Treatment at Santikos Theatres,IS THE START AIM TWENTY THREE HOURS TWENTY ONE MINUTES AND ONE SECOND FROM NOW FOR MORGAN A SUITABLE CASE FOR TREATMENT AT SANTICOS THEATRES,SearchScreeningEvent
2452,snips-train-12203,Show me the movie schedule for Caribbean Cinemas,SHOW ME THE MOVY SCHEDULE FOR CORIBIAN CINNEMAS,SearchScreeningEvent
2453,snips-train-12204,What time is Summer School playing?,WHAT TIME IS SUMMER SCHOOL PLAYING,SearchScreeningEvent
2454,snips-train-12205,Is The Day of the Beast playing at three p.m. ?,IS THE DAY OF THE BEAST PLAYING AT THREE P M,SearchScreeningEvent
2455,snips-train-12206,What is the movie schedule,WHAT IS THE MOVI SCHEDUL,SearchScreeningEvent
2456,snips-train-12207,find Partners in Action at Dickinson Theatres,FINE PARTNERS IN ACTION AT DICKENSON THEATRES,SearchScreeningEvent
2457,snips-train-12208,Show me the movie schedule,SHOW ME THE MOVE SCHEDULE,SearchScreeningEvent
2458,snips-train-12209,i want to watch Ghosts of the Abyss at Kerasotes Theatres,I WANT TO WATCH GHOSTS OF THE ABYSS AT CARASOTUS THEATRES,SearchScreeningEvent
2459,snips-train-1221,Add the time warp to Wild & Free Workout,ADD THE TIME WORK TO WILD AND FREE WORK OUT,AddToPlaylist
2460,snips-train-12210,What films are playing at the closest cinema,WHAT FILMS ARE PLAYING AT THE CLOSEST CINEMA,SearchScreeningEvent
2461,snips-train-12211,Find the schedule for The Voice in the Fog at night at the closest movie house .,FIND THE SCHEDULE FOR THE VOICE IN THE FOG YAT NIGHT AT THE CLOSEST MOVIN HOUSE,SearchScreeningEvent
2462,snips-train-12212,What is the films with movie times in the area,WHAT IS THE FILMS WITH MOVI TIMES IN THE AREA,SearchScreeningEvent
2463,snips-train-12213,What movie times start in 22 seconds at Magic Johnson Theatres,WHAT MOVI TIMES START IN TWENTY TWO SECONDS AT MAGIC JOHNSON THEATERS,SearchScreeningEvent
2464,snips-train-12214,Where is the nearest cinema that has Southside 1-1000 ?,WHERE IS THE NEAREST CENTIMENT THAT HAS SOUTH SIDE ONE TO ONE THOUSAND,SearchScreeningEvent
2465,snips-train-12215,Find a movie schedule .,FIND A MOVY SCHEDULE,SearchScreeningEvent
2466,snips-train-12216,what time is The World According to John Coltrane playing,WHAT TIME IS THE WORLD ACCORDING TO JOHN COLTRAIN PLAYING,SearchScreeningEvent
2467,snips-train-12217,find a movie schedule,FIND A MOVY SCHEDULE,SearchScreeningEvent
2468,snips-train-12218,When is Sins of the Fathers playing?,WHEN A SENTS OF THE FATHER'S PLAYING,SearchScreeningEvent
2469,snips-train-12219,Find the movie schedule for ArcLight Hollywood .,FIND THE MOVI SCHEDULE FOR ARK LIGHT HOLLY WOOD,SearchScreeningEvent
2470,snips-train-1222,I want you to add must b 21 to acoustic covers the mash ups .,I WANT YOU TO ADD MUST BE TWENTY ONE TO A COOSEIC COVERS THE MASHAPS,AddToPlaylist
2471,snips-train-12220,When is Stripped to Kill II Live Girls playing at the nearest movie house ?,WENI TRIPPED TO KILL TWO LIVE GIRLS PLAYING AT THE NEAREST MOVIE HOUSE,SearchScreeningEvent
2472,snips-train-12221,in the neighbourhood find movies starting in thirteen hours,AND THE NEIGHBORHOOD FIND MOVIES STARTING IN THIRTEEN HOURS,SearchScreeningEvent
2473,snips-train-12222,What are the movie times at Landmark Theatres,WHAT ARE THE MOVIE TIMES AT LANDMARK THEATRES,SearchScreeningEvent
2474,snips-train-12223,show movie times at Megaplex Theatres,SHOW MOVY TIMES AT MEGIPLEX THEATRES,SearchScreeningEvent
2475,snips-train-12224,whats the closest cinema showing Swamp Water,WHAT'S THE CLOSEST CENIMOUS SHOWING SWAMP WATER,SearchScreeningEvent
2476,snips-train-12225,Can you let me know the films that are on the movie schedules in the area at noon ?,CAN YOU LET ME KNOW THE FILMS THAT ARE ON THE MOVY SCHEDULES IN THE AREA AT NOON,SearchScreeningEvent
2477,snips-train-12226,"When and where is Nefertiti, Queen of the Nile playing?",WIN AND WERIS NEVERTITE QUEEN OF THE NILE PLAYING,SearchScreeningEvent
2478,snips-train-12227,find the nearest movie house with Pirates of the 20th Century,FIND THE NEAREST MOVIE HOUSE WITH PIRATES OF THE TWENTIETH CENTURY,SearchScreeningEvent
2479,snips-train-12228,When is Ode to Billy Joe playing at the closest movie house ?,WEN IS OED TO BILLY JOE PLAYING AT THE CLOSEST MOVY HOUSE,SearchScreeningEvent
2480,snips-train-12229,Which films are playing in the neighborhood one second from now ?,WHICH FILMS ARE PLAYING AN THE NEIGHBORHOOD ONE SECOND FROM NOW,SearchScreeningEvent
2481,snips-train-1223,add ths album to my Pachangueo Total,ADD T A CHS ALBUM TO MY PROTRONGUO TOTAL,AddToPlaylist
2482,snips-train-12230,what movies are playing at Warren Theatres,WHAT MOVIES ARE PLAYING AT WARREN THEATRES,SearchScreeningEvent
2483,snips-train-12231,What cinema is playing The White Stadium ?,WHAT SYNAMON IS PLAYING THE WHITE STADIUM,SearchScreeningEvent
2484,snips-train-12232,find Kerasotes Theatres showing animated movies,FIND CARISOTAS THEATRE SHOWING ANIMATED MOVIES,SearchScreeningEvent
2485,snips-train-12233,What time is the nearest cinema playing The Hopes of Blind Alley,WHAT TIME IS THE NEAREST CYNAMO PLAYING THE HOPES OF BLIND ALLEY,SearchScreeningEvent
2486,snips-train-12234,What animated movies are at Pacific Theatres,WHAT ANIMATED MOVIES ARE AT PACIFIC THEATRES,SearchScreeningEvent
2487,snips-train-12235,find movies at the nearest cinema,FIND MOVIES AT THE NEAREST CENEMA,SearchScreeningEvent
2488,snips-train-12236,Can I get the movie schedules in the neighbourhood for the newest films,CAN I GET THE MOVY SCHEDULES IN THE NEIGHBOURHOOD FOR THE NEWEST FILMS,SearchScreeningEvent
2489,snips-train-12237,What is the showtime for Arsho,WHAT IS THE SHOWTIME FOR ARSHU,SearchScreeningEvent
2490,snips-train-12238,What animated movies are playing at the closest cinema ?,WHAT ANIMATED MOVIES ARE PLAYING AT THE CLOSEST CINEMA,SearchScreeningEvent
2491,snips-train-12239,give me the Morning movie schedules,GIVE ME THE MORNING MOVY SCHEDULES,SearchScreeningEvent
2492,snips-train-1224,add an album in Sweet Soul Chillout,ADD AN ALBLEMAN SWEET SOL CHILL OUT,AddToPlaylist
2493,snips-train-12240,what films are on the movie schedule around here,WHAT FILMS ARE ON THE MOVI SCHEDULE AROUND HERE,SearchScreeningEvent
2494,snips-train-12241,Show me the current movie times,SHOW ME THE CURRENT MOVIE TIMES,SearchScreeningEvent
2495,snips-train-12242,Find the schedule for Salt of the Black Earth at the closest movie house .,FIND THE SCHEDULE FOR SALT OF THE BLACK EARTH AT THE CLOSEST MOVI HOUSE,SearchScreeningEvent
2496,snips-train-12243,What movie times are there at ArcLight Hollywood,WHAT MOVIE TIMES ARE THERE AT ARQUITE HALLY WOOD,SearchScreeningEvent
2497,snips-train-12244,Can I get the showtimes for the closest movie theatre that has the newest films .,CAN I GET THE SHORE TIMES FOR THE CLOSEST MOVI THEATRE THAT HAS THE NEWEST FILMS,SearchScreeningEvent
2498,snips-train-12245,What time will The Age of Success be showing?,WHAT TINEL THE AGE OF SUCCESS BE SHOWING,SearchScreeningEvent
2499,snips-train-12246,Find a movie schedule .,FIND A MOVY SCHEDULE,SearchScreeningEvent
2500,snips-train-12247,What animated movies are playing in the neighbourhood and when?,WHAT ANIMATED MOVIES ARE PLAYING IN THE NEIGHBORHOOD AND WHEN,SearchScreeningEvent
2501,snips-train-12248,Is Amco Entertainment showing Cień Caseya today?,IS M CO ENTERTAINMENT SHOWING SEA IN CAC ETE DAY,SearchScreeningEvent
