,train_index,train_sentence,nicole_sentence,train_label
2043,snips-train-11836,What are the movie times for films playing in the area ?,ONE OF THE MEVY TIMES FORFILMS PLAYING IN THE AEREA,SearchScreeningEvent
2044,snips-train-11837,What animated movies are playing at Dipson Theatres ?,WHAT ANIMATED MEVIES ARE PLAYING AT DIPS AND THEATERS,SearchScreeningEvent
2045,snips-train-11838,show movie schedules for Fox Theatres,SHAMEVI SHEDELS FOR FOX THEATRES,SearchScreeningEvent
2046,snips-train-11839,can i have the movie schedule for IMAX Corporation,CAN I HAVE THE MEVI SHEGEOL FRIMAX CORPORATION,SearchScreeningEvent
2047,snips-train-1184,add agua y sal in Classic Jazz Funk,AT E GUALWISELLIN CLASSIC JAZ FUNK,AddToPlaylist
2048,snips-train-11840,What are the animated movies in the neighbourhood for the recent movie times,WHAT ARE THE ANIMATED MOVIES IN THE NEIGHBORHOOD FOR THE RECENT LAVI TIMES,SearchScreeningEvent
2049,snips-train-11841,Find the schedule for movie times .,FIND THE SHEDUL FOR MEVI TIMES,SearchScreeningEvent
2050,snips-train-11842,What is the movie schedule at Caribbean Cinemas,WHAT IS THE MEVI SHEDULA CARABEAN CINAMAS,SearchScreeningEvent
2051,snips-train-11843,Is Redacted playing at the closest cinema ?,IS REDECTED PLAYING AT THE CLOSEST CINAMO,SearchScreeningEvent
2052,snips-train-11844,I'd like to watch In High Places,I'D LIKE TO WATCH IN HIGH PLACES,SearchScreeningEvent
2053,snips-train-11845,find The World Is Ours at a movie theatre,FIND THE WORLD IS OURS AT A MEVI THEATRE,SearchScreeningEvent
2054,snips-train-11846,Please show me the movies playing at Amco Entertainment .,PLEASE SHOW ME THE MEVI'S PLAYING AT MCO ENTERTAINMENT,SearchScreeningEvent
2055,snips-train-11847,where is Puthri playing,WHERE IS PATHREY PLAYING,SearchScreeningEvent
2056,snips-train-11848,Can I get the movie times for the newest movies around here ?,CAN I GET THE MEVI TIMES FOR THE NEWITH MAVIES AROUND HE,SearchScreeningEvent
2057,snips-train-11849,show me movie schedules,SHIMI MIVI SHEDJOS,SearchScreeningEvent
2058,snips-train-1185,Can you add a eviatar banai album to my tgif playlist,CAN YOU ADD AN EVIATION BE NI ALBUM TO MY TE G I F PLAINLIST,AddToPlaylist
2059,snips-train-11850,Find time for the movie schedule at Cineplex Odeon Corporation,FIND TIME FOR THE MEVI CHEDULETTES IN A PLEXIDI INCORPORATION,SearchScreeningEvent
2060,snips-train-11851,What movie times are at Bow Tie Cinemas ?,WHAT MEVY TIMES ARE AT BOTICYNAMAS,SearchScreeningEvent
2061,snips-train-11852,when is Hefner Unauthorized showing at Magic Johnson Theatres,WHEN HE'S HEFNA ANORTH ARRISED SHOWING AT MAGIC JOHNSAN THEATRES,SearchScreeningEvent
2062,snips-train-11853,List movie times at Cinemark Theatres,THIS MOVI TIME SET CINEMARK THEATRES,SearchScreeningEvent
2063,snips-train-11854,Which animated movies are being screened at Marcus Corporation ?,WE CHANIMATED MOVIES ABEING SCREENED AT MACCUS CORPORATION,SearchScreeningEvent
2064,snips-train-11855,find animated movies close by with a movie schedule,FIND ANIMATED MOVIES CLOSE BY WITH THE MOVIE SHEGEL,SearchScreeningEvent
2065,snips-train-11856,what are the movietimes for films in the neighbourhood,ONE OF THE MOVY TIMES FULFILMS IN THE NEIGHBORHOOD,SearchScreeningEvent
2066,snips-train-11857,find movie times nearby for animated movies,FIND MOVIE TIMES NEARBY FOR ANIMATED MOVIES,SearchScreeningEvent
2067,snips-train-11858,What time is Three Cuckoo Clocks playing?,WHAT TIME IS THREE COUKE CLOAKS PLAING,SearchScreeningEvent
2068,snips-train-11859,what movies are showing in the neighborhood,WHAT MEVIES ARE SHOWING IN THE NEIGHBORHOOD,SearchScreeningEvent
2069,snips-train-1186,put this tune playing into my La Mejor Música Dance 2017 playlist,PUT THESE TUNE PLAYING INTO MY LAME HOMU SEEK A DANCE TWENTY SEVENTEEN PLAILIST,AddToPlaylist
2070,snips-train-11860,What movies are playing at Cobb Theatres,WHAT MEVIES ARE PLAYING AT COB THEATRES,SearchScreeningEvent
2071,snips-train-11861,Can I get the movie schedule for the Bow Tie Cinemas .,CAN I GET THE MOVI SHEDGOFF WIT THE BOU TYCINAMAS,SearchScreeningEvent
2072,snips-train-11862,What is the movie schedules at for Douglas Theatre Company at 0 p.m. ?,WHAT IS THE MAVY SHEGULS AT THE DOUGLAS THE TO COMPANY AT ZERO P M,SearchScreeningEvent
2073,snips-train-11863,What time is Living Is Easy with Eyes Closed playing,WHAT TIME IS LIVING ESEASOU WITH EYES CLOSED PLAYING,SearchScreeningEvent
2074,snips-train-11864,I'd like to watch Take This Waltz,I'D LIKE TO WATC TAKE THESE WALTS,SearchScreeningEvent
2075,snips-train-11865,Show me the films currently playing at the nearest movie theatre,SHAMI THE FILM'S CURRENTLY PLAYING AT THE MIRIS MUVI THETO,SearchScreeningEvent
2076,snips-train-11866,What are the movie times at Goodrich Quality Theaters,ONE OF THE MEVI TIMES HAT GOODRICH QUALITY THEATES,SearchScreeningEvent
2077,snips-train-11867,find animated movies movie schedule in the neighborhood,FINE ANIMATED MOVIES MOVIE SHEDULE IN THE NEIGHBORHOOD,SearchScreeningEvent
2078,snips-train-11868,What is the movie schedule at Douglas Theatre Company,WHAT IS  THE MOVI CHEGEL ET DOUGLAS TEGE A COMPANY,SearchScreeningEvent
2079,snips-train-11869,Find the movie times at Consolidated Theatres .,FIND THE MABI TIMES AT CONSOLIDATED THEATRES,SearchScreeningEvent
2080,snips-train-1187,Add this tune to my Indie Reflection Playlist,ADD THIS GINTO MYNDY REFLECTION PLAINLEST,AddToPlaylist
2081,snips-train-11870,Find the movie schedule for the Cineplex Odeon Corporation .,FINA A MEVI SHEDUL FOR THE SENOPLAQUE SIDI INCORPORATION,SearchScreeningEvent
2082,snips-train-11871,show me the schedule of movie Thirty Two Short Films About Glenn Gould in 14 minutes,SHOW ME THE SHEDULE OF MOVI THIRTY TWO SHORT FILMS ABOUT GLEMGULD IN FOURTEEN MINUTES,SearchScreeningEvent
2083,snips-train-11872,Can i get the movie times for Fox Theatres ?,CAN I GET THE MOVI TIMES FOR FOX THEATRES,SearchScreeningEvent
2084,snips-train-11873,showings for animated movies in the area,SHOWING THE ANIMATED MOVIES IN THE AREA,SearchScreeningEvent
2085,snips-train-11874,find the nearest movie house for The Mystery of Picasso,FIND THE NEAREST MAVY HOUSE FOR THE MYSTERY OF PECASSA,SearchScreeningEvent
2086,snips-train-11875,What is the movie schedule like,WHAT IS THE MAVI SHED YOU LIKE,SearchScreeningEvent
2087,snips-train-11876,in the neighborhood find movie times for movies,IN THE NEIGHBOURHOOD FIND MOVI TIMES FOR MOVIES,SearchScreeningEvent
2088,snips-train-11877,What movies are showing at the nearest movie theatre in 8 minutes ?,WHAT MOVIES AR SHOWING AT THE NEAREST MEVI THEATE IN EIGHT MINUTES,SearchScreeningEvent
2089,snips-train-11878,Are there any animated movies playing at the Mann Theatres ?,OTHER ANY ANIMATED MOVIES PLAYING AT THE MANTHETIS,SearchScreeningEvent
2090,snips-train-11879,What is the movie schedule for films that are playing nearby in 15 minutes,WHAT IS THE MAVY SHEDEL THE FILMS THAT ARE PLYING ME BY IN FIFTEEN MINUTES,SearchScreeningEvent
2091,snips-train-1188,put this album on my conexiones list,PUT THIS ALBRAMON MY CONIC SIERNUS LEAST,AddToPlaylist
2092,snips-train-11880,When can I see Journey to the End of the Night ?,WHEN CAN I SEE JOURNEY TO THE END OF THE NIGHT,SearchScreeningEvent
2093,snips-train-11881,What time is 30 Days of Night playing?,WHAT TIME IS THIRTY DAYS OF NIGHT PLAYING,SearchScreeningEvent
2094,snips-train-11882,Show the movie schedule at Regal Entertainment Group,SHOW THE MEVI SHEDULAT RIGL ENTERTAYMENT GROUP,SearchScreeningEvent
2095,snips-train-11883,show me the schedule of movie The Da Vinci Code,SHIME THE SHEGEL OF MAVI THE DIVINCHI CARD,SearchScreeningEvent
2096,snips-train-11884,where is The Yellow Star The Persecution of the Jews in Europe 1933-45 playing,WHERE IS THE YELLOW STAL THE PERSECUTION OF THE JEWS IN EUROPE NINETEEN THIRTY THREE FFORTY FIVE PLAYING,SearchScreeningEvent
2097,snips-train-11885,When will Third Person Singular Number be playing?,WHEN WILL THIRD PERSONS SINGULAR NUMBER BE PLAYING,SearchScreeningEvent
2098,snips-train-11886,find animated movies close by with a movie schedule,FIND ANIMATED MOVIES CLOSE BY WITH THE MOVIE SHEGEL,SearchScreeningEvent
2099,snips-train-11887,What is the movie schedule for the movies that are playing nearby ?,WHAT IS THE MAVI SHEDEL FOR THE MAVIES THAT ARE PLAYING ME BY,SearchScreeningEvent
2100,snips-train-11888,Is The Matinee Idol 0630 cinema sold out?,IS THE MATTEN THEY EYED LO SIXS THREE OSINAMUS SOLD OUT,SearchScreeningEvent
2101,snips-train-11889,I want the movie schedule for animated movies in the area,I WANT THE MAVI SHEDUL FOR ANIMATED MOVIES IN THE AEREAL,SearchScreeningEvent
2102,snips-train-1189,add hold tight to my throwback party,ADD WHOLE TIGHT TO MY THROWBACK PARTY,AddToPlaylist
2103,snips-train-11890,Find the schedule for Screen Souvenirs at Cinemark Theatres .,FIND THE SHEDULFISCREN SUVENES ET SINEMAC THEATES,SearchScreeningEvent
2104,snips-train-11891,Where can I see animated movies that's nearby ?,WHERE CAN I SEE ANIMATED MOVIES THAT'S NEAR BY,SearchScreeningEvent
2105,snips-train-11892,What is the movie schedule for films in the neighbourhood,WHAT IS THE MAVY SHEDDE O FULFILMS IN THE NEIGHBORHOOD,SearchScreeningEvent
2106,snips-train-11893,I'd like to watch Demolition Man at 1109 PM,I'D LIKE TO WATCH DEMILITION MEN AT ONE THOUSAND ONE HUNDRED AND NINE P M,SearchScreeningEvent
2107,snips-train-11894,Tell me the movie schedules for Loews Cineplex Entertainment,TELL ME THE MEVI SHEGULS FORLOW CINOPLEX ENTERTAINMENT,SearchScreeningEvent
2108,snips-train-11895,What time is Wild and Wooly playing,WHAT TIME HES WALD AND WOOLLY PLAYING,SearchScreeningEvent
2109,snips-train-11896,Show me schedules to see A Film with Me in It .,SHOW ME SHE DULS TO SEE A FIRM WITH ME IN IT,SearchScreeningEvent
2110,snips-train-11897,Find the schedule for movies at Southern Theatres .,FIND THE SHEDUL FERMEVIS AT SOUTHERN THEATRES,SearchScreeningEvent
2111,snips-train-11898,Show me the movie schedules for any animated movies playing close by ?,SHOW ME THE MOODY SHEGELS FOR ANY ANIMATED MOVIES PLAYING CLOSE BY,SearchScreeningEvent
2112,snips-train-11899,movie schedule at Speakeasy Theaters,MOVY CHEGELITS PEAK AZY THEATRES,SearchScreeningEvent
2113,snips-train-119,put Joseph Utsler on All Out 70s,PUT JOSEPHH UTSLA ON ALL OUT SEVENTIES,AddToPlaylist
2114,snips-train-1190,Put Conway Twitty in the This Is Tchaikovsky playlist.,PUT CONWAIT WITE IN THE THIS IS TCHAKOVSKY PLAILIST,AddToPlaylist
2115,snips-train-11900,Is The Wash playing at the cinema in one minute,IS THE WASH PLAYING AT THE CINAMA IN ONE MINUTE,SearchScreeningEvent
2116,snips-train-11901,What films are playing at Pacific Theatres,WHAT FILMS ARE PLAYING AT PACIFIC THEATRES,SearchScreeningEvent
2117,snips-train-11902,What is the movie schedule for General Cinema Corporation ?,WHAT IS THE MAVI CHEDUL FOR GENERAL SYNOMI CORPORATION,SearchScreeningEvent
2118,snips-train-11903,find On Dress Parade,FIND ONDRISS PARADE,SearchScreeningEvent
2119,snips-train-11904,What time is The Message playing at Loews Cineplex ?,WHAT TIME IS THE MESSAGE PLAYING AT LOCINOPLEX,SearchScreeningEvent
2120,snips-train-11905,Find the schedule for Across the Line at the closest movie house .,FIND THE SHEDGULFOR ACROSS THE LINE AT THE CLOSEST MOVIE HOUSE,SearchScreeningEvent
2121,snips-train-11906,She me that movie schedule,SHE MAY THET MAY BE SEDUL,SearchScreeningEvent
2122,snips-train-11907,find a movie schedule,FINDIN MABE SHEDUL,SearchScreeningEvent
2123,snips-train-11908,What time is Exploits of a Young Don Juan playing?,WHAT TIME HIS EXPLOITS OF A YOUNG DONGJOUIAN PLAING,SearchScreeningEvent
2124,snips-train-11909,show me the movie schedule in the neighbourhood movies,SHOW ME THE MOVIE CHEDEL IN THE NEIGHBORHOOD MOVIES,SearchScreeningEvent
2125,snips-train-1191,I want to add Broken Hearted Melody to the playlist Post Garage Wave Revival,I WANT TO ADD BROKEN HEARTED MELODY TO THE PLAYLESS POSTGARRAGE WAVE REVIVAL,AddToPlaylist
2126,snips-train-11910,What animated movies are in the neighbourhood,WHAT ANIMATED MOVIES ARE IN THE NEIGHBORHOOD,SearchScreeningEvent
2127,snips-train-11911,What films are playing at Marcus Corporation ?,WHAT FILMS ARE PLAYING AT MARCUS CORPORATION,SearchScreeningEvent
2128,snips-train-11912,What are the movie times,ONE OF THE MAVY TIMES,SearchScreeningEvent
2129,snips-train-11913,What time do the movies play at Southern Theatres ?,WHAT TIME DO THE MOVIES PLAY AT SOVEN THEATURES,SearchScreeningEvent
2130,snips-train-11914,what time is Bordertown Trail showing,WHAT TIME IS BOARD TO TOWN TRAIL SHOWING,SearchScreeningEvent
2131,snips-train-11915,when does Miss Sloane play at IMAX Corporation,WHEN DOES MISLOGN PLAY AT IMAX CORPORATION,SearchScreeningEvent
2132,snips-train-11916,Check the movie schedule for Wanda Group,CHECK THE MAVY SHEGEL FROM ONE TO GROUP,SearchScreeningEvent
2133,snips-train-11917,What movie theatre is playing Shed No Tears,WHAT MUVI THEATRE IS PLAYING SHED NO TEARS,SearchScreeningEvent
2134,snips-train-11918,Is The Right to Strike playing at Star Theatres,IS THE RIGHT TO STRIKE PLAYING AT STARTHEATRES,SearchScreeningEvent
2135,snips-train-11919,what's the nearest movie house showing Their Last Love Affair,WHAT THE NEAREST MAYBE HOUSE SHOWING THE LAST LOVE AFFAIR,SearchScreeningEvent
2136,snips-train-1192,Add the Spirit of Life to nação reggae,ADD THE SPIRIT OF LIFE TO NOSAREGE,AddToPlaylist
2137,snips-train-11920,show movie schedule in the neighbourhood films at five hours from now,SHAMUVI SHEGELIN THE NEIGHBOURHOOD FILMS AT FIVE HOURS FROM NAL,SearchScreeningEvent
2138,snips-train-11921,What is the movie schedule for Train,WHAT IS THE MOVIE SHEGEL FOR TRAIN,SearchScreeningEvent
2139,snips-train-11922,What films are showing at National Amusements,WHAT FILMS ARE SHOWING AT NATIONAL AMUSEMENTS,SearchScreeningEvent
2140,snips-train-11923,What time is The Lottery Man playing?,WHAT TIME ES THE LOTARY MAN PLAYING,SearchScreeningEvent
2141,snips-train-11924,Find the schedule for No Time to Be Young at AMC Theaters .,FIND THE SHEGUL FOR NO TIME TO BE YOUNG AT A M C THEATRES,SearchScreeningEvent
2142,snips-train-11925,Please show me the closest movie house playing Wild on the Beach in 1 minute .,PLEASE SHOW ME THE CLOSEST MUVIE HOUSE PLAYING WALD ON THE BEACH IN ONE MINUTE,SearchScreeningEvent
2143,snips-train-11926,Find movie schedules for nearby films .,FIVE MOVI SHEDDELS FORNEBY FILMS,SearchScreeningEvent
2144,snips-train-11927,Which cinema is playing Das Ende – Assault on Precinct 13 ?,WHICH SINAME IS PLAYING DASENDA ASSALT ON PRECINCT THIRTEEN,SearchScreeningEvent
2145,snips-train-11928,Find the schedule for The Cup Winner at the closest movie house .,FIND THE SHEGELE FOR THE CAPWINA AT THE CLOSEST MOVIE HOUSE,SearchScreeningEvent
2146,snips-train-11929,Show me movie times for movies in the neighborhood,SHOW ME MEVY TIMES FOR MEVIES IN THE NEIGHBOURHOOD,SearchScreeningEvent
2147,snips-train-1193,add the artist w g snuffy walden to my Billboard Latin Music Awards Finalists playlist,AT THE ARTEST W G SNUFFY WOLLED INTO MY BILBOARD LATIN MUSIC WORDS FINELESTS PLAINLEST,AddToPlaylist
2148,snips-train-11930,What is the closest cinema with animated movies,WHAT IS THE CLOSEST CINIMER WITH ANIMATED MOVIES,SearchScreeningEvent
2149,snips-train-11931,Where is the closest movie theatre that is playing movies now,WHERE IS THE CLOSEST MEVI THEATRE THAT IS PLAYING MAVIES NOW,SearchScreeningEvent
2150,snips-train-11932,What films are playing at the nearest movie theatre,WHAT FILMS ARE  PLAYING AT THE NEAREST MIVI THEATRE,SearchScreeningEvent
2151,snips-train-11933,find a movie house closest with Beethoven Lives Upstairs,FIND A MOVYE HOUSE CLOSEST WITH BAIT OVEN LIVES UPSTAIRS,SearchScreeningEvent
2152,snips-train-11934,What movies are starting in 1 second at a theater in the neighborhood ?,WHAT MEVIES A STARTING IN ONE SECOND AT A THEATRE IN THE NEIGHBOURHOOD,SearchScreeningEvent
2153,snips-train-11935,What are the movie schedules for movies around here ?,ONE OF THE MOVI SHEDGELS FE MAVI'S AROUND HERO,SearchScreeningEvent
2154,snips-train-11936,I'd like to see movie times at Santikos Theatres,I'D LIKE TO SEE MEBETIMES AT SANTICHOS THEATRES,SearchScreeningEvent
2155,snips-train-11937,find Andreas Hofer at elevenses,FIND THEIR NDREIS HOPEFOR AT TE LIVENSS,SearchScreeningEvent
2156,snips-train-11938,show the movies at the nearest movie house,SHOW THE MOVIES AT THE NEAREST MOVIE HOUSE,SearchScreeningEvent
2157,snips-train-11939,What time is Project Censored the Movie playing at the movie house,WHAT TIME IS PROJECT CENSID THE MOVIE PLAYING AT THE MOVIE HOUSE,SearchScreeningEvent
2158,snips-train-1194,add the track by Paul Gray to my 2010s smash hits playlist,AT THE TRECK BY POLL GRAT AN MY TWO THOUSAND AND TIN SMASH HEATS PLAILEST,AddToPlaylist
2159,snips-train-11940,Let me get the movie schedule for lunch time.,LET ME GET THE MEVI SHEGEL FI LANCE TIME,SearchScreeningEvent
2160,snips-train-11941,Find the schedule for Better This World at a movie house .,FIND THE SHEDUL FOR BETTER THIS WORLD AT A MOVIE HOUSE,SearchScreeningEvent
2161,snips-train-11942,Show me movie times for animated movies playing three hours from now in the neighbourhood .,SHOW ME MOVY TIMES FOR ANIMATED MOVIES PLAYING THREE HOURS FROM NOW IN THE NEIGHBOURHOOD,SearchScreeningEvent
2162,snips-train-11943,When is We Stick Together Through Thick and Thin playing at ArcLight Hollywood ?,WHEN THIS WE STICK TOGETHER THROUGH THICK AND THIN PLAYING AT ARK LIGHT HOLLY WOOD,SearchScreeningEvent
2163,snips-train-11944,show the schedule of movie Unborn but Forgotten,SHOW THE SHEDUL OF MEVIAN BORN BUT FORGOTTEN,SearchScreeningEvent
2164,snips-train-11945,I'd like to see local movie times .,I'D LIKE TO SEE LOCAL MEVI TIMES,SearchScreeningEvent
2165,snips-train-11946,in the neighbourhood find movies with movie times,IN THE NEIGHBOURHOOD FINE MOVIES WITH MOVIE TIMES,SearchScreeningEvent
2166,snips-train-11947,What are the movie schedules,ONE OF THE MEVI SHAJULS,SearchScreeningEvent
2167,snips-train-11948,Find the schedule for Tailspin Tommy in the Great Air Mystery .,FIND THE SHEDULE FOR TALES PINTOMMI IN THE GREAT AIR MYSTERY,SearchScreeningEvent
2168,snips-train-11949,When is Sea of Fear being shown at the closest movie theatre ?,WHEN HI SEE A FEE BEING SHOWN AT THE CLOSEST MOVI THETALE,SearchScreeningEvent
2169,snips-train-1195,add this track to my Dinnertime Acoustics playist,ADD THIS TRACK TO MY DINOTI MACUSTIX PLANC,AddToPlaylist
2170,snips-train-11950,Find the movie schedule for 1253 AM,FINDA THE MUVI SHEGEL FOR ONE THOUSAND TWO HUNDRED AND FIFTY THREE A M,SearchScreeningEvent
